weight,man,litA,0,0.025910041279527927
weight,man,litA,1,0.04596776102055463
weight,man,litA,2,0.0863452630205542
weight,man,litA,3,0.12586048930889898
weight,man,litA,4,0.16295310791543574
weight,man,litA,5,0.1743808956418887
weight,man,litA,6,0.15928139529645874
weight,man,litA,7,0.12468547420360689
weight,man,litA,8,0.08834374165080798
weight,man,litA,9,0.006271830662266305
weight,man,litB,0,0.011556816978616269
weight,man,litB,1,0.02917776497601239
weight,man,litB,2,0.0624917973351914
weight,man,litB,3,0.09959678050525178
weight,man,litB,4,0.14441426053702058
weight,man,litB,5,0.17531974931783184
weight,man,litB,6,0.1815554402968544
weight,man,litB,7,0.15916798207944924
weight,man,litB,8,0.1253847448721026
weight,man,litB,9,0.011334663101669471
weight,man,animalA,0,0.28817665000909193
weight,man,animalA,1,0.1876696290208622
weight,man,animalA,2,0.12713379414461015
weight,man,animalA,3,0.11580403775751019
weight,man,animalA,4,0.09938802155676305
weight,man,animalA,5,0.07424826255010757
weight,man,animalA,6,0.05286922107462783
weight,man,animalA,7,0.032634062525811795
weight,man,animalA,8,0.018865225923749257
weight,man,animalA,9,0.0032110954368659776
weight,man,animalB,0,0.00982679678374846
weight,man,animalB,1,0.016417466392861162
weight,man,animalB,2,0.02961719425033384
weight,man,animalB,3,0.04604776017445631
weight,man,animalB,4,0.07112408194791063
weight,man,animalB,5,0.09728474717442726
weight,man,animalB,6,0.1271363982229185
weight,man,animalB,7,0.16695297476773346
weight,man,animalB,8,0.3211895561902427
weight,man,animalB,9,0.1144030240953676
weight,woman,litA,0,0.018406875972975446
weight,woman,litA,1,0.11056432843886493
weight,woman,litA,2,0.17938495660295123
weight,woman,litA,3,0.1842423010849611
weight,woman,litA,4,0.1615415590188617
weight,woman,litA,5,0.12802380830209714
weight,woman,litA,6,0.09695160473506582
weight,woman,litA,7,0.0727174885014552
weight,woman,litA,8,0.045321102394914325
weight,woman,litA,9,0.0028459749478531326
weight,woman,litB,0,0.008638055275475526
weight,woman,litB,1,0.07991317648274937
weight,woman,litB,2,0.14160543140263948
weight,woman,litB,3,0.16181855029862208
weight,woman,litB,4,0.1603621743186149
weight,woman,litB,5,0.1440035685166755
weight,woman,litB,6,0.12260108294700227
weight,woman,litB,7,0.10164177911135498
weight,woman,litB,8,0.07194108296447754
weight,woman,litB,9,0.007475098682388285
weight,woman,animalA,0,0.2602210056959393
weight,woman,animalA,1,0.24728391274097633
weight,woman,animalA,2,0.16506903500501655
weight,woman,animalA,3,0.11821079937719911
weight,woman,animalA,4,0.08172601020265641
weight,woman,animalA,5,0.052526555921930174
weight,woman,animalA,6,0.03552873190596873
weight,woman,animalA,7,0.02287900700006355
weight,woman,animalA,8,0.013508701956360477
weight,woman,animalA,9,0.003046240193889316
weight,woman,animalB,0,0.00857510397414829
weight,woman,animalB,1,0.024613775590191813
weight,woman,animalB,2,0.04685727033684797
weight,woman,animalB,3,0.06440754138764182
weight,woman,animalB,4,0.08227408492722654
weight,woman,animalB,5,0.09818957378355134
weight,woman,animalB,6,0.11952969595066257
weight,woman,animalB,7,0.15654920758692548
weight,woman,animalB,8,0.2889053314859557
weight,woman,animalB,9,0.11009841497684858
