alternative,set1,set2,set3,set4
elephant,0.418086641401069,0.0669911531609231,0.405705244686666,0.109216960751342
horse,0.344079199519301,0.0654709797171549,0.445815658255463,0.144634162508081
lion,0.642520332722461,0.09553772259264,0.177069649908796,0.0848722947761036
man,0.32968738293034,0.19003235813856,0.243422461365444,0.236857797565655
shark,0.765381521787395,0.113017336786275,0.0647399207611506,0.05686122066518
tiger,0.646740111112878,0.105146217775061,0.173788715990848,0.0743249551212129
