alternative,set1,set2,set3,set4
armadillo,0.281656358002509,0.0332951579046804,0.61854639347666,0.0665020906161508
elephant,0.619990085873536,0.239855005710456,0.0850382714679755,0.0551166369480323
hippo,0.524844459191288,0.177046855019983,0.185150685112517,0.112958000676212
man,0.28263905934338,0.280075735077027,0.194964124499774,0.242321081079819
turtle,0.364079724688366,0.0709324019006981,0.48090405671496,0.0840838166959758
whale,0.497219704097533,0.368747317524383,0.0538913522752741,0.0801416261028096
