alternative,set1,set2,set3,set4
cat,0.593470758934462,0.169156897829902,0.142963536195884,0.0944088070397518
cheetah,0.574180900662384,0.222027181423056,0.113407036433715,0.0903848814808454
jaguar,0.701037558929183,0.12746729163609,0.0960012372656235,0.075493912169104
leopard,0.663780151598405,0.177200767368531,0.121465775815172,0.0375533052178926
man,0.294995195246768,0.248922362379275,0.18033724156057,0.275745200813388
monkey,0.548712535673367,0.207800151546149,0.125823001499983,0.117664311280501
