alternative,set1,set2,set3,set4
ant,0.74446149145749,0.114139622932556,0.119274955202213,0.0221239304077409
beaver,0.703683967931776,0.144667227096853,0.0812016010447021,0.0704472039266686
dog,0.215765757377879,0.27794724132784,0.199048999394221,0.307238001900061
man,0.246050050454492,0.222128879869103,0.261649656186447,0.270171413489957
monkey,0.236719863653403,0.2596057975455,0.260367037330866,0.243307301470231
mouse,0.620468149487816,0.266493943515743,0.0480392780657969,0.0649986289306444
