alternative,set1,set2,set3,set4
cat,0.47002939588006,0.19832826774695,0.201746581646098,0.129895754726891
dog,0.303798403787939,0.247525426265398,0.240677107505099,0.207999062441564
kitten,0.42696534535511,0.175482662159285,0.294266749954797,0.103285242530808
man,0.249911105387554,0.255517059633617,0.208715605135775,0.285856229843053
monkey,0.20707606082754,0.224685494431705,0.204596056341626,0.363642388399129
penguin,0.388651334510057,0.154237214325768,0.371036741608884,0.086074709555291
