alternative,set1,set2,set3,set4
flamingo,0.575549714049575,0.045662605439255,0.323982432672021,0.0548052478391486
giraffe,0.625010206618621,0.124597665508861,0.177668341301995,0.0727237865705228
horse,0.620412925854102,0.0693067226890756,0.166808937250114,0.143471414206708
man,0.464694232120899,0.0711341023470714,0.110715632440721,0.353456033091309
snake,0.216597259711633,0.0892490139013881,0.449593446871014,0.244560279515965
whale,0.637077920376054,0.111580644883988,0.143103463861797,0.108237970878161
