utterance,polarity,literal,bin,prob
giraffe,high,fig,0,0.00027050786036111104
giraffe,high,fig,10,0.0018578490342394947
giraffe,high,fig,100,0.005207617935612101
giraffe,high,fig,120,0.011149388246891514
giraffe,high,fig,140,0.024704360054892124
giraffe,high,fig,160,0.06997598187512648
giraffe,high,fig,180,0.20857745472378209
giraffe,high,fig,200,0.36861143417149755
giraffe,high,fig,220,0.2932362505317427
giraffe,high,fig,10000,0.016409155565854792
tall,high,lit,0,0.006909509460292048
tall,high,lit,10,0.033805692357588055
tall,high,lit,100,0.0751929540690364
tall,high,lit,120,0.11904981202406342
tall,high,lit,140,0.15648393952826845
tall,high,lit,160,0.19350245802355434
tall,high,lit,180,0.1930422317436545
tall,high,lit,200,0.14846026780800048
tall,high,lit,220,0.07082005757533325
tall,high,lit,10000,0.002733077410208973
hamster,low,fig,0,0.14495599567080455
hamster,low,fig,10,0.3718283093967217
hamster,low,fig,100,0.32659117185884
hamster,low,fig,120,0.1045973033246839
hamster,low,fig,140,0.030507957183793864
hamster,low,fig,160,0.012332156881815543
hamster,low,fig,180,0.005671688197672427
hamster,low,fig,200,0.0026761023563520773
hamster,low,fig,220,0.0008224626018835187
hamster,low,fig,10000,0.00001685252743220764
short,low,lit,0,0.027541202369518163
short,low,lit,10,0.1123980523889803
short,low,lit,100,0.20298863577396284
short,low,lit,120,0.22558883780530903
short,low,lit,140,0.17092192140857979
short,low,lit,160,0.11939170399222264
short,low,lit,180,0.07649648563189894
short,low,lit,200,0.04601538520096071
short,low,lit,220,0.018087751630755385
short,low,lit,10000,0.0005700237978122837
