categoryID,animal,featureNum,alternative,normalizedProb.1,normalizedProb.2,normalizedProb.3,normalizedProb.4,normalizedProb.5,normalizedProb.6,normalizedProb.7,normalizedProb.8
30,whale,1,hippo,0.187708693,0.140878985,0.24000984,0.195164598,0.048072443,0.057911944,0.070258432,0.059995064
30,whale,2,gazelle,0.159229675,0.164373172,0.111190366,0.108746889,0.157356123,0.109093944,0.101719857,0.088289975
30,whale,2,swan,0.244188509,0.135618484,0.099964982,0.08502047,0.178507389,0.089245111,0.084565858,0.082889197
30,whale,3,horse,0.230503745,0.148580128,0.165995803,0.14040193,0.087162144,0.081602918,0.078616349,0.067136982
30,whale,3,lion,0.238684955,0.165156717,0.165622453,0.123162184,0.102881333,0.065411327,0.089969111,0.049111921
31,wolf,0,person,0.172207937,0.116378649,0.084766842,0.121804129,0.14331456,0.103270674,0.096580138,0.16167707
31,wolf,0,wolf,0.267846046,0.12427729,0.108568898,0.119646182,0.113212353,0.074880311,0.076252611,0.115316309
31,wolf,1,bear,0.320407479,0.169706542,0.11854919,0.139563584,0.080038599,0.062688075,0.05088599,0.05816054
31,wolf,1,snake,0.186639104,0.133074893,0.09647347,0.196454887,0.114292263,0.090234338,0.073658543,0.109172501
31,wolf,2,cat,0.115895845,0.070606265,0.0958409,0.081601267,0.10477784,0.108776708,0.132723059,0.289778116
31,wolf,2,lion,0.219837592,0.125990298,0.129163207,0.146003151,0.102465077,0.071767795,0.099164271,0.105608609
31,wolf,3,bull,0.178539835,0.141492834,0.130683194,0.100830253,0.151191529,0.092009108,0.097340625,0.107912622
31,wolf,3,lion,0.235214519,0.175282116,0.077852069,0.146814124,0.138970979,0.072229507,0.07453221,0.079104477
32,zebra,0,person,0.062352974,0.05379645,0.082263961,0.048594638,0.16184436,0.144364087,0.229355336,0.217428193
32,zebra,0,zebra,0.260444868,0.16585618,0.25410172,0.146238909,0.050878863,0.029918772,0.050555441,0.042005246
32,zebra,1,bass,0.137318586,0.100594331,0.178609232,0.111218384,0.133215767,0.081081009,0.142328102,0.115634589
32,zebra,1,tiger,0.302979385,0.119238968,0.268984069,0.128658613,0.064921526,0.028636604,0.052270983,0.034309852
32,zebra,2,bird,0.14359793,0.106746978,0.154438224,0.111476048,0.12325463,0.102359402,0.153482617,0.10464417
32,zebra,2,peacock,0.194894652,0.177608912,0.151597291,0.1503855,0.102594605,0.07252704,0.083979611,0.06641239
32,zebra,3,cheetah,0.24161293,0.06568779,0.198703552,0.094782139,0.111011751,0.089076374,0.122354157,0.076771306
32,zebra,3,gazelle,0.126026636,0.05213235,0.139519965,0.062866143,0.16918545,0.076442181,0.277708334,0.096118941
