"categoryID","animal","normalizedProb.1","normalizedProb.2","normalizedProb.3","normalizedProb.4","normalizedProb.5","normalizedProb.6","normalizedProb.7","normalizedProb.8"
29,"cheetah",0.145151500547692,0.118869700298469,0.121354729888907,0.111911233897388,0.145440786347804,0.123415340651743,0.121092419039301,0.112764289328696
29,"deer",0.13623431599897,0.123687413261166,0.121459445903315,0.115305024058336,0.140238136074924,0.125056874348332,0.121194644205094,0.116824146149864
29,"eagle",0.141876446285917,0.117105543117407,0.122357850673042,0.112512957870913,0.146296978483042,0.120894937463972,0.125030044442289,0.113925241663418
29,"elephant",0.152980110469713,0.132959065090273,0.149274759874156,0.129879077296799,0.112621746073847,0.10599855117208,0.108650280157064,0.107636409866068
29,"gazelle",0.137730496849481,0.123435359028294,0.122078191865814,0.115826106892176,0.141178086175665,0.125781143421059,0.117730601321632,0.116240014445878
29,"giraffe",0.153124290993744,0.133463170676774,0.147864406020715,0.133179589569473,0.112075548690498,0.106034757152918,0.10749782249216,0.106760414403717
29,"hippo",0.141419602696086,0.130951279076849,0.152107775582696,0.135011554893517,0.112406897490977,0.110234886289003,0.110167586322089,0.107700417648784
29,"horse",0.145751352646058,0.127314510402506,0.12988753922816,0.121511265670445,0.132412945594991,0.117996381902229,0.116190476875782,0.108935527679829
29,"lion",0.158807707291324,0.120035138224397,0.131289124243512,0.115814661786229,0.131483244635734,0.113575934375471,0.119113711576119,0.109880477867212
29,"peacock",0.128359780374143,0.118052874505248,0.119418909319422,0.110521337483843,0.147078247209449,0.129048642536662,0.129274510006559,0.118245698564674
29,"person",0.122432002301735,0.119441651578081,0.123119423186591,0.126411083505579,0.131758126820046,0.12643088533946,0.122122047438338,0.128284779830171
29,"rhino",0.147990675248353,0.128033254170697,0.151091510241463,0.132917093941825,0.112675289133099,0.107637968034934,0.111239085706586,0.108415123523044
29,"swan",0.133525661416506,0.117151738092812,0.11986589603192,0.110783888983814,0.146099066821556,0.128804484007681,0.125599274885996,0.118169989759714
29,"whale",0.159849284468608,0.132317471222878,0.140561665611671,0.129623617296199,0.118740649765111,0.107451295400158,0.109437640114885,0.102018376120489
