categoryID,animal,alternative,featureNum,normalizedProb.1,normalizedProb.2,normalizedProb.3,normalizedProb.4,normalizedProb.5,normalizedProb.6,normalizedProb.7,normalizedProb.8
30,whale,gazelle,2,0.361384314,0.105725651,0.200628378,0.080030015,0.117146404,0.039737588,0.066805148,0.028542502
30,whale,swan,2,0.255068647,0.131662975,0.174601073,0.086119245,0.133120244,0.081187512,0.083683747,0.054556558
30,whale,horse,3,0.281735427,0.146607166,0.184928024,0.125742539,0.107566276,0.058213117,0.066324787,0.028882664
30,whale,lion,3,0.258294307,0.107008271,0.153151934,0.092517745,0.154546297,0.071533946,0.096622123,0.066325377
31,wolf,person,0,0.163485537,0.117755067,0.091893823,0.122394574,0.103581583,0.112370753,0.093510155,0.195008508
31,wolf,target,0,0.226464499,0.15196408,0.094716605,0.136151937,0.090730064,0.091101306,0.082946882,0.125924627
31,wolf,bear,1,0.242319887,0.193128836,0.107457465,0.132150849,0.092781343,0.085340822,0.061658673,0.085162125
31,wolf,snake,1,0.220304782,0.196320591,0.087529433,0.092214713,0.124742281,0.091536611,0.095794473,0.091557115
31,wolf,cat,2,0.231456389,0.160172661,0.126271794,0.127706495,0.075572314,0.092534148,0.067547514,0.118738685
31,wolf,lion,2,0.212236551,0.170958203,0.128766443,0.133635165,0.118488493,0.081120844,0.065099685,0.089694617
31,wolf,bull,3,0.25704168,0.200161009,0.10195619,0.10976598,0.099049944,0.086882638,0.075885489,0.069257071
31,wolf,lion,3,0.242004353,0.182477541,0.118428897,0.119310606,0.093693517,0.084014397,0.082510059,0.077560631
32,zebra,person,0,0.060532055,0.05844753,0.062370439,0.056183247,0.170333732,0.175191,0.207446332,0.209495665
32,zebra,target,0,0.28357342,0.152431406,0.212351261,0.153158285,0.05676967,0.045341193,0.053791517,0.042583247
32,zebra,bass,1,0.292238386,0.130931621,0.194854472,0.095179799,0.114656181,0.05764061,0.064339669,0.050159261
32,zebra,tiger,1,0.313096177,0.169540632,0.176095905,0.140958995,0.060500625,0.049124726,0.051466386,0.039216554
32,zebra,bird,2,0.347010505,0.159546794,0.253220473,0.126173411,0.039420248,0.025878361,0.029569459,0.019180749
32,zebra,peacock,2,0.32923101,0.148661242,0.202896017,0.114678265,0.065619455,0.048322902,0.055099267,0.035491843
32,zebra,cheetah,3,0.346320688,0.153492548,0.198815299,0.108144037,0.065259675,0.043455548,0.05454553,0.029966675
32,zebra,gazelle,3,0.309033614,0.152290988,0.242011786,0.126543729,0.053633225,0.039345241,0.051661837,0.02547958
