small,big
industrious,lazy
big,small
majestic,shabby
fast,slow
small,big
big,small
hard,soft
cute,ugly
big,small
funny,serious
smart,stupid
funny,serious
cute,ugly
tall,petite
long,short
fast,slow
agile,clumsy
slow,fast
strong,weak
fierce,gentle
strong,weak
fast,slow
cute,ugly
