category,small,industrious,prob
man,0,0,0.016560732385380843
man,0,1,0.057328438065634334
man,0,2,0.11339787637296685
man,1,0,0.04086835967987001
man,1,1,0.13428493278085782
man,1,2,0.23706568994682162
man,2,0,0.022595316603301063
man,2,1,0.09387016512055266
man,2,2,0.24784468430797146
ant,0,0,0.00048424818503601445
ant,0,1,0.0008141010739431242
ant,0,2,0.0014764201833534674
ant,1,0,0.00022924901158156868
ant,1,1,0.00038130037509868475
ant,1,2,0.0006824180742854991
ant,2,0,0.005173492799022432
ant,2,1,0.00918902087707809
ant,2,2,0.017753554157244413
