category,big,hard,prob
turtle,0,0,0.00022333598297020178
turtle,0,1,0.00022938766767003946
turtle,0,2,0.0008933439318808052
turtle,1,0,0.00004654792066115787
turtle,1,1,0.000047758257601125394
turtle,1,2,0.00018807240671174865
turtle,2,0,0.00011375246065948952
turtle,2,1,0.00011496279759945704
turtle,2,2,0.000524095106703406
whale,0,0,0.00005211172935971355
whale,0,1,0.00008410881147901428
whale,0,2,0.000017866878637616136
whale,1,0,0.00010861181487603474
whale,1,1,0.00017511361120412633
whale,1,2,0.00003761448134234982
whale,2,0,0.0014598232451301088
whale,2,1,0.0023184164182557107
whale,2,2,0.000576504617373747
armadillo,0,0,0.00017866878637616128
armadillo,0,1,0.0001835101341360314
armadillo,0,2,0.0007146751455046449
armadillo,1,0,0.00011636980165289462
armadillo,1,1,0.00011939564400281343
armadillo,1,2,0.0004701810167793711
armadillo,2,0,0.00005687623032974475
armadillo,2,1,0.00005748139879972851
armadillo,2,2,0.000262047553351703
elephant,0,0,0.00025222077010101453
elephant,0,1,0.00025363282986431
elephant,0,2,0.00024179842422907178
elephant,1,0,0.0002544149481793182
elephant,1,1,0.00025582700794261366
elephant,1,2,0.00024399260230737553
elephant,2,0,0.0039938429381284595
elephant,2,1,0.0040107876552880044
elephant,2,2,0.0038687747876651464
man,0,0,0.14150567880991974
man,0,1,0.08478168197084647
man,0,2,0.018867423841322638
man,1,0,0.33179357847273233
man,1,1,0.19857883510547877
man,1,2,0.04468600383471145
man,2,0,0.09009194884231539
man,2,1,0.05311281249094895
man,2,2,0.01383611081696991
