category,funny,cute,prob
man,0,0,0.03800620702694987
man,0,1,0.05878293353501586
man,0,2,0.05969637358500532
man,1,0,0.06953266728209218
man,1,1,0.11703419554003755
man,1,2,0.13460316695625882
man,2,0,0.10969377683295557
man,2,1,0.18274432785647948
man,2,2,0.20729952634420548
penguin,0,0,0.0007678021621606068
penguin,0,1,0.0016584526702669111
penguin,0,2,0.0036186140967390946
penguin,1,0,0.0007725222574197915
penguin,1,1,0.001698604947271705
penguin,1,2,0.0038367559882269897
penguin,2,0,0.0012602545834084437
penguin,2,1,0.0027662058587082793
penguin,2,2,0.006227612476798031
