category,big,majestic,prob
man,0,0,0.017190647082666842
man,0,1,0.00915665079301234
man,0,2,0.0162784902986886
man,0,3,0.0223829241606968
man,0,4,0.021365518517028767
man,0,5,0.030522169310041085
man,1,0,0.018155428296489997
man,1,1,0.009156650793012344
man,1,2,0.01831330158602468
man,1,3,0.030522169310041154
man,1,4,0.027469952379037037
man,1,5,0.04120492856855556
man,2,0,0.040035840744746275
man,2,1,0.019390554620496683
man,2,2,0.042132563126017535
man,2,3,0.07804099760841905
man,2,4,0.06822602551656257
man,2,5,0.10485262868861199
man,3,0,0.017190647082666842
man,3,1,0.00915665079301234
man,3,2,0.0162784902986886
man,3,3,0.0223829241606968
man,3,4,0.021365518517028767
man,3,5,0.030522169310041085
man,4,0,0.016225865868843704
man,4,1,0.009156650793012344
man,4,2,0.01424367901135253
man,4,3,0.014243679011352532
man,4,4,0.01526108465502057
man,4,5,0.019839410051526743
man,5,0,0.028734951651647456
man,5,1,0.016662102262694593
man,5,2,0.024250947637595527
man,5,3,0.019247313324474033
man,5,4,0.02276653612470282
man,5,5,0.02734486152120899
whale,0,0,0.00013749682680013923
whale,0,1,0.00006679936044285114
whale,0,2,0.00014387554556921783
whale,0,3,0.0006474399550614796
whale,0,4,0.0002620590294296466
whale,0,5,0.000616609481010933
whale,1,0,0.00012722000211662355
whale,1,1,0.00006166094810109331
whale,1,2,0.00013359872088570217
whale,1,3,0.0006166094810109327
whale,1,4,0.0002466437924043731
whale,1,5,0.000585779006960386
whale,2,0,0.0002459767368468216
whale,2,1,0.00011909026250897391
whale,2,2,0.0002587341743849789
whale,2,3,0.0012078291598625873
whale,2,4,0.0004805926837291076
whale,2,5,0.0011461682117614941
whale,3,0,0.00013749682680013923
whale,3,1,0.00006679936044285114
whale,3,2,0.00014387554556921783
whale,3,3,0.0006474399550614796
whale,3,4,0.0002620590294296466
whale,3,5,0.000616609481010933
whale,4,0,0.0001683273008506858
whale,4,1,0.00008221459746812442
whale,4,2,0.0001747060196197644
whale,4,3,0.0007399313772131193
whale,4,4,0.0003083047405054664
whale,4,5,0.0007091009031625726
whale,5,0,0.002407559677482155
whale,5,1,0.0011823402562116743
whale,5,2,0.0024777255839420202
whale,5,3,0.009807123253718152
whale,5,4,0.004225291197747047
whale,5,5,0.009467988039162137
