category,big,hard,prob
man,0,0,0.14008448302320062
man,0,1,0.1006316772334875
man,0,2,0.04016139499567754
man,1,0,0.25973997893885087
man,1,1,0.1940753775217256
man,1,2,0.08112145409638268
man,2,0,0.07957078006481647
man,2,1,0.051145220571964696
man,2,2,0.017465291967088764
elephant,0,0,0.0005693825437757132
elephant,0,1,0.0006171495357032057
elephant,0,2,0.0007179909631056903
elephant,1,0,0.0005330796299108188
elephant,1,1,0.0005808466218383115
elephant,1,2,0.000681688049240796
elephant,2,0,0.0099825664360471
elephant,2,1,0.010555770339177014
elephant,2,2,0.011765867468006825
