category,small,industrious,prob
mouse,5,3,0.000495482598748537
mouse,5,4,0.0007538671610028262
mouse,5,5,0.0003134956309526381
monkey,0,0,0.000013731905349565027
monkey,0,1,0.000016612128028770937
monkey,0,2,0.00005599870491286812
monkey,0,3,0.00006479410756139881
monkey,0,4,0.00005032942799292353
monkey,0,5,0.00001987821820073057
monkey,1,0,0.0000012591928296025814
monkey,1,1,0.000004139415508808493
monkey,1,2,0.000018580567352980804
monkey,1,3,0.000008666901221567774
monkey,1,4,0.00002538400295299863
monkey,1,5,0.000007405505680768125
monkey,2,0,0.0000020401703474577473
monkey,2,1,0.000022201729101899125
monkey,2,2,0.00010974143309158487
monkey,2,3,0.000030184500982052898
monkey,2,4,0.0001641396617514695
monkey,2,5,0.00004506436030561656
monkey,3,0,0.0000016540062282581194
monkey,3,1,0.000018935342303493606
monkey,3,2,0.00009377995186981299
monkey,3,3,0.000025446228957298484
monkey,3,4,0.00014050171621927723
monkey,3,5,0.00003853188333525143
monkey,4,0,9.282991133812168e-7
monkey,4,1,0.00000956896715099896
monkey,4,2,0.000047193863932662884
monkey,4,3,0.000013178946475283949
monkey,4,4,0.00007045345010814293
monkey,4,5,0.000019367237666877867
monkey,5,0,0.000059934969184663
monkey,5,1,0.00006857563722228073
monkey,5,2,0.00022421387414650812
monkey,5,3,0.0002787089617960521
monkey,5,4,0.0001884667902507065
monkey,5,5,0.00007837390773815964
man,0,0,0.00543783451842775
man,0,1,0.00657840269939329
man,0,2,0.022175487145495783
man,0,3,0.017105644396209266
man,0,4,0.03986090697039539
man,0,5,0.10233306729736094
man,1,0,0.0007479605407839336
man,1,1,0.0024588128122322453
man,1,2,0.011036857007670618
man,1,3,0.003432092883740835
man,1,4,0.030156195508162387
man,1,5,0.057185314866891546
man,2,0,0.0002885383777118815
man,2,1,0.0031399588301257333
man,2,2,0.015520574108666989
man,2,3,0.0028459672354507032
man,2,4,0.04642807575255852
man,2,5,0.08285404530475499
man,3,0,0.0003820754387276248
man,3,1,0.0043740640721070135
man,3,2,0.021663168881926757
man,3,3,0.003918719259423955
man,3,4,0.0649117928933059
man,3,5,0.11571124565575984
man,4,0,0.0001225354829663206
man,4,1,0.00126310366393186
man,4,2,0.0062295900391115
man,4,3,0.0011597472898249841
man,4,4,0.01859971082854968
man,4,5,0.03323417983636237
man,5,0,0.007911415932375506
man,5,1,0.009051984113341046
man,5,2,0.029596231387339047
man,5,3,0.024526388638052527
man,5,4,0.0497552326261864
man,5,5,0.13448962567868175
