category,tall,long,prob
man,0,0,0.025571074886865983
man,0,1,0.011364922171940423
man,0,2,0.03220061282049789
man,0,3,0.010228429954746373
man,0,4,0.020023910493418822
man,0,5,0.010553142016801811
man,1,0,0.033147689668159626
man,1,1,0.01623560310277206
man,1,2,0.044196919557546156
man,1,3,0.015694416332679654
man,1,4,0.0306672503052361
man,1,5,0.016235603102772053
man,2,0,0.03977722760179157
man,2,1,0.02083569064855749
man,2,2,0.05524614944693272
man,2,3,0.02102510601808981
man,2,4,0.04103999673200716
man,2,5,0.021782767496219164
man,3,0,0.07232223200325731
man,3,1,0.03148723025992159
man,3,2,0.09000099982627581
man,3,3,0.0278661987800306
man,3,4,0.05457786578386412
man,3,5,0.02873209761217844
man,4,0,0.028412305429851112
man,4,1,0.01082373540184804
man,4,2,0.032831997385605736
man,4,3,0.008442513613441472
man,4,4,0.016596394282833663
man,4,5,0.008658988321478432
man,5,0,0.024374767289819663
man,5,1,0.008317186150893765
man,5,2,0.026584613267696972
man,5,3,0.00567391603170561
man,5,4,0.011203515591386576
man,5,5,0.00578215338572409
giraffe,0,0,0.00004509889750770032
giraffe,0,1,0.00005193206379674584
giraffe,0,2,0.00009657541688517649
giraffe,0,3,0.0002689534251368311
giraffe,0,4,0.0004655663964936335
giraffe,0,5,0.0003416583144522748
giraffe,1,0,0.00004236563099208211
giraffe,1,1,0.00004919879728112761
giraffe,1,2,0.00009110888385394007
giraffe,1,3,0.0002580203590743583
giraffe,1,4,0.000446433530884306
giraffe,1,5,0.00032799198187418376
giraffe,2,0,0.000040998997734273004
giraffe,2,1,0.000047832164023318506
giraffe,2,2,0.00008837561733832184
giraffe,2,3,0.00025255382604312185
giraffe,2,4,0.0004368670980796423
giraffe,2,5,0.00032115881558513826
giraffe,3,0,0.00013753300149042425
giraffe,3,1,0.00015803250035756068
giraffe,3,2,0.0002941988685901758
giraffe,3,3,0.0008158055112797847
giraffe,3,4,0.0014123533522521592
giraffe,3,5,0.0010361564881934393
giraffe,4,0,0.00010659739410910961
giraffe,4,1,0.0001202637266872006
giraffe,4,2,0.00022595003195777086
giraffe,4,3,0.0006035052466484979
giraffe,4,4,0.0010459299866432293
giraffe,4,5,0.0007653146243730953
giraffe,5,0,0.0012234964060701449
giraffe,5,1,0.001346493399272964
giraffe,5,2,0.0025617900057962545
giraffe,5,3,0.006488026656189105
giraffe,5,4,0.011262208893406159
giraffe,5,5,0.008208430914798634
