category,slow,strong,prob
man,0,0,0.045601376660413806
man,0,1,0.04133417014010419
man,0,2,0.0017804666443859511
man,0,3,0.0018792778822419262
man,0,4,0.011174991692617136
man,0,5,0.00386296009127507
man,1,0,0.05956497460991904
man,1,1,0.055085384387665984
man,1,2,0.006497672946152235
man,1,3,0.0057667690653382345
man,1,4,0.01653199340017329
man,1,5,0.006537535970361746
man,2,0,0.05657524779420482
man,2,1,0.0510990819667137
man,2,2,0.0015147949199618709
man,2,3,0.001780466644385953
man,2,4,0.01354226658445907
man,2,5,0.0045443847598856035
man,3,0,0.03489946947609882
man,3,1,0.03193187691279615
man,3,2,0.0024994116179370947
man,3,3,0.0023407077193995495
man,3,4,0.009079680750251416
man,3,5,0.003362844722315346
man,4,0,0.04011689167372173
man,4,1,0.043755356194738505
man,4,2,0.029750572228051057
man,4,3,0.024027910065807383
man,4,4,0.022903699189823427
man,4,5,0.013475615607980763
man,5,0,0.06769328164481397
man,5,1,0.07565695980441618
man,5,2,0.05715576523246224
man,5,3,0.04606579061101957
man,5,4,0.04187349291896657
man,5,5,0.0252253861681254
turtle,0,0,0.0008463775466672293
turtle,0,1,0.00032326610262931456
turtle,0,2,0.00003945764172245672
turtle,0,3,0.00003974482894892968
turtle,0,4,0.0000959299496166063
turtle,0,5,0.00004343589100720506
turtle,1,0,0.001730729223473746
turtle,1,1,0.0006637931735037597
turtle,1,2,0.00008236747709393954
turtle,1,3,0.00008294185154688547
turtle,1,4,0.00019876428653126487
turtle,1,5,0.00009032397566343623
turtle,2,0,0.0008432184871760267
turtle,2,1,0.0003218301664969498
turtle,2,2,0.00003917045449598376
turtle,2,3,0.00003945764172245672
turtle,2,4,0.00009535557516366039
turtle,2,5,0.000043148703780732105
turtle,3,0,0.000855000225442397
turtle,3,1,0.0003271855020725726
turtle,3,2,0.00004024152161110833
turtle,3,3,0.00004052870883758129
turtle,3,4,0.00009749770939390953
turtle,3,5,0.000044219770895856676
turtle,4,0,0.0035011439368636188
turtle,4,1,0.001407076170097912
turtle,4,2,0.00020582849760936408
turtle,4,3,0.00020669005928878296
turtle,4,4,0.0004627009937338059
turtle,4,5,0.00021776324546360907
turtle,5,0,0.017638069456959126
turtle,5,1,0.007156990802091273
turtle,5,2,0.0010786600571705692
turtle,5,3,0.0010826806783411907
turtle,5,4,0.0023955254407448385
turtle,5,5,0.0011343555471570459
