category,cute,big,prob
man,3,1,0.011687310462292974
man,3,2,0.05747854996850578
man,3,3,0.07658788449442884
man,3,4,0.005042288807531798
man,3,5,0.0037874930171701428
man,4,0,0.016180981541033174
man,4,1,0.024098334877099305
man,4,2,0.09057461507465601
man,4,3,0.08486190077096636
man,4,4,0.009179296945800575
man,4,5,0.00792450115543892
man,5,0,0.004217618400567559
man,5,1,0.0061965745250134666
man,5,2,0.0362584902851627
man,5,3,0.05572830782301755
man,5,4,0.002925413831746765
man,5,5,0.001984316988975521
