ant,0,0,0,0,0,0,3.4447726577620374e-7
ant,0,0,0,0,0,1,1.6450252298707498e-7
ant,0,0,0,0,0,2,0.000003968701780788678
ant,0,0,0,0,1,0,2.6890328578922076e-7
ant,0,0,0,0,1,1,1.3028604525559596e-7
ant,0,0,0,0,1,2,0.000002762609721286078
ant,0,0,0,0,2,0,5.890788643068711e-8
ant,0,0,0,0,2,1,2.8263772461339414e-8
ant,0,0,0,0,2,2,6.549048847635599e-7
ant,0,0,0,1,0,0,1.948850865877012e-7
ant,0,0,0,1,0,1,9.462941242074995e-8
ant,0,0,0,1,0,2,0.0000019653189812139963
ant,0,0,0,1,1,0,1.352710425633477e-7
ant,0,0,0,1,1,1,6.612075850385069e-8
ant,0,0,0,1,1,2,0.0000012857455748130809
ant,0,0,0,1,2,0,3.2131915196611986e-8
ant,0,0,0,1,2,1,1.5633168233213643e-8
ant,0,0,0,1,2,2,3.1847872271401135e-7
ant,0,0,0,2,0,0,2.9156175347729156e-8
ant,0,0,0,2,0,1,1.3874804955589448e-8
ant,0,0,0,2,0,2,3.4459152305952827e-7
ant,0,0,0,2,1,0,2.328270878742371e-8
ant,0,0,0,2,1,1,1.1262663699255954e-8
ant,0,0,0,2,1,2,2.4242350480267116e-7
ant,0,0,0,2,2,0,5.022963983892072e-9
ant,0,0,0,2,2,1,2.4032846506729232e-9
ant,0,0,0,2,2,2,5.7044569564045795e-8
ant,0,0,1,0,0,0,2.851767777737575e-7
ant,0,0,1,0,0,1,1.3098422403533813e-7
ant,0,0,1,0,0,2,0.000004216509264503912
ant,0,0,1,0,1,0,2.786800174350736e-7
ant,0,0,1,0,1,1,1.33091612259015e-7
ant,0,0,1,0,1,2,0.000003208852747563443
ant,0,0,1,0,2,0,5.274042643209993e-8
ant,0,0,1,0,2,1,2.4584957085043816e-8
ant,0,0,1,0,2,2,7.151968030408614e-7
ant,0,0,1,1,0,0,2.0813158592135189e-7
ant,0,0,1,1,0,1,9.98460966510249e-8
ant,0,0,1,1,0,2,0.0000023165081421194955
ant,0,0,1,1,1,0,1.5757023248183755e-7
ant,0,0,1,1,1,1,7.651297207418363e-8
ant,0,0,1,1,1,2,0.0000015885958769957412
ant,0,0,1,1,2,0,3.5244635262579666e-8
ant,0,0,1,1,2,1,1.697313358365121e-8
ant,0,0,1,1,2,2,3.8056880257847884e-7
ant,0,0,1,2,0,0,2.2685252031543856e-8
ant,0,0,1,2,0,1,1.0287701938359103e-8
ant,0,0,1,2,0,2,3.59019702163918e-7
ant,0,0,1,2,1,0,2.3589980340339395e-8
ant,0,0,1,2,1,1,1.1226954128485902e-8
ant,0,0,1,2,1,2,2.7862963589803513e-7
ant,0,0,1,2,2,0,4.296136592753491e-9
ant,0,0,1,2,2,1,1.9857722844670872e-9
ant,0,0,1,2,2,2,6.127953397293429e-8
ant,0,0,2,0,0,0,0.0000011118904255479098
ant,0,0,2,0,0,1,4.785841137636835e-7
ant,0,0,2,0,0,2,0.000022190401066280833
