category,fast,agile,prob
cheetah,0,0,0.000030034059438351902
cheetah,0,1,0.00002827682534152001
cheetah,0,2,0.00012925244712885063
cheetah,0,3,0.00005667860955214817
cheetah,0,4,0.00009485469780421445
cheetah,0,5,0.00031962957836865504
cheetah,1,0,0.000028794352212721112
cheetah,1,1,0.000027037118115889217
cheetah,1,2,0.00012429361822632746
cheetah,1,3,0.000054199195100886585
cheetah,1,4,0.00009113557612732208
cheetah,1,5,0.00030971192056360874
cheetah,2,0,0.000028755114762946442
cheetah,2,1,0.000026997880666114546
cheetah,2,2,0.00012413666842722877
cheetah,2,3,0.00005412072020133724
cheetah,2,4,0.00009101786377799806
cheetah,2,5,0.0003093980209654114
cheetah,3,0,0.000058210598187477084
cheetah,3,1,0.00005469612999381328
cheetah,3,2,0.0002510748115007944
cheetah,3,3,0.00010964217772584288
cheetah,3,4,0.00018413683354074877
cheetah,3,5,0.0006243989912234966
cheetah,4,0,0.00009327643781439079
cheetah,4,1,0.0000880047355238951
cheetah,4,2,0.00040045437938389215
cheetah,4,3,0.0001763843476551147
cheetah,4,4,0.0002940868719106485
cheetah,4,5,0.000984282811100645
cheetah,5,0,0.0005770713225662687
cheetah,5,1,0.0005577417475011178
cheetah,5,2,0.0024085635933949498
cheetah,5,3,0.0011168580425624263
cheetah,5,4,0.0017834916820795503
cheetah,5,5,0.0054894987120103845
deer,0,0,0.000003382675636401392
deer,0,1,0.000004876324618708492
deer,0,2,0.000011323455960524177
deer,0,3,0.000010127525844741162
deer,0,4,0.000019867395197817533
deer,0,5,0.00003990694048239421
deer,1,0,0.000006428905232311789
deer,1,1,0.0000034716088254483774
deer,1,2,0.000026532124527787722
deer,1,3,0.00000806784747286921
deer,1,4,0.000044725698885883
deer,1,5,0.00010856345641650528
deer,2,0,0.000008414923843983728
deer,2,1,0.000004157962369968452
deer,2,2,0.00003506226643885306
deer,2,3,0.000009815431169233482
deer,2,4,0.00005900646598478282
deer,2,5,0.00014428042582471159
deer,3,0,0.00001472349175072789
deer,3,1,0.000012540261509209502
deer,3,2,0.00005679561162778422
deer,3,3,0.000027329782662363947
deer,3,4,0.0000969141229161833
deer,3,5,0.00022272395669132406
deer,4,0,0.000008881524272359655
deer,4,1,0.00001610116823608758
deer,4,2,0.000026879257920162124
deer,4,3,0.000032952089686823566
deer,4,4,0.0000481994823938626
deer,4,5,0.00008616239996345914
deer,5,0,0.00007742893656676687
deer,5,1,0.00021647170282881347
deer,5,2,0.00016853218719669816
deer,5,3,0.00043406803547960094
deer,5,4,0.00032872582422370386
deer,5,5,0.00032156355041987035
jaguar,0,0,0.000003382675636401392
jaguar,0,1,0.000004876324618708492
jaguar,0,2,0.000011323455960524177
jaguar,0,3,0.000003375841948247051
jaguar,0,4,0.000019867395197817533
jaguar,0,5,0.00009311619445892004
jaguar,1,0,0.000002142968410770602
jaguar,1,1,0.0000011572029418161286
jaguar,1,2,0.000008844041509262596
jaguar,1,3,8.964274969854704e-7
jaguar,1,4,0.000014908566295294368
jaguar,1,5,0.00008443824387950452
jaguar,2,0,0.000008414923843983743
jaguar,2,1,0.000004157962369968452
jaguar,2,2,0.00003506226643885312
jaguar,2,3,0.0000032718103897445014
jaguar,2,4,0.00005900646598478282
jaguar,2,5,0.00033665432692432787
jaguar,3,0,0.000007361745875363903
jaguar,3,1,0.000006270130754604724
jaguar,3,2,0.000028397805813891958
jaguar,3,3,0.000004554963777060635
jaguar,3,4,0.00004845706145809147
jaguar,3,5,0.0002598446161398778
jaguar,4,0,0.000022203810680899073
jaguar,4,1,0.00004025292059021885
jaguar,4,2,0.00006719814480040514
jaguar,4,3,0.000027460074739019533
jaguar,4,4,0.00012049870598465619
jaguar,4,5,0.000502613999786845
jaguar,5,0,0.0001290482276112783
jaguar,5,1,0.00036078617138135636
jaguar,5,2,0.00028088697866116404
jaguar,5,3,0.00024114890859977843
jaguar,5,4,0.000547876373706174
jaguar,5,5,0.0012505249182995011
monkey,0,0,0.000003382675636401392
monkey,0,1,0.000001625441539569501
monkey,0,2,0.000022646911921048355
monkey,0,3,0.000010127525844741162
monkey,0,4,0.000009933697598908765
monkey,0,5,0.00006651156747065711
monkey,1,0,0.000010714842053852997
monkey,1,1,0.0000019286715696935493
monkey,1,2,0.0000884404150926259
monkey,1,3,0.000013446412454782039
monkey,1,4,0.000037271415738235886
monkey,1,5,0.00030156515671251564
monkey,2,0,0.000010518654804979632
monkey,2,1,0.000001732484320820185
monkey,2,2,0.00008765566609713242
monkey,2,3,0.00001226928896154184
monkey,2,4,0.000036879041240489157
monkey,2,5,0.0003005842204681488
monkey,3,0,0.00001226957645893986
monkey,3,1,0.000003483405974780412
monkey,3,2,0.00009465935271297335
monkey,3,3,0.00002277481888530324
monkey,3,4,0.00004038088454840962
monkey,3,5,0.00030933882873794994
monkey,4,0,0.000008881524272359655
monkey,4,1,0.000005367056078695865
monkey,4,2,0.000053758515840324255
monkey,4,3,0.000032952089686823566
monkey,4,4,0.0000240997411969313
monkey,4,5,0.0001436039999390988
monkey,5,0,0.00002580964552225568
monkey,5,1,0.000024052411425423792
monkey,5,2,0.0001123547914644657
monkey,5,3,0.00014468934515986733
monkey,5,4,0.00005478763737061743
monkey,5,5,0.0001786464168999287
cat,0,0,0.0000067653512728027915
cat,0,1,0.000009752649237417002
cat,0,2,0.000056617279802620835
cat,0,3,0.000010127525844741145
cat,0,4,0.000019867395197817567
cat,0,5,0.00013302313494131424
cat,1,0,0.000004285936821541211
cat,1,1,0.0000023144058836322615
cat,1,2,0.00004422020754631294
cat,1,3,0.000002689282490956405
cat,1,4,0.000014908566295294398
cat,1,5,0.00012062606268500636
cat,2,0,0.000012622385765975608
cat,2,1,0.000006236943554952676
cat,2,2,0.00013148349914569876
cat,2,3,0.000007361573376925096
cat,2,4,0.00004425484948858716
cat,2,5,0.00036070106456177926
cat,3,0,0.00001226957645893986
cat,3,1,0.000010450217924341224
cat,3,2,0.00011832419089121657
cat,3,3,0.000011387409442651578
cat,3,4,0.00004038088454840962
cat,3,5,0.00030933882873794994
cat,4,0,0.000008881524272359655
cat,4,1,0.00001610116823608758
cat,4,2,0.00006719814480040514
cat,4,3,0.000016476044843411722
cat,4,4,0.0000240997411969313
cat,4,5,0.00014360399993909855
cat,5,0,0.00005161929104451146
cat,5,1,0.00014431446855254292
cat,5,2,0.00028088697866116404
cat,5,3,0.00014468934515986706
cat,5,4,0.00010957527474123507
cat,5,5,0.00035729283379985744
man,0,0,0.0066976977600747755
man,0,1,0.0032183742483476194
man,0,2,0.02802555350229732
man,0,3,0.008355208821911451
man,0,4,0.014751540934379505
man,0,5,0.02633858071838027
man,1,0,0.0106076936333145
man,1,1,0.0019093848539966185
man,1,2,0.05472250683856222
man,1,3,0.005546645137597579
man,1,4,0.02767402618564008
man,1,5,0.05970990102907814
man,2,0,0.006248080954157909
man,2,1,0.0010290956865671903
man,2,2,0.03254216603856033
man,2,3,0.003036649017981595
man,2,4,0.016429612872637882
man,2,5,0.03570940539161605
man,3,0,0.007288128416610287
man,3,1,0.002069143149019568
man,3,2,0.03514228469469127
man,3,3,0.005636767674112531
man,3,4,0.017989684066316444
man,3,5,0.03674945285406843
man,4,0,0.021981772574090157
man,4,1,0.013283463794772276
man,4,2,0.0831577041905013
man,4,3,0.03398184248953665
man,4,4,0.04473514459680349
man,4,5,0.0710839799698538
man,5,0,0.02555154906703319
man,5,1,0.023811887311169618
man,5,2,0.06951952721863806
man,5,3,0.059684354878445145
man,5,4,0.040679820747683344
man,5,5,0.03537199054618592
