category,slithery,tall,strong,long,fast,prob
snake,1,0,1,0,1,0.000015727128026113105
snake,1,0,1,0,2,0.000015727128026113105
snake,1,0,1,1,0,0.000043333257008120196
snake,1,0,1,1,1,0.000043333257008120196
snake,1,0,1,1,2,0.000043333257008120196
snake,1,0,1,2,0,0.00005564467720000812
snake,1,0,1,2,1,0.00005564467720000812
snake,1,0,1,2,2,0.00005564467720000812
snake,1,0,2,0,0,0.000015727128026113105
snake,1,0,2,0,1,0.000015727128026113105
snake,1,0,2,0,2,0.000015727128026113105
snake,1,0,2,1,0,0.000043333257008120196
snake,1,0,2,1,1,0.000043333257008120196
snake,1,0,2,1,2,0.000043333257008120196
snake,1,0,2,2,0,0.00005564467720000812
snake,1,0,2,2,1,0.00005564467720000812
snake,1,0,2,2,2,0.00005564467720000812
snake,1,1,0,0,0,8.265393707122563e-7
snake,1,1,0,0,1,8.265393707122563e-7
snake,1,1,0,0,2,8.265393707122563e-7
snake,1,1,0,1,0,0.0000022446216243852473
snake,1,1,0,1,1,0.0000022446216243852473
snake,1,1,0,1,2,0.0000022446216243852473
snake,1,1,0,2,0,0.0000028308797287608618
snake,1,1,0,2,1,0.0000028308797287608618
snake,1,1,0,2,2,0.0000028308797287608618
snake,1,1,1,0,0,8.265393707122563e-7
snake,1,1,1,0,1,8.265393707122563e-7
snake,1,1,1,0,2,8.265393707122563e-7
snake,1,1,1,1,0,0.0000022446216243852473
snake,1,1,1,1,1,0.0000022446216243852473
snake,1,1,1,1,2,0.0000022446216243852473
snake,1,1,1,2,0,0.0000028308797287608618
snake,1,1,1,2,1,0.0000028308797287608618
snake,1,1,1,2,2,0.0000028308797287608618
snake,1,1,2,0,0,8.265393707122563e-7
snake,1,1,2,0,1,8.265393707122563e-7
snake,1,1,2,0,2,8.265393707122563e-7
snake,1,1,2,1,0,0.0000022446216243852473
snake,1,1,2,1,1,0.0000022446216243852473
snake,1,1,2,1,2,0.0000022446216243852473
snake,1,1,2,2,0,0.0000028308797287608618
snake,1,1,2,2,1,0.0000028308797287608618
snake,1,1,2,2,2,0.0000028308797287608618
snake,1,2,0,0,0,0.0000012584756489993859
snake,1,2,0,0,1,0.0000012584756489993859
snake,1,2,0,0,2,0.0000012584756489993859
snake,1,2,0,1,0,0.0000032524729403885483
snake,1,2,0,1,1,0.0000032524729403885483
snake,1,2,0,1,2,0.0000032524729403885483
snake,1,2,0,2,0,0.000003838731044764163
snake,1,2,0,2,1,0.000003838731044764163
snake,1,2,0,2,2,0.000003838731044764163
snake,1,2,1,0,0,0.0000012584756489993859
snake,1,2,1,0,1,0.0000012584756489993859
snake,1,2,1,0,2,0.0000012584756489993859
snake,1,2,1,1,0,0.0000032524729403885483
snake,1,2,1,1,1,0.0000032524729403885483
snake,1,2,1,1,2,0.0000032524729403885483
snake,1,2,1,2,0,0.000003838731044764163
snake,1,2,1,2,1,0.000003838731044764163
snake,1,2,1,2,2,0.000003838731044764163
snake,1,2,2,0,0,0.0000012584756489993859
snake,1,2,2,0,1,0.0000012584756489993859
snake,1,2,2,0,2,0.0000012584756489993859
snake,1,2,2,1,0,0.0000032524729403885483
snake,1,2,2,1,1,0.0000032524729403885483
snake,1,2,2,1,2,0.0000032524729403885483
snake,1,2,2,2,0,0.000003838731044764163
snake,1,2,2,2,1,0.000003838731044764163
snake,1,2,2,2,2,0.000003838731044764163
snake,2,0,0,0,0,0.000015727128026113105
snake,2,0,0,0,1,0.000015727128026113105
snake,2,0,0,0,2,0.000015727128026113105
snake,2,0,0,1,0,0.000043333257008120196
snake,2,0,0,1,1,0.000043333257008120196
snake,2,0,0,1,2,0.000043333257008120196
snake,2,0,0,2,0,0.00005564467720000812
snake,2,0,0,2,1,0.00005564467720000812
snake,2,0,0,2,2,0.00005564467720000812
snake,2,0,1,0,0,0.000015727128026113105
snake,2,0,1,0,1,0.000015727128026113105
snake,2,0,1,0,2,0.000015727128026113105
snake,2,0,1,1,0,0.000043333257008120196
snake,2,0,1,1,1,0.000043333257008120196
snake,2,0,1,1,2,0.000043333257008120196
snake,2,0,1,2,0,0.00005564467720000812
snake,2,0,1,2,1,0.00005564467720000812
snake,2,0,1,2,2,0.00005564467720000812
snake,2,0,2,0,0,0.000015727128026113105
snake,2,0,2,0,1,0.000015727128026113105
snake,2,0,2,0,2,0.000015727128026113105
snake,2,0,2,1,0,0.000043333257008120196
snake,2,0,2,1,1,0.000043333257008120196
snake,2,0,2,1,2,0.000043333257008120196
snake,2,0,2,2,0,0.00005564467720000812
snake,2,0,2,2,1,0.00005564467720000812
snake,2,0,2,2,2,0.00005564467720000812
snake,2,1,0,0,0,8.265393707122563e-7
snake,2,1,0,0,1,8.265393707122563e-7
snake,2,1,0,0,2,8.265393707122563e-7
snake,2,1,0,1,0,0.0000022446216243852473
snake,2,1,0,1,1,0.0000022446216243852473
snake,2,1,0,1,2,0.0000022446216243852473
snake,2,1,0,2,0,0.0000028308797287608618
snake,2,1,0,2,1,0.0000028308797287608618
snake,2,1,0,2,2,0.0000028308797287608618
snake,2,1,1,0,0,8.265393707122563e-7
snake,2,1,1,0,1,8.265393707122563e-7
snake,2,1,1,0,2,8.265393707122563e-7
snake,2,1,1,1,0,0.0000022446216243852473
snake,2,1,1,1,1,0.0000022446216243852473
snake,2,1,1,1,2,0.0000022446216243852473
snake,2,1,1,2,0,0.0000028308797287608618
snake,2,1,1,2,1,0.0000028308797287608618
snake,2,1,1,2,2,0.0000028308797287608618
snake,2,1,2,0,0,8.265393707122563e-7
snake,2,1,2,0,1,8.265393707122563e-7
snake,2,1,2,0,2,8.265393707122563e-7
snake,2,1,2,1,0,0.0000022446216243852473
snake,2,1,2,1,1,0.0000022446216243852473
snake,2,1,2,1,2,0.0000022446216243852473
snake,2,1,2,2,0,0.0000028308797287608618
snake,2,1,2,2,1,0.0000028308797287608618
snake,2,1,2,2,2,0.0000028308797287608618
snake,2,2,0,0,0,0.0000012584756489993859
snake,2,2,0,0,1,0.0000012584756489993859
snake,2,2,0,0,2,0.0000012584756489993859
snake,2,2,0,1,0,0.0000032524729403885483
snake,2,2,0,1,1,0.0000032524729403885483
snake,2,2,0,1,2,0.0000032524729403885483
snake,2,2,0,2,0,0.000003838731044764163
snake,2,2,0,2,1,0.000003838731044764163
snake,2,2,0,2,2,0.000003838731044764163
snake,2,2,1,0,0,0.0000012584756489993859
snake,2,2,1,0,1,0.0000012584756489993859
snake,2,2,1,0,2,0.0000012584756489993859
snake,2,2,1,1,0,0.0000032524729403885483
snake,2,2,1,1,1,0.0000032524729403885483
snake,2,2,1,1,2,0.0000032524729403885483
snake,2,2,1,2,0,0.000003838731044764163
snake,2,2,1,2,1,0.000003838731044764163
snake,2,2,1,2,2,0.000003838731044764163
snake,2,2,2,0,0,0.0000012584756489993859
snake,2,2,2,0,1,0.0000012584756489993859
snake,2,2,2,0,2,0.0000012584756489993859
snake,2,2,2,1,0,0.0000032524729403885483
snake,2,2,2,1,1,0.0000032524729403885483
snake,2,2,2,1,2,0.0000032524729403885483
snake,2,2,2,2,0,0.000003838731044764163
snake,2,2,2,2,1,0.000003838731044764163
snake,2,2,2,2,2,0.000003838731044764163
man,0,0,0,0,0,0.004151961798898019
man,0,0,0,0,1,0.004151961798898019
man,0,0,0,0,2,0.004151961798898019
man,0,0,0,1,0,0.004289992443808193
man,0,0,0,1,1,0.004289992443808193
man,0,0,0,1,2,0.004289992443808193
man,0,0,0,2,0,0.0015739494408017988
man,0,0,0,2,1,0.0015739494408017988
man,0,0,0,2,2,0.0015739494408017988
man,0,0,1,0,0,0.004151961798898019
man,0,0,1,0,1,0.004151961798898019
man,0,0,1,0,2,0.004151961798898019
man,0,0,1,1,0,0.004289992443808193
man,0,0,1,1,1,0.004289992443808193
man,0,0,1,1,2,0.004289992443808193
man,0,0,1,2,0,0.0015739494408017988
man,0,0,1,2,1,0.0015739494408017988
man,0,0,1,2,2,0.0015739494408017988
man,0,0,2,0,0,0.004151961798898019
man,0,0,2,0,1,0.004151961798898019
man,0,0,2,0,2,0.004151961798898019
man,0,0,2,1,0,0.004289992443808193
man,0,0,2,1,1,0.004289992443808193
man,0,0,2,1,2,0.004289992443808193
man,0,0,2,2,0,0.0015739494408017988
man,0,0,2,2,1,0.0015739494408017988
man,0,0,2,2,2,0.0015739494408017988
man,0,1,0,0,0,0.009164668542466647
man,0,1,0,0,1,0.009164668542466647
man,0,1,0,0,2,0.009164668542466647
man,0,1,0,1,0,0.009333136714203168
man,0,1,0,1,1,0.009333136714203168
man,0,1,0,1,2,0.009333136714203168
man,0,1,0,2,0,0.0033630851177712476
man,0,1,0,2,1,0.0033630851177712476
man,0,1,0,2,2,0.0033630851177712476
man,0,1,1,0,0,0.009164668542466647
man,0,1,1,0,1,0.009164668542466647
man,0,1,1,0,2,0.009164668542466647
man,0,1,1,1,0,0.009333136714203168
man,0,1,1,1,1,0.009333136714203168
man,0,1,1,1,2,0.009333136714203168
man,0,1,1,2,0,0.0033630851177712476
man,0,1,1,2,1,0.0033630851177712476
man,0,1,1,2,2,0.0033630851177712476
man,0,1,2,0,0,0.009164668542466647
man,0,1,2,0,1,0.009164668542466647
man,0,1,2,0,2,0.009164668542466647
man,0,1,2,1,0,0.009333136714203168
man,0,1,2,1,1,0.009333136714203168
man,0,1,2,1,2,0.009333136714203168
man,0,1,2,2,0,0.0033630851177712476
man,0,1,2,2,1,0.0033630851177712476
man,0,1,2,2,2,0.0033630851177712476
man,0,2,0,0,0,0.001993425428017016
man,0,2,0,0,1,0.001993425428017016
man,0,2,0,0,2,0.001993425428017016
man,0,2,0,1,0,0.001931968926592725
man,0,2,0,1,1,0.001931968926592725
man,0,2,0,1,2,0.001931968926592725
man,0,2,0,2,0,0.0006514874973120513
man,0,2,0,2,1,0.0006514874973120513
man,0,2,0,2,2,0.0006514874973120513
man,0,2,1,0,0,0.001993425428017016
man,0,2,1,0,1,0.001993425428017016
man,0,2,1,0,2,0.001993425428017016
man,0,2,1,1,0,0.001931968926592725
man,0,2,1,1,1,0.001931968926592725
man,0,2,1,1,2,0.001931968926592725
man,0,2,1,2,0,0.0006514874973120513
man,0,2,1,2,1,0.0006514874973120513
man,0,2,1,2,2,0.0006514874973120513
man,0,2,2,0,0,0.001993425428017016
man,0,2,2,0,1,0.001993425428017016
man,0,2,2,0,2,0.001993425428017016
man,0,2,2,1,0,0.001931968926592725
man,0,2,2,1,1,0.001931968926592725
man,0,2,2,1,2,0.001931968926592725
man,0,2,2,2,0,0.0006514874973120513
man,0,2,2,2,1,0.0006514874973120513
man,0,2,2,2,2,0.0006514874973120513
man,1,0,0,0,0,0.004151961798898019
man,1,0,0,0,1,0.004151961798898019
man,1,0,0,0,2,0.004151961798898019
man,1,0,0,1,0,0.004289992443808193
man,1,0,0,1,1,0.004289992443808193
man,1,0,0,1,2,0.004289992443808193
man,1,0,0,2,0,0.0015739494408017988
man,1,0,0,2,1,0.0015739494408017988
man,1,0,0,2,2,0.0015739494408017988
man,1,0,1,0,0,0.004151961798898019
man,1,0,1,0,1,0.004151961798898019
man,1,0,1,0,2,0.004151961798898019
man,1,0,1,1,0,0.004289992443808193
man,1,0,1,1,1,0.004289992443808193
man,1,0,1,1,2,0.004289992443808193
man,1,0,1,2,0,0.0015739494408017988
man,1,0,1,2,1,0.0015739494408017988
man,1,0,1,2,2,0.0015739494408017988
man,1,0,2,0,0,0.004151961798898019
man,1,0,2,0,1,0.004151961798898019
man,1,0,2,0,2,0.004151961798898019
man,1,0,2,1,0,0.004289992443808193
man,1,0,2,1,1,0.004289992443808193
man,1,0,2,1,2,0.004289992443808193
man,1,0,2,2,0,0.0015739494408017988
man,1,0,2,2,1,0.0015739494408017988
man,1,0,2,2,2,0.0015739494408017988
man,1,1,0,0,0,0.009164668542466647
man,1,1,0,0,1,0.009164668542466647
man,1,1,0,0,2,0.009164668542466647
man,1,1,0,1,0,0.009333136714203168
man,1,1,0,1,1,0.009333136714203168
man,1,1,0,1,2,0.009333136714203168
man,1,1,0,2,0,0.0033630851177712476
man,1,1,0,2,1,0.0033630851177712476
man,1,1,0,2,2,0.0033630851177712476
man,1,1,1,0,0,0.009164668542466647
man,1,1,1,0,1,0.009164668542466647
man,1,1,1,0,2,0.009164668542466647
man,1,1,1,1,0,0.009333136714203168
man,1,1,1,1,1,0.009333136714203168
man,1,1,1,1,2,0.009333136714203168
man,1,1,1,2,0,0.0033630851177712476
man,1,1,1,2,1,0.0033630851177712476
man,1,1,1,2,2,0.0033630851177712476
man,1,1,2,0,0,0.009164668542466647
man,1,1,2,0,1,0.009164668542466647
man,1,1,2,0,2,0.009164668542466647
man,1,1,2,1,0,0.009333136714203168
man,1,1,2,1,1,0.009333136714203168
man,1,1,2,1,2,0.009333136714203168
man,1,1,2,2,0,0.0033630851177712476
man,1,1,2,2,1,0.0033630851177712476
man,1,1,2,2,2,0.0033630851177712476
man,1,2,0,0,0,0.001993425428017016
man,1,2,0,0,1,0.001993425428017016
man,1,2,0,0,2,0.001993425428017016
man,1,2,0,1,0,0.001931968926592725
man,1,2,0,1,1,0.001931968926592725
man,1,2,0,1,2,0.001931968926592725
man,1,2,0,2,0,0.0006514874973120513
man,1,2,0,2,1,0.0006514874973120513
man,1,2,0,2,2,0.0006514874973120513
man,1,2,1,0,0,0.001993425428017016
man,1,2,1,0,1,0.001993425428017016
man,1,2,1,0,2,0.001993425428017016
man,1,2,1,1,0,0.001931968926592725
man,1,2,1,1,1,0.001931968926592725
man,1,2,1,1,2,0.001931968926592725
man,1,2,1,2,0,0.0006514874973120513
man,1,2,1,2,1,0.0006514874973120513
man,1,2,1,2,2,0.0006514874973120513
man,1,2,2,0,0,0.001993425428017016
man,1,2,2,0,1,0.001993425428017016
man,1,2,2,0,2,0.001993425428017016
man,1,2,2,1,0,0.001931968926592725
man,1,2,2,1,1,0.001931968926592725
man,1,2,2,1,2,0.001931968926592725
man,1,2,2,2,0,0.0006514874973120513
man,1,2,2,2,1,0.0006514874973120513
man,1,2,2,2,2,0.0006514874973120513
man,2,0,0,0,0,0.004151961798898019
man,2,0,0,0,1,0.004151961798898019
man,2,0,0,0,2,0.004151961798898019
man,2,0,0,1,0,0.004289992443808193
man,2,0,0,1,1,0.004289992443808193
man,2,0,0,1,2,0.004289992443808193
man,2,0,0,2,0,0.0015739494408017988
man,2,0,0,2,1,0.0015739494408017988
man,2,0,0,2,2,0.0015739494408017988
man,2,0,1,0,0,0.004151961798898019
man,2,0,1,0,1,0.004151961798898019
man,2,0,1,0,2,0.004151961798898019
man,2,0,1,1,0,0.004289992443808193
man,2,0,1,1,1,0.004289992443808193
man,2,0,1,1,2,0.004289992443808193
man,2,0,1,2,0,0.0015739494408017988
man,2,0,1,2,1,0.0015739494408017988
man,2,0,1,2,2,0.0015739494408017988
man,2,0,2,0,0,0.004151961798898019
man,2,0,2,0,1,0.004151961798898019
man,2,0,2,0,2,0.004151961798898019
man,2,0,2,1,0,0.004289992443808193
man,2,0,2,1,1,0.004289992443808193
man,2,0,2,1,2,0.004289992443808193
man,2,0,2,2,0,0.0015739494408017988
man,2,0,2,2,1,0.0015739494408017988
man,2,0,2,2,2,0.0015739494408017988
man,2,1,0,0,0,0.009164668542466647
man,2,1,0,0,1,0.009164668542466647
man,2,1,0,0,2,0.009164668542466647
man,2,1,0,1,0,0.009333136714203168
man,2,1,0,1,1,0.009333136714203168
man,2,1,0,1,2,0.009333136714203168
man,2,1,0,2,0,0.0033630851177712476
man,2,1,0,2,1,0.0033630851177712476
man,2,1,0,2,2,0.0033630851177712476
man,2,1,1,0,0,0.009164668542466647
man,2,1,1,0,1,0.009164668542466647
man,2,1,1,0,2,0.009164668542466647
man,2,1,1,1,0,0.009333136714203168
man,2,1,1,1,1,0.009333136714203168
man,2,1,1,1,2,0.009333136714203168
man,2,1,1,2,0,0.0033630851177712476
man,2,1,1,2,1,0.0033630851177712476
man,2,1,1,2,2,0.0033630851177712476
man,2,1,2,0,0,0.009164668542466647
man,2,1,2,0,1,0.009164668542466647
man,2,1,2,0,2,0.009164668542466647
man,2,1,2,1,0,0.009333136714203168
man,2,1,2,1,1,0.009333136714203168
man,2,1,2,1,2,0.009333136714203168
man,2,1,2,2,0,0.0033630851177712476
man,2,1,2,2,1,0.0033630851177712476
man,2,1,2,2,2,0.0033630851177712476
man,2,2,0,0,0,0.001993425428017016
man,2,2,0,0,1,0.001993425428017016
man,2,2,0,0,2,0.001993425428017016
man,2,2,0,1,0,0.001931968926592725
man,2,2,0,1,1,0.001931968926592725
man,2,2,0,1,2,0.001931968926592725
man,2,2,0,2,0,0.0006514874973120513
man,2,2,0,2,1,0.0006514874973120513
man,2,2,0,2,2,0.0006514874973120513
man,2,2,1,0,0,0.001993425428017016
man,2,2,1,0,1,0.001993425428017016
man,2,2,1,0,2,0.001993425428017016
man,2,2,1,1,0,0.001931968926592725
man,2,2,1,1,1,0.001931968926592725
man,2,2,1,1,2,0.001931968926592725
man,2,2,1,2,0,0.0006514874973120513
man,2,2,1,2,1,0.0006514874973120513
man,2,2,1,2,2,0.0006514874973120513
man,2,2,2,0,0,0.001993425428017016
man,2,2,2,0,1,0.001993425428017016
man,2,2,2,0,2,0.001993425428017016
man,2,2,2,1,0,0.001931968926592725
man,2,2,2,1,1,0.001931968926592725
man,2,2,2,1,2,0.001931968926592725
man,2,2,2,2,0,0.0006514874973120513
man,2,2,2,2,1,0.0006514874973120513
man,2,2,2,2,2,0.0006514874973120513
