category,slow,strong,prob
man,0,0,0.2310686927339239
man,0,1,0.005590711473506944
man,0,2,0.02039932612046031
man,1,0,0.19954408618211034
man,1,1,0.0013705125925542157
man,1,2,0.01608873038202061
man,2,0,0.23276155491731038
man,2,1,0.15909830047055123
man,2,2,0.08835113542712905
turtle,0,0,0.0029858971414324317
turtle,0,1,0.00010357342090660916
turtle,0,2,0.00022937407714618117
turtle,1,0,0.00148342108168276
turtle,1,1,0.00005115154451774092
turtle,1,2,0.00011341670670196325
turtle,2,0,0.035728309308262235
turtle,2,1,0.0016179961790397292
turtle,2,2,0.0034138102407431587
