ant,0,0,0,0,0,0,1.8195955091241773e-7
ant,0,0,0,0,0,1,6.893254201989893e-8
ant,0,0,0,0,0,2,2.171133963680738e-8
ant,0,0,0,0,1,0,8.425761502746996e-8
ant,0,0,0,0,1,1,3.136373542745459e-8
ant,0,0,0,0,1,2,9.821491290905402e-9
ant,0,0,0,0,2,0,0.000001463769510744108
ant,0,0,0,0,2,1,5.627200092573843e-7
ant,0,0,0,0,2,2,1.7807702864543618e-7
ant,0,0,0,1,0,0,2.7641151461096143e-7
ant,0,0,0,1,0,1,1.05001361449388e-7
ant,0,0,0,1,0,2,3.310119226172428e-8
ant,0,0,0,1,1,0,1.281225166623733e-7
ant,0,0,0,1,1,1,4.7846877350951865e-8
ant,0,0,0,1,1,2,1.4999328339614766e-8
ant,0,0,0,1,2,0,0.0000022216956779336803
ant,0,0,0,1,2,1,8.560991270326235e-7
ant,0,0,0,1,2,2,2.7112191401700336e-7
ant,0,0,0,2,0,0,0.000002228210343545191
ant,0,0,0,2,0,1,8.779168822394604e-7
ant,0,0,0,2,0,2,2.7997721704823086e-7
ant,0,0,0,2,1,0,0.0000010468835674852098
ant,0,0,0,2,1,1,4.079330852947827e-7
ant,0,0,0,2,1,2,1.2964682324913292e-7
ant,0,0,0,2,2,0,0.000017702306365598713
ant,0,0,0,2,2,1,0.000007041636057877363
ant,0,0,0,2,2,2,0.0000022522489415555386
ant,0,0,1,0,0,0,3.6395774177257377e-7
ant,0,0,1,0,0,1,1.3788291786183094e-7
ant,0,0,1,0,0,2,4.342862388095916e-8
ant,0,0,1,0,1,0,1.6853455002880968e-7
ant,0,0,1,0,1,1,6.273638776592598e-8
ant,0,0,1,0,1,2,1.9645954885483073e-8
ant,0,0,1,0,2,0,0.0000029278288210962526
ant,0,0,1,0,2,1,0.000001125573772180021
ant,0,0,1,0,2,2,3.561986418459564e-7
ant,0,0,1,1,0,0,5.528809891435324e-7
ant,0,0,1,1,0,1,2.1002947363182644e-7
ant,0,0,1,1,0,2,6.621130143446538e-8
ant,0,0,1,1,1,0,2.562740132855504e-7
ant,0,0,1,1,1,1,9.570713006842894e-8
ant,0,0,1,1,1,2,3.000311513473793e-8
ant,0,0,1,1,2,0,0.000004443826055279427
ant,0,0,1,1,2,1,0.0000017123988845631256
ant,0,0,1,1,2,2,5.423107048666328e-7
ant,0,0,1,2,0,0,0.0000044568070865677636
ant,0,0,1,2,0,1,0.0000017560121026992516
ant,0,0,1,2,0,2,5.600138801699053e-7
ant,0,0,1,2,1,0,0.000002093960334709111
ant,0,0,1,2,1,1,8.159553396997309e-7
ant,0,0,1,2,1,2,2.593233695349877e-7
ant,0,0,1,2,2,0,0.00003540751072727779
ant,0,0,1,2,2,1,0.000014084609652407206
ant,0,0,1,2,2,2,0.000004504943728661899
ant,0,0,2,0,0,0,0.000004337748169112709
ant,0,0,2,0,0,1,0.000001701061833104611
ant,0,0,2,0,0,2,5.416971236383584e-7
ant,0,0,2,0,1,0,0.0000020344308759815835
ant,0,0,2,0,1,1,7.884802049024105e-7
ant,0,0,2,0,1,2,2.501649912692143e-7
ant,0,0,2,0,2,0,0.00003451456884636487
ant,0,0,2,0,2,1,0.000013672482630447398
ant,0,0,2,0,2,2,0.000004367568054675294
ant,0,0,2,1,0,0,0.000006576066018515782
ant,0,0,2,1,0,1,0.0000025836437180477037
ant,0,0,2,1,0,2,8.232293415878018e-7
ant,0,0,2,1,1,0,0.000003086368196395733
ant,0,0,2,1,1,1,0.000001198745791549012
ant,0,0,2,1,1,2,3.805893149689535e-7
ant,0,0,2,1,2,0,0.00005229268150589767
ant,0,0,2,1,2,1,0.000020749106208602037
ant,0,0,2,1,2,2,0.000006631479502989922
ant,0,0,2,2,0,0,0.00005154977837954753
ant,0,0,2,2,0,1,0.000020782447571855505
ant,0,0,2,2,0,2,0.000006674247649986715
ant,0,0,2,2,1,0,0.000024430457104026056
ant,0,0,2,2,1,1,0.000009770716669428808
ant,0,0,2,2,1,2,0.0000031302881194937094
ant,0,0,2,2,2,0,0.0004064379136268019
ant,0,0,2,2,2,1,0.00016501354561054466
ant,0,0,2,2,2,2,0.00005310525364877649
ant,0,1,0,0,0,0,3.6939841572854705e-7
ant,0,1,0,0,0,1,1.4039399814920313e-7
ant,0,1,0,0,0,2,4.4265650643416525e-8
ant,0,1,0,0,1,0,1.7125488700679627e-7
ant,0,1,0,0,1,1,6.399192790961203e-8
ant,0,1,0,0,1,2,2.0064468266711756e-8
ant,0,1,0,0,2,0,0.0000029686338757660528
ant,0,1,0,0,2,1,0.0000011444068743353126
ant,0,1,0,0,2,2,3.624763425643869e-7
ant,0,1,0,1,0,0,5.610420000774923e-7
ant,0,1,0,1,0,1,2.137960940628847e-7
ant,0,1,0,1,0,2,6.746684157815145e-8
ant,0,1,0,1,1,0,2.603545187525303e-7
ant,0,1,0,1,1,1,9.759044028395804e-8
ant,0,1,0,1,1,2,3.063088520658096e-8
ant,0,1,0,1,2,0,0.000004505033637284124
ant,0,1,0,1,2,1,0.000001740648537796063
ant,0,1,0,1,2,2,5.517272559442784e-7
ant,0,1,0,2,0,0,0.000004511213826127499
ant,0,1,0,2,0,1,0.0000017811229055729748
ant,0,1,0,2,0,2,5.683841477944795e-7
ant,0,1,0,2,1,0,0.0000021211637044889783
ant,0,1,0,2,1,1,8.285107411365922e-7
ant,0,1,0,2,1,2,2.6350850334727475e-7
ant,0,1,0,2,2,0,0.00003581556127397581
ant,0,1,0,2,2,1,0.000014272940673960133
ant,0,1,0,2,2,2,0.000004567720735846203
ant,0,1,1,0,0,0,7.388741113525708e-7
ant,0,1,1,0,0,1,2.808236639424735e-7
ant,0,1,1,0,0,2,8.854319050152214e-8
ant,0,1,1,0,1,0,3.425484139613309e-7
ant,0,1,1,0,1,1,1.2800168964125767e-7
ant,0,1,1,0,1,2,4.013488114076805e-8
ant,0,1,1,0,2,0,0.000005937847350748193
