category,funny,lazy,cute,agile,fast,sleek,dumb,smart,prob
cheetah,0,0,0,0,1,0,1,1,3.513040144004608e-8
cheetah,0,0,0,0,1,0,1,2,3.513040144004608e-8
cheetah,0,0,0,0,1,0,2,0,3.513040144004608e-8
cheetah,0,0,0,0,1,0,2,1,3.513040144004608e-8
cheetah,0,0,0,0,1,0,2,2,3.513040144004608e-8
cheetah,0,0,0,0,1,1,0,0,3.513040144004608e-8
cheetah,0,0,0,0,1,1,0,1,3.513040144004608e-8
cheetah,0,0,0,0,1,1,0,2,3.513040144004608e-8
cheetah,0,0,0,0,1,1,1,0,3.513040144004608e-8
cheetah,0,0,0,0,1,1,1,1,3.513040144004608e-8
cheetah,0,0,0,0,1,1,1,2,3.513040144004608e-8
cheetah,0,0,0,0,1,1,2,0,3.513040144004608e-8
cheetah,0,0,0,0,1,1,2,1,3.513040144004608e-8
cheetah,0,0,0,0,1,1,2,2,3.513040144004608e-8
cheetah,0,0,0,0,1,2,0,0,3.513040144004608e-8
cheetah,0,0,0,0,1,2,0,1,3.513040144004608e-8
cheetah,0,0,0,0,1,2,0,2,3.513040144004608e-8
cheetah,0,0,0,0,1,2,1,0,3.513040144004608e-8
cheetah,0,0,0,0,1,2,1,1,3.513040144004608e-8
cheetah,0,0,0,0,1,2,1,2,3.513040144004608e-8
cheetah,0,0,0,0,1,2,2,0,3.513040144004608e-8
cheetah,0,0,0,0,1,2,2,1,3.513040144004608e-8
cheetah,0,0,0,0,1,2,2,2,3.513040144004608e-8
cheetah,0,0,0,0,2,0,0,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,0,0,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,0,0,2,2.6198577860186325e-7
cheetah,0,0,0,0,2,0,1,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,0,1,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,0,1,2,2.6198577860186325e-7
cheetah,0,0,0,0,2,0,2,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,0,2,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,0,2,2,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,0,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,0,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,0,2,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,1,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,1,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,1,2,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,2,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,2,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,1,2,2,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,0,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,0,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,0,2,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,1,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,1,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,1,2,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,2,0,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,2,1,2.6198577860186325e-7
cheetah,0,0,0,0,2,2,2,2,2.6198577860186325e-7
cheetah,0,0,0,1,0,0,0,0,9.02046324438887e-8
cheetah,0,0,0,1,0,0,0,1,9.02046324438887e-8
cheetah,0,0,0,1,0,0,0,2,9.02046324438887e-8
cheetah,0,0,0,1,0,0,1,0,9.02046324438887e-8
cheetah,0,0,0,1,0,0,1,1,9.02046324438887e-8
cheetah,0,0,0,1,0,0,1,2,9.02046324438887e-8
cheetah,0,0,0,1,0,0,2,0,9.02046324438887e-8
cheetah,0,0,0,1,0,0,2,1,9.02046324438887e-8
cheetah,0,0,0,1,0,0,2,2,9.02046324438887e-8
cheetah,0,0,0,1,0,1,0,0,9.02046324438887e-8
cheetah,0,0,0,1,0,1,0,1,9.02046324438887e-8
cheetah,0,0,0,1,0,1,0,2,9.02046324438887e-8
cheetah,0,0,0,1,0,1,1,0,9.02046324438887e-8
cheetah,0,0,0,1,0,1,1,1,9.02046324438887e-8
cheetah,0,0,0,1,0,1,1,2,9.02046324438887e-8
cheetah,0,0,0,1,0,1,2,0,9.02046324438887e-8
cheetah,0,0,0,1,0,1,2,1,9.02046324438887e-8
cheetah,0,0,0,1,0,1,2,2,9.02046324438887e-8
cheetah,0,0,0,1,0,2,0,0,9.02046324438887e-8
cheetah,0,0,0,1,0,2,0,1,9.02046324438887e-8
cheetah,0,0,0,1,0,2,0,2,9.02046324438887e-8
cheetah,0,0,0,1,0,2,1,0,9.02046324438887e-8
cheetah,0,0,0,1,0,2,1,1,9.02046324438887e-8
cheetah,0,0,0,1,0,2,1,2,9.02046324438887e-8
cheetah,0,0,0,1,0,2,2,0,9.02046324438887e-8
cheetah,0,0,0,1,0,2,2,1,9.02046324438887e-8
cheetah,0,0,0,1,0,2,2,2,9.02046324438887e-8
cheetah,0,0,0,1,1,0,0,0,1.800902152704093e-7
cheetah,0,0,0,1,1,0,0,1,1.800902152704093e-7
cheetah,0,0,0,1,1,0,0,2,1.800902152704093e-7
cheetah,0,0,0,1,1,0,1,0,1.800902152704093e-7
cheetah,0,0,0,1,1,0,1,1,1.800902152704093e-7
cheetah,0,0,0,1,1,0,1,2,1.800902152704093e-7
cheetah,0,0,0,1,1,0,2,0,1.800902152704093e-7
cheetah,0,0,0,1,1,0,2,1,1.800902152704093e-7
cheetah,0,0,0,1,1,0,2,2,1.800902152704093e-7
cheetah,0,0,0,1,1,1,0,0,1.800902152704093e-7
cheetah,0,0,0,1,1,1,0,1,1.800902152704093e-7
cheetah,0,0,0,1,1,1,0,2,1.800902152704093e-7
cheetah,0,0,0,1,1,1,1,0,1.800902152704093e-7
cheetah,0,0,0,1,1,1,1,1,1.800902152704093e-7
cheetah,0,0,0,1,1,1,1,2,1.800902152704093e-7
cheetah,0,0,0,1,1,1,2,0,1.800902152704093e-7
cheetah,0,0,0,1,1,1,2,1,1.800902152704093e-7
cheetah,0,0,0,1,1,1,2,2,1.800902152704093e-7
cheetah,0,0,0,1,1,2,0,0,1.800902152704093e-7
cheetah,0,0,0,1,1,2,0,1,1.800902152704093e-7
cheetah,0,0,0,1,1,2,0,2,1.800902152704093e-7
cheetah,0,0,0,1,1,2,1,0,1.800902152704093e-7
cheetah,0,0,0,1,1,2,1,1,1.800902152704093e-7
cheetah,0,0,0,1,1,2,1,2,1.800902152704093e-7
cheetah,0,0,0,1,1,2,2,0,1.800902152704093e-7
cheetah,0,0,0,1,1,2,2,1,1.800902152704093e-7
cheetah,0,0,0,1,1,2,2,2,1.800902152704093e-7
cheetah,0,0,0,1,2,0,0,0,0.0000013387772454654746
cheetah,0,0,0,1,2,0,0,1,0.0000013387772454654746
cheetah,0,0,0,1,2,0,0,2,0.0000013387772454654746
cheetah,0,0,0,1,2,0,1,0,0.0000013387772454654746
cheetah,0,0,0,1,2,0,1,1,0.0000013387772454654746
cheetah,0,0,0,1,2,0,1,2,0.0000013387772454654746
cheetah,0,0,0,1,2,0,2,0,0.0000013387772454654746
cheetah,0,0,0,1,2,0,2,1,0.0000013387772454654746
cheetah,0,0,0,1,2,0,2,2,0.0000013387772454654746
cheetah,0,0,0,1,2,1,0,0,0.0000013387772454654746
cheetah,0,0,0,1,2,1,0,1,0.0000013387772454654746
cheetah,0,0,0,1,2,1,0,2,0.0000013387772454654746
cheetah,0,0,0,1,2,1,1,0,0.0000013387772454654746
cheetah,0,0,0,1,2,1,1,1,0.0000013387772454654746
cheetah,0,0,0,1,2,1,1,2,0.0000013387772454654746
cheetah,0,0,0,1,2,1,2,0,0.0000013387772454654746
cheetah,0,0,0,1,2,1,2,1,0.0000013387772454654746
cheetah,0,0,0,1,2,1,2,2,0.0000013387772454654746
cheetah,0,0,0,1,2,2,0,0,0.0000013387772454654746
cheetah,0,0,0,1,2,2,0,1,0.0000013387772454654746
cheetah,0,0,0,1,2,2,0,2,0.0000013387772454654746
cheetah,0,0,0,1,2,2,1,0,0.0000013387772454654746
cheetah,0,0,0,1,2,2,1,1,0.0000013387772454654746
cheetah,0,0,0,1,2,2,1,2,0.0000013387772454654746
cheetah,0,0,0,1,2,2,2,0,0.0000013387772454654746
cheetah,0,0,0,1,2,2,2,1,0.0000013387772454654746
cheetah,0,0,0,1,2,2,2,2,0.0000013387772454654746
cheetah,0,0,0,2,0,0,0,0,1.897788152581543e-7
cheetah,0,0,0,2,0,0,0,1,1.897788152581543e-7
cheetah,0,0,0,2,0,0,0,2,1.897788152581543e-7
cheetah,0,0,0,2,0,0,1,0,1.897788152581543e-7
cheetah,0,0,0,2,0,0,1,1,1.897788152581543e-7
cheetah,0,0,0,2,0,0,1,2,1.897788152581543e-7
cheetah,0,0,0,2,0,0,2,0,1.897788152581543e-7
cheetah,0,0,0,2,0,0,2,1,1.897788152581543e-7
cheetah,0,0,0,2,0,0,2,2,1.897788152581543e-7
cheetah,0,0,0,2,0,1,0,0,1.897788152581543e-7
cheetah,0,0,0,2,0,1,0,1,1.897788152581543e-7
cheetah,0,0,0,2,0,1,0,2,1.897788152581543e-7
cheetah,0,0,0,2,0,1,1,0,1.897788152581543e-7
cheetah,0,0,0,2,0,1,1,1,1.897788152581543e-7
cheetah,0,0,0,2,0,1,1,2,1.897788152581543e-7
cheetah,0,0,0,2,0,1,2,0,1.897788152581543e-7
cheetah,0,0,0,2,0,1,2,1,1.897788152581543e-7
cheetah,0,0,0,2,0,1,2,2,1.897788152581543e-7
cheetah,0,0,0,2,0,2,0,0,1.897788152581543e-7
cheetah,0,0,0,2,0,2,0,1,1.897788152581543e-7
cheetah,0,0,0,2,0,2,0,2,1.897788152581543e-7
cheetah,0,0,0,2,0,2,1,0,1.897788152581543e-7
cheetah,0,0,0,2,0,2,1,1,1.897788152581543e-7
cheetah,0,0,0,2,0,2,1,2,1.897788152581543e-7
cheetah,0,0,0,2,0,2,2,0,1.897788152581543e-7
cheetah,0,0,0,2,0,2,2,1,1.897788152581543e-7
cheetah,0,0,0,2,0,2,2,2,1.897788152581543e-7
cheetah,0,0,0,2,1,0,0,0,3.789195312815711e-7
cheetah,0,0,0,2,1,0,0,1,3.789195312815711e-7
cheetah,0,0,0,2,1,0,0,2,3.789195312815711e-7
cheetah,0,0,0,2,1,0,1,0,3.789195312815711e-7
cheetah,0,0,0,2,1,0,1,1,3.789195312815711e-7
cheetah,0,0,0,2,1,0,1,2,3.789195312815711e-7
cheetah,0,0,0,2,1,0,2,0,3.789195312815711e-7
cheetah,0,0,0,2,1,0,2,1,3.789195312815711e-7
cheetah,0,0,0,2,1,0,2,2,3.789195312815711e-7
cheetah,0,0,0,2,1,1,0,0,3.789195312815711e-7
cheetah,0,0,0,2,1,1,0,1,3.789195312815711e-7
cheetah,0,0,0,2,1,1,0,2,3.789195312815711e-7
cheetah,0,0,0,2,1,1,1,0,3.789195312815711e-7
cheetah,0,0,0,2,1,1,1,1,3.789195312815711e-7
cheetah,0,0,0,2,1,1,1,2,3.789195312815711e-7
cheetah,0,0,0,2,1,1,2,0,3.789195312815711e-7
cheetah,0,0,0,2,1,1,2,1,3.789195312815711e-7
cheetah,0,0,0,2,1,1,2,2,3.789195312815711e-7
cheetah,0,0,0,2,1,2,0,0,3.789195312815711e-7
cheetah,0,0,0,2,1,2,0,1,3.789195312815711e-7
cheetah,0,0,0,2,1,2,0,2,3.789195312815711e-7
cheetah,0,0,0,2,1,2,1,0,3.789195312815711e-7
cheetah,0,0,0,2,1,2,1,1,3.789195312815711e-7
cheetah,0,0,0,2,1,2,1,2,3.789195312815711e-7
cheetah,0,0,0,2,1,2,2,0,3.789195312815711e-7
cheetah,0,0,0,2,1,2,2,1,3.789195312815711e-7
cheetah,0,0,0,2,1,2,2,2,3.789195312815711e-7
cheetah,0,0,0,2,2,0,0,0,0.0000027993586457458426
cheetah,0,0,0,2,2,0,0,1,0.0000027993586457458426
cheetah,0,0,0,2,2,0,0,2,0.0000027993586457458426
cheetah,0,0,0,2,2,0,1,0,0.0000027993586457458426
cheetah,0,0,0,2,2,0,1,1,0.0000027993586457458426
cheetah,0,0,0,2,2,0,1,2,0.0000027993586457458426
cheetah,0,0,0,2,2,0,2,0,0.0000027993586457458426
cheetah,0,0,0,2,2,0,2,1,0.0000027993586457458426
cheetah,0,0,0,2,2,0,2,2,0.0000027993586457458426
cheetah,0,0,0,2,2,1,0,0,0.0000027993586457458426
cheetah,0,0,0,2,2,1,0,1,0.0000027993586457458426
cheetah,0,0,0,2,2,1,0,2,0.0000027993586457458426
cheetah,0,0,0,2,2,1,1,0,0.0000027993586457458426
cheetah,0,0,0,2,2,1,1,1,0.0000027993586457458426
cheetah,0,0,0,2,2,1,1,2,0.0000027993586457458426
cheetah,0,0,0,2,2,1,2,0,0.0000027993586457458426
cheetah,0,0,0,2,2,1,2,1,0.0000027993586457458426
cheetah,0,0,0,2,2,1,2,2,0.0000027993586457458426
cheetah,0,0,0,2,2,2,0,0,0.0000027993586457458426
cheetah,0,0,0,2,2,2,0,1,0.0000027993586457458426
cheetah,0,0,0,2,2,2,0,2,0.0000027993586457458426
cheetah,0,0,0,2,2,2,1,0,0.0000027993586457458426
cheetah,0,0,0,2,2,2,1,1,0.0000027993586457458426
cheetah,0,0,0,2,2,2,1,2,0.0000027993586457458426
cheetah,0,0,0,2,2,2,2,0,0.0000027993586457458426
cheetah,0,0,0,2,2,2,2,1,0.0000027993586457458426
cheetah,0,0,0,2,2,2,2,2,0.0000027993586457458426
cheetah,0,0,1,0,0,0,0,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,0,0,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,0,0,2,1.7597105681759848e-8
cheetah,0,0,1,0,0,0,1,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,0,1,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,0,1,2,1.7597105681759848e-8
cheetah,0,0,1,0,0,0,2,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,0,2,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,0,2,2,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,0,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,0,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,0,2,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,1,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,1,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,1,2,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,2,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,2,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,1,2,2,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,0,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,0,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,0,2,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,1,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,1,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,1,2,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,2,0,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,2,1,1.7597105681759848e-8
cheetah,0,0,1,0,0,2,2,2,1.7597105681759848e-8
cheetah,0,0,1,0,1,0,0,0,3.513040144004608e-8
cheetah,0,0,1,0,1,0,0,1,3.513040144004608e-8
cheetah,0,0,1,0,1,0,0,2,3.513040144004608e-8
cheetah,0,0,1,0,1,0,1,0,3.513040144004608e-8
cheetah,0,0,1,0,1,0,1,1,3.513040144004608e-8
cheetah,0,0,1,0,1,0,1,2,3.513040144004608e-8
cheetah,0,0,1,0,1,0,2,0,3.513040144004608e-8
cheetah,0,0,1,0,1,0,2,1,3.513040144004608e-8
cheetah,0,0,1,0,1,0,2,2,3.513040144004608e-8
cheetah,0,0,1,0,1,1,0,0,3.513040144004608e-8
cheetah,0,0,1,0,1,1,0,1,3.513040144004608e-8
cheetah,0,0,1,0,1,1,0,2,3.513040144004608e-8
cheetah,0,0,1,0,1,1,1,0,3.513040144004608e-8
cheetah,0,0,1,0,1,1,1,1,3.513040144004608e-8
cheetah,0,0,1,0,1,1,1,2,3.513040144004608e-8
cheetah,0,0,1,0,1,1,2,0,3.513040144004608e-8
cheetah,0,0,1,0,1,1,2,1,3.513040144004608e-8
cheetah,0,0,1,0,1,1,2,2,3.513040144004608e-8
cheetah,0,0,1,0,1,2,0,0,3.513040144004608e-8
cheetah,0,0,1,0,1,2,0,1,3.513040144004608e-8
cheetah,0,0,1,0,1,2,0,2,3.513040144004608e-8
cheetah,0,0,1,0,1,2,1,0,3.513040144004608e-8
cheetah,0,0,1,0,1,2,1,1,3.513040144004608e-8
cheetah,0,0,1,0,1,2,1,2,3.513040144004608e-8
cheetah,0,0,1,0,1,2,2,0,3.513040144004608e-8
cheetah,0,0,1,0,1,2,2,1,3.513040144004608e-8
cheetah,0,0,1,0,1,2,2,2,3.513040144004608e-8
cheetah,0,0,1,0,2,0,0,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,0,0,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,0,0,2,2.6198577860186325e-7
cheetah,0,0,1,0,2,0,1,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,0,1,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,0,1,2,2.6198577860186325e-7
cheetah,0,0,1,0,2,0,2,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,0,2,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,0,2,2,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,0,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,0,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,0,2,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,1,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,1,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,1,2,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,2,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,2,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,1,2,2,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,0,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,0,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,0,2,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,1,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,1,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,1,2,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,2,0,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,2,1,2.6198577860186325e-7
cheetah,0,0,1,0,2,2,2,2,2.6198577860186325e-7
cheetah,0,0,1,1,0,0,0,0,9.02046324438887e-8
cheetah,0,0,1,1,0,0,0,1,9.02046324438887e-8
cheetah,0,0,1,1,0,0,0,2,9.02046324438887e-8
cheetah,0,0,1,1,0,0,1,0,9.02046324438887e-8
cheetah,0,0,1,1,0,0,1,1,9.02046324438887e-8
cheetah,0,0,1,1,0,0,1,2,9.02046324438887e-8
cheetah,0,0,1,1,0,0,2,0,9.02046324438887e-8
cheetah,0,0,1,1,0,0,2,1,9.02046324438887e-8
cheetah,0,0,1,1,0,0,2,2,9.02046324438887e-8
cheetah,0,0,1,1,0,1,0,0,9.02046324438887e-8
cheetah,0,0,1,1,0,1,0,1,9.02046324438887e-8
cheetah,0,0,1,1,0,1,0,2,9.02046324438887e-8
cheetah,0,0,1,1,0,1,1,0,9.02046324438887e-8
cheetah,0,0,1,1,0,1,1,1,9.02046324438887e-8
cheetah,0,0,1,1,0,1,1,2,9.02046324438887e-8
cheetah,0,0,1,1,0,1,2,0,9.02046324438887e-8
cheetah,0,0,1,1,0,1,2,1,9.02046324438887e-8
cheetah,0,0,1,1,0,1,2,2,9.02046324438887e-8
cheetah,0,0,1,1,0,2,0,0,9.02046324438887e-8
cheetah,0,0,1,1,0,2,0,1,9.02046324438887e-8
cheetah,0,0,1,1,0,2,0,2,9.02046324438887e-8
cheetah,0,0,1,1,0,2,1,0,9.02046324438887e-8
cheetah,0,0,1,1,0,2,1,1,9.02046324438887e-8
cheetah,0,0,1,1,0,2,1,2,9.02046324438887e-8
cheetah,0,0,1,1,0,2,2,0,9.02046324438887e-8
cheetah,0,0,1,1,0,2,2,1,9.02046324438887e-8
cheetah,0,0,1,1,0,2,2,2,9.02046324438887e-8
cheetah,0,0,1,1,1,0,0,0,1.800902152704093e-7
cheetah,0,0,1,1,1,0,0,1,1.800902152704093e-7
cheetah,0,0,1,1,1,0,0,2,1.800902152704093e-7
cheetah,0,0,1,1,1,0,1,0,1.800902152704093e-7
cheetah,0,0,1,1,1,0,1,1,1.800902152704093e-7
cheetah,0,0,1,1,1,0,1,2,1.800902152704093e-7
cheetah,0,0,1,1,1,0,2,0,1.800902152704093e-7
cheetah,0,0,1,1,1,0,2,1,1.800902152704093e-7
cheetah,0,0,1,1,1,0,2,2,1.800902152704093e-7
cheetah,0,0,1,1,1,1,0,0,1.800902152704093e-7
cheetah,0,0,1,1,1,1,0,1,1.800902152704093e-7
cheetah,0,0,1,1,1,1,0,2,1.800902152704093e-7
cheetah,0,0,1,1,1,1,1,0,1.800902152704093e-7
cheetah,0,0,1,1,1,1,1,1,1.800902152704093e-7
cheetah,0,0,1,1,1,1,1,2,1.800902152704093e-7
cheetah,0,0,1,1,1,1,2,0,1.800902152704093e-7
cheetah,0,0,1,1,1,1,2,1,1.800902152704093e-7
cheetah,0,0,1,1,1,1,2,2,1.800902152704093e-7
cheetah,0,0,1,1,1,2,0,0,1.800902152704093e-7
cheetah,0,0,1,1,1,2,0,1,1.800902152704093e-7
cheetah,0,0,1,1,1,2,0,2,1.800902152704093e-7
cheetah,0,0,1,1,1,2,1,0,1.800902152704093e-7
cheetah,0,0,1,1,1,2,1,1,1.800902152704093e-7
cheetah,0,0,1,1,1,2,1,2,1.800902152704093e-7
cheetah,0,0,1,1,1,2,2,0,1.800902152704093e-7
cheetah,0,0,1,1,1,2,2,1,1.800902152704093e-7
cheetah,0,0,1,1,1,2,2,2,1.800902152704093e-7
cheetah,0,0,1,1,2,0,0,0,0.0000013387772454654746
cheetah,0,0,1,1,2,0,0,1,0.0000013387772454654746
cheetah,0,0,1,1,2,0,0,2,0.0000013387772454654746
cheetah,0,0,1,1,2,0,1,0,0.0000013387772454654746
cheetah,0,0,1,1,2,0,1,1,0.0000013387772454654746
cheetah,0,0,1,1,2,0,1,2,0.0000013387772454654746
cheetah,0,0,1,1,2,0,2,0,0.0000013387772454654746
cheetah,0,0,1,1,2,0,2,1,0.0000013387772454654746
cheetah,0,0,1,1,2,0,2,2,0.0000013387772454654746
cheetah,0,0,1,1,2,1,0,0,0.0000013387772454654746
cheetah,0,0,1,1,2,1,0,1,0.0000013387772454654746
cheetah,0,0,1,1,2,1,0,2,0.0000013387772454654746
cheetah,0,0,1,1,2,1,1,0,0.0000013387772454654746
cheetah,0,0,1,1,2,1,1,1,0.0000013387772454654746
cheetah,0,0,1,1,2,1,1,2,0.0000013387772454654746
cheetah,0,0,1,1,2,1,2,0,0.0000013387772454654746
cheetah,0,0,1,1,2,1,2,1,0.0000013387772454654746
cheetah,0,0,1,1,2,1,2,2,0.0000013387772454654746
cheetah,0,0,1,1,2,2,0,0,0.0000013387772454654746
cheetah,0,0,1,1,2,2,0,1,0.0000013387772454654746
cheetah,0,0,1,1,2,2,0,2,0.0000013387772454654746
cheetah,0,0,1,1,2,2,1,0,0.0000013387772454654746
cheetah,0,0,1,1,2,2,1,1,0.0000013387772454654746
cheetah,0,0,1,1,2,2,1,2,0.0000013387772454654746
cheetah,0,0,1,1,2,2,2,0,0.0000013387772454654746
cheetah,0,0,1,1,2,2,2,1,0.0000013387772454654746
cheetah,0,0,1,1,2,2,2,2,0.0000013387772454654746
cheetah,0,0,1,2,0,0,0,0,1.897788152581543e-7
cheetah,0,0,1,2,0,0,0,1,1.897788152581543e-7
cheetah,0,0,1,2,0,0,0,2,1.897788152581543e-7
cheetah,0,0,1,2,0,0,1,0,1.897788152581543e-7
cheetah,0,0,1,2,0,0,1,1,1.897788152581543e-7
cheetah,0,0,1,2,0,0,1,2,1.897788152581543e-7
cheetah,0,0,1,2,0,0,2,0,1.897788152581543e-7
cheetah,0,0,1,2,0,0,2,1,1.897788152581543e-7
cheetah,0,0,1,2,0,0,2,2,1.897788152581543e-7
cheetah,0,0,1,2,0,1,0,0,1.897788152581543e-7
cheetah,0,0,1,2,0,1,0,1,1.897788152581543e-7
cheetah,0,0,1,2,0,1,0,2,1.897788152581543e-7
cheetah,0,0,1,2,0,1,1,0,1.897788152581543e-7
cheetah,0,0,1,2,0,1,1,1,1.897788152581543e-7
cheetah,0,0,1,2,0,1,1,2,1.897788152581543e-7
cheetah,0,0,1,2,0,1,2,0,1.897788152581543e-7
cheetah,0,0,1,2,0,1,2,1,1.897788152581543e-7
cheetah,0,0,1,2,0,1,2,2,1.897788152581543e-7
cheetah,0,0,1,2,0,2,0,0,1.897788152581543e-7
cheetah,0,0,1,2,0,2,0,1,1.897788152581543e-7
cheetah,0,0,1,2,0,2,0,2,1.897788152581543e-7
cheetah,0,0,1,2,0,2,1,0,1.897788152581543e-7
cheetah,0,0,1,2,0,2,1,1,1.897788152581543e-7
cheetah,0,0,1,2,0,2,1,2,1.897788152581543e-7
cheetah,0,0,1,2,0,2,2,0,1.897788152581543e-7
cheetah,0,0,1,2,0,2,2,1,1.897788152581543e-7
cheetah,0,0,1,2,0,2,2,2,1.897788152581543e-7
