category,tall,long,prob
man,0,0,0.012519272214933723
man,0,1,0.11077937672914806
man,0,2,0.08738996322206982
man,1,0,0.0419521741242744
man,1,1,0.23635817944090173
man,1,2,0.17900833386774115
man,2,0,0.10153467434080511
man,2,1,0.11736427248851328
man,2,2,0.049457995776154395
giraffe,0,0,0.00006607590031252271
giraffe,0,1,0.0004332706719821984
giraffe,0,2,0.0013955662142975645
giraffe,1,0,0.00020280389944796025
giraffe,1,1,0.0013226930084985565
giraffe,1,2,0.004237036826507013
giraffe,2,0,0.002430440242947275
giraffe,2,1,0.014107133452708503
giraffe,2,2,0.03944073757875651
