hyena,0,0,0,0,0,0,0,0,0.0000020082033316350185
hyena,0,0,0,0,0,0,0,1,0.0000034707435151122967
hyena,0,0,0,0,0,0,0,2,0.000002210049143967577
hyena,0,0,0,0,0,0,1,0,0.000009308402439054933
hyena,0,0,0,0,0,0,1,1,0.00001530082525435862
hyena,0,0,0,0,0,0,1,2,0.000010065324235302025
hyena,0,0,0,0,0,0,2,0,0.000001149786117762501
hyena,0,0,0,0,0,0,2,1,0.0000019226803386282798
hyena,0,0,0,0,0,0,2,2,0.0000012507090239287803
hyena,0,0,0,0,0,1,0,0,6.383468108119319e-7
hyena,0,0,0,0,0,1,0,1,0.0000010258318761341596
hyena,0,0,0,0,0,1,0,2,6.84926613657907e-7
hyena,0,0,0,0,0,1,1,0,0.0000028040251433348038
hyena,0,0,0,0,0,1,1,1,0.000004374301167661756
hyena,0,0,0,0,0,1,1,2,0.0000029786994040072103
hyena,0,0,0,0,0,1,2,0,3.5279289431634837e-7
hyena,0,0,0,0,0,1,2,1,5.561409952375722e-7
hyena,0,0,0,0,0,1,2,2,3.7608279573933593e-7
hyena,0,0,0,0,0,2,0,0,1.3494004952798484e-7
hyena,0,0,0,0,0,2,0,1,2.4186110347082533e-7
hyena,0,0,0,0,0,2,0,2,1.5046665047664317e-7
hyena,0,0,0,0,0,2,1,0,6.427667199932969e-7
hyena,0,0,0,0,0,2,1,1,0.000001082789682068479
hyena,0,0,0,0,0,2,1,2,7.009914735507656e-7
hyena,0,0,0,0,0,2,2,0,7.86765210674533e-8
hyena,0,0,0,0,0,2,2,1,1.3533890412557649e-7
hyena,0,0,0,0,0,2,2,2,8.643982154178248e-8
hyena,0,0,0,0,1,0,0,0,0.0000028069437299650372
hyena,0,0,0,0,1,0,0,1,0.000004497695455822319
hyena,0,0,0,0,1,0,0,2,0.000003008789542297595
hyena,0,0,0,0,1,0,1,0,0.00001230367893279251
hyena,0,0,0,0,1,0,1,1,0.00001915189503202121
hyena,0,0,0,0,1,0,1,2,0.000013060600729039603
hyena,0,0,0,0,1,0,2,0,0.000001549156316927512
hyena,0,0,0,0,1,0,2,1,0.0000024361563089832917
hyena,0,0,0,0,1,0,2,2,0.0000016500792230937911
hyena,0,0,0,0,1,1,0,0,8.226715181188599e-7
hyena,0,0,0,0,1,1,0,1,0.0000012628207855287808
hyena,0,0,0,0,1,1,0,2,8.692513209648349e-7
hyena,0,0,0,0,1,1,1,0,0.000003495242795735784
hyena,0,0,0,0,1,1,1,1,0.000005263009577891585
hyena,0,0,0,0,1,1,1,2,0.0000036699170564081905
hyena,0,0,0,0,1,1,2,0,4.4495524796981254e-7
hyena,0,0,0,0,1,1,2,1,6.746354499348829e-7
hyena,0,0,0,0,1,1,2,2,4.682451493928001e-7
hyena,0,0,0,0,1,2,0,0,1.963816186302941e-7
hyena,0,0,0,0,1,2,0,1,3.2085740660236567e-7
hyena,0,0,0,0,1,2,0,2,2.1190821957895244e-7
hyena,0,0,0,0,1,2,1,0,8.731726041269569e-7
hyena,0,0,0,0,1,2,1,1,0.0000013790258188117554
hyena,0,0,0,0,1,2,1,2,9.313973576844256e-7
hyena,0,0,0,0,1,2,2,0,1.0939730561860799e-7
hyena,0,0,0,0,1,2,2,1,1.7483705569134666e-7
hyena,0,0,0,0,1,2,2,2,1.1716060609293718e-7
hyena,0,0,0,0,2,0,0,0,7.461383549388242e-7
