category,fast,cute,prob
man,0,0,0.07897939771646377
man,0,1,0.10993469279214736
man,0,2,0.10631842000293201
man,1,0,0.11011550643160811
man,1,1,0.15067803288397386
man,1,2,0.13289802500366496
man,2,0,0.0784731195259736
man,2,1,0.10848818367646121
man,2,2,0.10125563809803045
rabbit,0,0,0.00045002505821346996
rabbit,0,1,0.0006867265498712034
rabbit,0,2,0.0012784802790155386
rabbit,1,0,0.0031314243634020535
rabbit,1,1,0.004761425839133575
rabbit,1,2,0.008672357892655386
rabbit,2,0,0.0007261767984808247
rabbit,2,1,0.0011067986415477366
rabbit,2,2,0.00204556844642486
