eagle,0,0,0,0,0,0,0,0.000001471968866570023
eagle,0,0,0,0,0,0,1,9.070343184101768e-7
eagle,0,0,0,0,0,0,2,3.427711879849886e-7
eagle,0,0,0,0,0,1,0,0.000003184810971384789
eagle,0,0,0,0,0,1,1,0.000001958592579767195
eagle,0,0,0,0,0,1,2,7.337170236189252e-7
eagle,0,0,0,0,0,2,0,0.0000040483089173296685
eagle,0,0,0,0,0,2,1,0.0000024925933463128985
eagle,0,0,0,0,0,2,2,9.386682225885578e-7
eagle,0,0,0,0,1,0,0,7.75522394866252e-7
eagle,0,0,0,0,1,0,1,4.789437217587004e-7
eagle,0,0,0,0,1,0,2,1.82748715928098e-7
eagle,0,0,0,0,1,1,0,0.0000016886866401580708
eagle,0,0,0,0,1,1,1,0.0000010404725537727406
eagle,0,0,0,0,1,1,2,3.9302580194131055e-7
eagle,0,0,0,0,1,2,0,0.0000021383789233440673
eagle,0,0,0,0,1,2,1,0.000001319374780243638
eagle,0,0,0,0,1,2,2,5.01393749881742e-7
eagle,0,0,0,0,2,0,0,8.921124895152088e-7
eagle,0,0,0,0,2,0,1,5.523053497578119e-7
eagle,0,0,0,0,2,0,2,2.129777940966014e-7
eagle,0,0,0,0,2,1,0,0.000001956277292062374
eagle,0,0,0,0,2,1,1,0.0000012078420873347976
eagle,0,0,0,0,2,1,2,4.6036605079959434e-7
eagle,0,0,0,0,2,2,0,0.0000024668656433331305
eagle,0,0,0,0,2,2,1,0.000001525553668796376
eagle,0,0,0,0,2,2,2,5.855205851827858e-7
eagle,0,0,0,1,0,0,0,0.000002567468569577407
eagle,0,0,0,1,0,0,1,0.0000015881871386827666
eagle,0,0,0,1,0,0,2,6.102485432574493e-7
eagle,0,0,0,1,0,1,0,0.000005616683615644301
eagle,0,0,0,1,0,1,1,0.0000034654221632592255
eagle,0,0,0,1,0,1,2,0.0000013168463818127949
eagle,0,0,0,1,0,2,0,0.000007092700065158969
eagle,0,0,0,1,0,2,1,0.000004382836030925575
eagle,0,0,0,1,0,2,2,0.0000016765528912770415
eagle,0,0,0,1,1,0,0,0.0000013359195534109936
eagle,0,0,0,1,1,0,1,8.288123017244958e-7
eagle,0,0,0,1,1,0,2,3.224723845918943e-7
eagle,0,0,0,1,1,1,0,0.0000029471228076731248
eagle,0,0,0,1,1,1,1,0.000001822794823959671
eagle,0,0,0,1,1,1,2,7.000015093540177e-7
eagle,0,0,0,1,1,2,0,0.0000037030905498307747
eagle,0,0,0,1,1,2,1,0.0000022945491823728628
eagle,0,0,0,1,1,2,2,8.880540403920129e-7
eagle,0,0,0,1,2,0,0,0.0000015153184336285283
eagle,0,0,0,1,2,0,1,9.432667722744905e-7
eagle,0,0,0,1,2,0,2,3.721742791128257e-7
eagle,0,0,0,1,2,1,0,0.0000033747414933209756
eagle,0,0,0,1,2,1,1,0.000002092996320187333
eagle,0,0,0,1,2,1,2,8.131694834384345e-7
eagle,0,0,0,1,2,2,0,0.0000042166471655945615
eagle,0,0,0,1,2,2,1,0.000002620856864949735
eagle,0,0,0,1,2,2,2,0.0000010276243461512326
eagle,0,0,0,2,0,0,0,0.0000029327290666785573
eagle,0,0,0,2,0,0,1,0.000001815294436432844
eagle,0,0,0,2,0,0,2,6.994264475680071e-7
eagle,0,0,0,2,0,1,0,0.000006427495689261515
eagle,0,0,0,2,0,1,1,0.000003967811406408326
eagle,0,0,0,2,0,1,2,0.0000015112604063168932
eagle,0,0,0,2,0,2,0,0.000008107747592920795
eagle,0,0,0,2,0,2,1,0.000005013067212887703
eagle,0,0,0,2,0,2,2,0.0000019225645432036134
eagle,0,0,0,2,1,0,0,0.0000015227722802203972
eagle,0,0,0,2,1,0,1,9.454673660897869e-7
eagle,0,0,0,2,1,0,2,3.6905767560539095e-7
eagle,0,0,0,2,1,1,0,0.0000033667088781004527
eagle,0,0,0,2,1,1,1,0.0000020836333227753683
eagle,0,0,0,2,1,1,2,8.023482147427156e-7
eagle,0,0,0,2,1,2,0,0.000004224804222556094
eagle,0,0,0,2,1,2,1,0.0000026196931947537854
eagle,0,0,0,2,1,2,2,0.0000010169694300080523
eagle,0,0,0,2,2,0,0,0.0000017231208407844138
eagle,0,0,0,2,2,0,1,0.0000010736275019175841
eagle,0,0,0,2,2,0,2,4.2525319260852246e-7
eagle,0,0,0,2,2,1,0,0.0000038476970786434
eagle,0,0,0,2,2,1,1,0.0000023881282420799123
eagle,0,0,0,2,2,1,2,9.307974646319591e-7
eagle,0,0,0,2,2,2,0,0.000004800086586218892
eagle,0,0,0,2,2,2,1,0.0000029860652782564974
eagle,0,0,0,2,2,2,2,0.0000011750280491148178
eagle,0,0,1,0,0,0,0,0.0000014881688013393741
eagle,0,0,1,0,0,0,1,9.167542792717882e-7
eagle,0,0,1,0,0,0,2,3.46011174938859e-7
eagle,0,0,1,0,0,1,0,0.0000032172108409234906
eagle,0,0,1,0,0,1,1,0.000001978032501490416
eagle,0,0,1,0,0,1,2,7.40196997526666e-7
eagle,0,0,1,0,0,2,0,0.000004091508743381273
eagle,0,0,1,0,0,2,1,0.00000251851324194386
eagle,0,0,1,0,0,2,2,9.47308187798879e-7
eagle,0,0,1,0,1,0,0,7.84779500448739e-7
eagle,0,0,1,0,1,0,1,4.844979851081927e-7
eagle,0,0,1,0,1,0,2,1.846001370445954e-7
eagle,0,0,1,0,1,1,0,0.0000017072008513230446
eagle,0,0,1,0,1,1,1,0.000001051581080471725
eagle,0,0,1,0,1,1,2,3.9672864417430534e-7
eagle,0,0,1,0,1,2,0,0.0000021630645382306987
eagle,0,0,1,0,1,2,1,0.0000013341861491756172
eagle,0,0,1,0,1,2,2,5.063308728590685e-7
eagle,0,0,1,0,2,0,0,9.036838714933177e-7
eagle,0,0,1,0,2,0,1,5.592481789446773e-7
eagle,0,0,1,0,2,0,2,2.1529207049222314e-7
eagle,0,0,1,0,2,1,0,0.00000197942005601859
eagle,0,0,1,0,2,1,1,0.000001221727745708527
eagle,0,0,1,0,2,1,2,4.649946035908379e-7
eagle,0,0,1,0,2,2,0,0.0000024977226619414176
eagle,0,0,1,0,2,2,1,0.0000015440678799613483
eagle,0,0,1,0,2,2,2,5.916919889044438e-7
eagle,0,0,1,1,0,0,0,0.0000025998684391161086
eagle,0,0,1,1,0,0,1,0.0000016076270604059877
eagle,0,0,1,1,0,0,2,6.167285171651902e-7
eagle,0,0,1,1,0,1,0,0.000005681483354721707
eagle,0,0,1,1,0,1,1,0.0000035043020067056673
eagle,0,0,1,1,0,1,2,0.0000013298063296282765
eagle,0,0,1,1,0,2,0,0.000007179099717262177
eagle,0,0,1,1,0,2,1,0.0000044346758221875
eagle,0,0,1,1,0,2,2,0.0000016938328216976838
eagle,0,0,1,1,1,0,0,0.000001354433764575966
eagle,0,0,1,1,1,0,1,8.399208284234801e-7
eagle,0,0,1,1,1,0,2,3.261752268248891e-7
eagle,0,0,1,1,1,1,0,0.0000029841512300030727
eagle,0,0,1,1,1,1,1,0.0000018450118773576399
eagle,0,0,1,1,1,1,2,7.074071938200072e-7
eagle,0,0,1,1,1,2,0,0.0000037524617796040366
