category,cute,big,prob
man,0,0,0.01071714008869331
man,0,1,0.0021434280177386592
man,0,2,0.011749160986123067
man,0,3,0.02026384227596238
man,0,4,0.009248494965427952
man,0,5,0.005358570044346673
man,1,0,0.013747251149667433
man,1,1,0.002044500570766111
man,1,2,0.013496472107136248
man,1,3,0.026476187399359502
man,1,4,0.012060192136275438
man,1,5,0.006873625574833741
man,2,0,0.03334221360926803
man,2,1,0.026792850221733337
man,2,2,0.0815031888226556
man,2,3,0.0492533839213831
man,2,4,0.023154315006436166
man,2,5,0.016671106804634055
man,3,0,0.021251081201511535
man,3,1,0.0133002456485323
man,3,2,0.043511792314512805
man,3,3,0.033980017451203604
man,3,4,0.0158121071621975
man,3,5,0.010625540600755806
man,4,0,0.03581625501221619
man,4,1,0.03514800636458935
man,4,2,0.1017724875573317
man,4,3,0.04854519126190826
man,4,4,0.023094694067549857
man,4,5,0.01790812750610816
man,5,0,0.02778517800772339
man,5,1,0.027745484896283854
man,5,2,0.0800213126622437
man,5,3,0.03733188019499246
man,5,4,0.01778251392494302
man,5,5,0.013892589003861743
panda,0,0,0.00010344265405472773
panda,0,1,0.00003608464676327724
panda,0,2,0.00015449574688277217
panda,0,3,0.00047455251362064563
panda,0,4,0.00012963743466806962
panda,0,5,0.000051721327027364046
panda,1,0,0.00010207328797242902
panda,1,1,0.00003539996372212789
panda,1,2,0.00015175701471817476
panda,1,3,0.0004697597323326002
panda,1,4,0.00012826806858577092
panda,1,5,0.000051036643986214694
panda,2,0,0.000673580072914506
panda,2,1,0.0002586066351368202
panda,2,2,0.001085212339695599
panda,2,3,0.0029200463773462657
panda,2,4,0.0008045539759812154
panda,2,5,0.00033679003645725416
panda,3,0,0.0003630670612797435
panda,3,1,0.00013462348984761186
panda,3,2,0.0005689654388794373
panda,3,3,0.0016082443877664
panda,3,4,0.00044165140311976943
panda,3,5,0.0001815335306398724
panda,4,0,0.0011046216699429686
panda,4,1,0.00044285407312287837
panda,4,2,0.0018425164112991564
panda,4,3,0.004653698415804081
panda,4,4,0.0012879851342363622
panda,4,5,0.0005523108349714861
panda,5,0,0.0009654647711774583
panda,5,1,0.0003889123040042101
panda,5,2,0.0016165921749948199
panda,5,3,0.0040541460456956935
panda,5,4,0.0011226334548575096
panda,5,5,0.0004827323855887309
