category,big,majestic,prob
man,0,0,0.007892738341424054
man,0,1,0.11050254399653739
man,0,2,0.12096692201926347
man,1,0,0.01565153078013414
man,1,1,0.24712563078644473
man,1,2,0.27067048133757843
man,2,0,0.05282487353282942
man,2,1,0.06394827096161539
man,2,2,0.0665643654672969
whale,0,0,0.00015485956858644738
whale,0,1,0.0009127428922084477
whale,0,2,0.0010854150491958494
whale,1,0,0.00030836776280183877
whale,1,1,0.0018207559741181974
whale,1,2,0.0021654246009074766
whale,2,0,0.003317794586116743
whale,2,1,0.015690359475123303
whale,2,2,0.01839692286781765
