category,small,industrious,prob
monkey,5,5,0.00005241928762830801
man,0,0,0.004060699610110708
man,0,1,0.005236902255797946
man,0,2,0.015710706767393827
man,0,3,0.0132847888106639
man,0,4,0.02310398054028505
man,0,5,0.07608910924600543
man,1,0,0.0037806513611375577
man,1,1,0.005544955329668417
man,1,2,0.016634865989005248
man,1,3,0.01299598905391035
man,1,4,0.025414378594313607
man,1,5,0.08409848916663776
man,2,0,0.004135087426244203
man,2,1,0.0070755940404623
man,2,2,0.021226782121386886
man,2,3,0.015161987229562059
man,2,4,0.03369330495458238
man,2,5,0.11200617232759026
man,3,0,0.005416722710401759
man,3,1,0.009533431970307088
man,3,2,0.02860029591092128
man,3,3,0.020109583062366525
man,3,4,0.04568102819105484
man,3,5,0.15196744533620482
man,4,0,0.0016143957881981723
man,4,1,0.0027905984338854103
man,4,2,0.008371795301656227
man,4,3,0.005945877344926296
man,4,4,0.013318765252634911
man,4,5,0.044287159561142486
man,5,0,0.005127037173508482
man,5,1,0.0063032398191957195
man,5,2,0.01890971945758715
man,5,3,0.01648380150085722
man,5,4,0.027369330793876143
man,5,5,0.0899514975701765
