category,fierce,strong,prob
man,0,0,0.025402257369473956
man,0,1,0.06444230483111377
man,0,2,0.05619287236277562
man,1,0,0.05888705117468959
man,1,1,0.12437501074064214
man,1,2,0.0981450852911491
man,2,0,0.14721762793672385
man,2,1,0.24214911309002113
man,2,2,0.1570321364658386
lion,0,0,0.00015599411952098942
lion,0,1,0.00043153943493324674
lion,0,2,0.0006142572183007164
lion,1,0,0.0005204663613924597
lion,1,1,0.0014170809780685509
lion,1,2,0.001982728995780789
lion,2,0,0.002974093493671196
lion,2,1,0.007750189357844038
lion,2,2,0.010310190778060106
