category,cute,lazy,agile,fast,sleek,playful,loyal,friendly,prob
jaguar,0,0,0,0,0,0,0,0,4.994650792495803e-8
jaguar,0,0,0,0,0,0,0,1,4.994650792495803e-8
jaguar,0,0,0,0,0,0,0,2,4.994650792495803e-8
jaguar,0,0,0,0,0,0,1,0,4.994650792495803e-8
jaguar,0,0,0,0,0,0,1,1,4.994650792495803e-8
jaguar,0,0,0,0,0,0,1,2,4.994650792495803e-8
jaguar,0,0,0,0,0,0,2,0,4.994650792495803e-8
jaguar,0,0,0,0,0,0,2,1,4.994650792495803e-8
jaguar,0,0,0,0,0,0,2,2,4.994650792495803e-8
jaguar,0,0,0,0,0,1,0,0,4.994650792495803e-8
jaguar,0,0,0,0,0,1,0,1,4.994650792495803e-8
jaguar,0,0,0,0,0,1,0,2,4.994650792495803e-8
jaguar,0,0,0,0,0,1,1,0,4.994650792495803e-8
jaguar,0,0,0,0,0,1,1,1,4.994650792495803e-8
jaguar,0,0,0,0,0,1,1,2,4.994650792495803e-8
jaguar,0,0,0,0,0,1,2,0,4.994650792495803e-8
jaguar,0,0,0,0,0,1,2,1,4.994650792495803e-8
jaguar,0,0,0,0,0,1,2,2,4.994650792495803e-8
jaguar,0,0,0,0,0,2,0,0,4.994650792495803e-8
jaguar,0,0,0,0,0,2,0,1,4.994650792495803e-8
jaguar,0,0,0,0,0,2,0,2,4.994650792495803e-8
jaguar,0,0,0,0,0,2,1,0,4.994650792495803e-8
jaguar,0,0,0,0,0,2,1,1,4.994650792495803e-8
jaguar,0,0,0,0,0,2,1,2,4.994650792495803e-8
jaguar,0,0,0,0,0,2,2,0,4.994650792495803e-8
jaguar,0,0,0,0,0,2,2,1,4.994650792495803e-8
jaguar,0,0,0,0,0,2,2,2,4.994650792495803e-8
jaguar,0,0,0,0,1,0,0,0,4.994650792495803e-8
jaguar,0,0,0,0,1,0,0,1,4.994650792495803e-8
jaguar,0,0,0,0,1,0,0,2,4.994650792495803e-8
jaguar,0,0,0,0,1,0,1,0,4.994650792495803e-8
jaguar,0,0,0,0,1,0,1,1,4.994650792495803e-8
jaguar,0,0,0,0,1,0,1,2,4.994650792495803e-8
jaguar,0,0,0,0,1,0,2,0,4.994650792495803e-8
jaguar,0,0,0,0,1,0,2,1,4.994650792495803e-8
jaguar,0,0,0,0,1,0,2,2,4.994650792495803e-8
jaguar,0,0,0,0,1,1,0,0,4.994650792495803e-8
jaguar,0,0,0,0,1,1,0,1,4.994650792495803e-8
jaguar,0,0,0,0,1,1,0,2,4.994650792495803e-8
jaguar,0,0,0,0,1,1,1,0,4.994650792495803e-8
jaguar,0,0,0,0,1,1,1,1,4.994650792495803e-8
jaguar,0,0,0,0,1,1,1,2,4.994650792495803e-8
