category,big,majestic,prob
eagle,0,0,0.0001596358888532032
eagle,0,1,0.000499191014478758
eagle,0,2,0.0005176138042527631
eagle,1,0,0.00007623936212287495
eagle,1,1,0.00023244282947790625
eagle,1,2,0.0002441574548362094
eagle,2,0,0.000048816530338881705
eagle,2,1,0.00011762408698580231
eagle,2,2,0.00014039053653082034
whale,0,0,0.00008235925649736412
whale,0,1,0.00031158026176682105
whale,0,2,0.00033965014828326
whale,1,0,0.00016648187239076725
whale,1,1,0.0006293322814197786
whale,1,2,0.0006863537341506773
whale,2,0,0.0011338660234090805
whale,2,1,0.004225082586218298
whale,2,2,0.0046478084388681725
horse,0,0,0.000011824880655792811
horse,0,1,0.00006470994632132059
horse,0,2,0.000057512644916973755
horse,1,0,0.00012706560353812463
horse,1,1,0.0006779582526438931
horse,1,2,0.0006103936370905231
horse,2,0,0.00009763306067776291
horse,2,1,0.000411684304450308
horse,2,2,0.0004211716095924608
lion,0,0,0.00004729952262317125
lion,0,1,0.00011093133655083524
lion,0,2,0.00034507586950184235
lion,1,0,0.00007623936212287468
lion,1,1,0.0001743321221084296
lion,1,2,0.0005493542733814704
lion,2,0,0.00013017741423701756
lion,2,1,0.000235248173971605
lion,2,2,0.0008423432191849216
elephant,0,0,0.000005912440327896416
elephant,0,1,0.00004622139022951467
elephant,0,2,0.00007907988676083876
elephant,1,0,0.000006353280176906237
elephant,1,1,0.00004842558947456379
elephant,1,2,0.0000839291250999468
elephant,2,0,0.00019526612135552685
elephant,2,1,0.0011762408698580264
elephant,2,2,0.0023164438527585327
man,0,0,0.0819464229446444
man,0,1,0.09151835265443906
man,0,2,0.07117189808475495
man,1,0,0.19812704231682096
man,1,1,0.21573600110918148
man,1,2,0.1699564783273924
man,2,0,0.05638309254140823
man,2,1,0.04851993588164347
man,2,2,0.04343332223922246
