category,funny,cute,prob
hyena,2,5,0.0000036156527507067112
hyena,3,0,0.0001263298769913482
hyena,3,1,0.00004382047279496209
hyena,3,2,0.00006947174494421558
hyena,3,3,0.000027820492787153427
hyena,3,4,0.00004797875299723114
hyena,3,5,0.000012980059922508534
hyena,4,0,0.00014878990912469404
hyena,4,1,0.00004637597994151728
hyena,4,2,0.00006561443405345737
hyena,4,3,0.00002987245315389551
hyena,4,4,0.00004499114831145378
hyena,4,5,0.000014238586723646638
hyena,5,0,0.00001722157885534596
hyena,5,1,0.00001042439648739897
hyena,5,2,0.00002325003256202571
hyena,5,3,0.00000625301978685535
hyena,5,4,0.000016332149891894204
hyena,5,5,0.000002661416657893597
kitten,0,0,0.000004316128984247957
kitten,0,1,0.000006355796242102112
kitten,0,2,0.000010631008266977687
kitten,0,3,0.000024030029225587233
kitten,0,4,0.00003314121707674877
kitten,0,5,0.0000720513829212154
kitten,1,0,0.0000018975224414060924
kitten,1,1,0.0000039371896992602485
kitten,1,2,0.000008212401724135823
kitten,1,3,0.000014355603054219772
kitten,1,4,0.000025885397448223164
kitten,1,5,0.000040609497864271176
kitten,2,0,0.0000017762251207845627
kitten,2,1,0.000004835726007565794
kitten,2,2,0.00001124854404487915
kitten,2,3,0.000017253170416031342
kitten,2,4,0.000035617920548360996
kitten,2,5,0.000047003485759187266
kitten,3,0,0.000007895617311959259
kitten,3,1,0.00001095511819874049
kitten,3,2,0.000017367936236053844
kitten,3,3,0.00004173073918073013
kitten,3,4,0.0000539760971218851
kitten,3,5,0.00012655558424445827
kitten,4,0,0.00002066526515620751
kitten,4,1,0.00002576443330084289
kitten,4,2,0.00003645246336303182
kitten,4,3,0.00009957484384631871
kitten,4,4,0.00011247787077863495
kitten,4,5,0.00030850271234567794
kitten,5,0,0.0000035878289281970746
kitten,5,1,0.000008686997072832458
kitten,5,2,0.000019375027135021386
kitten,5,3,0.00003126509893427684
kitten,5,4,0.00006124556209460349
kitten,5,5,0.00008649604138154201
penguin,0,0,0.00010855109198320673
penguin,0,1,0.00011467009375676919
penguin,0,2,0.00025499145966279224
penguin,0,3,0.0001704378404244804
penguin,0,4,0.0004506037273752412
penguin,0,5,0.00028057486810762784
penguin,1,0,0.00006753018156978748
penguin,1,1,0.00007160951608549579
penguin,1,2,0.00016031988027049416
penguin,1,3,0.00010636940732112806
penguin,1,4,0.00028347223911693464
penguin,1,5,0.0001749568793575427
penguin,2,0,0.0000661034368480214
penguin,2,1,0.00007018277136372969
penguin,2,2,0.00015746639082696195
penguin,2,3,0.00010422929023847893
penguin,2,4,0.0002784786325907533
penguin,2,5,0.00017139001755312746
penguin,3,0,0.00014852525287250865
penguin,3,1,0.00015668392190392526
penguin,3,2,0.00034756954000685574
penguin,3,3,0.00023293614924165709
penguin,3,4,0.0006140715922991371
penguin,3,5,0.00038357598304741966
penguin,4,0,0.0002408020464358242
penguin,4,1,0.0002530400499829491
penguin,4,2,0.0005573826442644051
penguin,4,3,0.000376425474553077
penguin,4,4,0.0009841569733934205
penguin,4,5,0.0006203993923887815
penguin,5,0,0.00009990809974429937
penguin,5,1,0.00010602710151786183
penguin,5,2,0.0002377054751849775
penguin,5,3,0.00015747335206611933
penguin,5,4,0.0004203532545390654
penguin,5,5,0.0002589673875103594
man,0,0,0.007691341849914501
man,0,1,0.015101371871204411
man,0,2,0.031574094552860546
man,0,3,0.014273837359970268
man,0,4,0.026247843924732474
man,0,5,0.009876581874257655
man,1,0,0.0016906924952894491
man,1,1,0.004677381362711816
man,1,2,0.012195416560317288
man,1,3,0.004263614107094741
man,1,4,0.010250617389475847
man,1,5,0.002783312507461026
man,2,0,0.003165233165231765
man,2,1,0.011489684993953348
man,2,2,0.03340817581322424
man,2,3,0.010248383227102123
man,2,4,0.02820939307424544
man,2,5,0.006443093201746494
man,3,0,0.01875998673317775
man,3,1,0.03470581445354048
man,3,2,0.06877702749463566
man,3,3,0.03305074543107218
man,3,4,0.0569987585605966
man,3,5,0.02313046678186406
man,4,0,0.02946040200663062
man,4,1,0.048973034818144266
man,4,2,0.08661105295039037
man,4,3,0.04731796579567597
man,4,4,0.0712659789252004
man,4,5,0.03383088205531693
man,5,0,0.007672213380041296
man,5,1,0.02476836605401038
man,5,2,0.06905259670907803
man,5,3,0.022285762520307926
man,5,4,0.05820778221459458
man,5,5,0.014227933453070754
