jaguar,0,0,0,0,0,0,0,0,2.3231371028318056e-7
jaguar,0,0,0,0,0,0,0,1,7.40350381383608e-8
jaguar,0,0,0,0,0,0,0,2,3.873147833298183e-8
jaguar,0,0,0,0,0,0,1,0,6.111017679637462e-8
jaguar,0,0,0,0,0,0,1,1,2.0064527369363298e-8
jaguar,0,0,0,0,0,0,1,2,1.0188787451797934e-8
jaguar,0,0,0,0,0,0,2,0,3.8520376691806064e-8
jaguar,0,0,0,0,0,0,2,1,1.2821416286464605e-8
jaguar,0,0,0,0,0,0,2,2,6.422568105791346e-9
jaguar,0,0,0,0,0,1,0,0,2.466955199647879e-7
jaguar,0,0,0,0,0,1,0,1,7.535097476339609e-8
jaguar,0,0,0,0,0,1,0,2,4.1126657096232784e-8
jaguar,0,0,0,0,0,1,1,0,6.665099631351126e-8
jaguar,0,0,0,0,0,1,1,1,2.07658775100375e-8
jaguar,0,0,0,0,0,1,1,2,1.1111720516215621e-8
jaguar,0,0,0,0,0,1,2,0,4.2531362251674805e-8
jaguar,0,0,0,0,0,1,2,1,1.3368259517358487e-8
jaguar,0,0,0,0,0,1,2,2,7.090707795699409e-9
jaguar,0,0,0,0,0,2,0,0,8.878697990345665e-8
jaguar,0,0,0,0,0,2,0,1,2.903529236196367e-8
jaguar,0,0,0,0,0,2,0,2,1.4803198534960152e-8
jaguar,0,0,0,0,0,2,1,0,2.2957264133074322e-8
jaguar,0,0,0,0,0,2,1,1,7.790880249098437e-9
jaguar,0,0,0,0,0,2,1,2,3.827821254160937e-9
jaguar,0,0,0,0,0,2,2,0,1.435352511004988e-8
jaguar,0,0,0,0,0,2,2,1,4.956090754732371e-9
jaguar,0,0,0,0,0,2,2,2,2.3933278952184587e-9
jaguar,0,0,0,0,1,0,0,0,3.272575853246162e-7
jaguar,0,0,0,0,1,0,0,1,1.0734497323925922e-7
jaguar,0,0,0,0,1,0,0,2,5.456297347802552e-8
jaguar,0,0,0,0,1,0,1,0,8.444297753565757e-8
jaguar,0,0,0,0,1,0,1,1,2.8769917456345938e-8
jaguar,0,0,0,0,1,0,1,2,1.4079842366453108e-8
jaguar,0,0,0,0,1,0,2,0,5.274373248119517e-8
jaguar,0,0,0,0,1,0,2,1,1.829204850191976e-8
jaguar,0,0,0,0,1,0,2,2,8.794630598317075e-9
jaguar,0,0,0,0,1,1,0,0,3.5661767383354157e-7
jaguar,0,0,0,0,1,1,0,1,1.1103777009390405e-7
jaguar,0,0,0,0,1,1,0,2,5.945345833561929e-8
jaguar,0,0,0,0,1,1,1,0,9.521304666858222e-8
jaguar,0,0,0,0,1,1,1,1,3.036826715780108e-8
jaguar,0,0,0,0,1,1,1,2,1.587399492043904e-8
