category,fast,agile,prob
man,0,0,0.005043465948885209
man,0,1,0.005043465948885209
man,0,2,0.025517536050907473
man,0,3,0.009717204130840887
man,0,4,0.02080429703915154
man,0,5,0.024868166717195668
man,1,0,0.006754641895828402
man,1,1,0.006754641895828402
man,1,2,0.049158782686307086
man,1,3,0.009657952886140688
man,1,4,0.043229708133301875
man,1,5,0.05631639381660446
man,2,0,0.004998435002913016
man,2,1,0.004998435002913016
man,2,2,0.03185939427532416
man,2,3,0.008158896395224354
man,2,4,0.027356299678105076
man,2,5,0.03473548615537861
man,3,0,0.011563946925658286
man,3,1,0.011563946925658286
man,3,2,0.04827317408218729
man,3,3,0.024572676202087484
man,3,4,0.03720456756222296
man,3,5,0.04130099807812388
man,4,0,0.01638296915961889
man,4,1,0.01638296915961889
man,4,2,0.07322960084578327
man,4,3,0.03372877104561687
man,4,4,0.05767219902898756
man,4,5,0.06594472108039494
man,5,0,0.012600145504056174
man,5,1,0.012600145504056174
man,5,2,0.0379547993494876
man,5,3,0.03005463338945432
man,5,4,0.025519767313996057
man,5,5,0.022512495888211387
cheetah,0,0,0.0000700481381789614
cheetah,0,1,0.0000700481381789614
cheetah,0,2,0.00033234960798329854
cheetah,0,3,0.0001342549415268683
cheetah,0,4,0.00027700854643498344
cheetah,0,5,0.0009608841108521021
cheetah,1,0,0.0000641349836573608
cheetah,1,1,0.0000641349836573608
cheetah,1,2,0.00030869698989689613
cheetah,1,3,0.00012242863248366706
cheetah,1,4,0.00025926908287018165
cheetah,1,5,0.0009135788746792973
cheetah,2,0,0.00006572698679779174
cheetah,2,1,0.00006572698679779174
cheetah,2,2,0.00031506500245861996
cheetah,2,3,0.00012561263876452897
cheetah,2,4,0.0002640450922914745
cheetah,2,5,0.0009263148998027448
cheetah,3,0,0.00015356007434556786
cheetah,3,1,0.00015356007434556786
cheetah,3,2,0.0007185544079171776
cheetah,3,3,0.0002954374790290267
cheetah,3,4,0.0005944084868329022
cheetah,3,5,0.0020294786056053657
cheetah,4,0,0.00022158170025629587
cheetah,4,1,0.00022158170025629587
cheetah,4,2,0.0010427979668275421
cheetah,4,3,0.0004256393960194281
cheetah,4,4,0.0008653374964631849
cheetah,4,5,0.002974150618311598
cheetah,5,0,0.0013304413271693293
cheetah,5,1,0.0013304413271693293
cheetah,5,2,0.005895492916619299
cheetah,5,3,0.002596627971197061
cheetah,5,4,0.004726829432387084
cheetah,5,5,0.015049019676979159
