category,big,hard,prob
man,0,0,0.02492345761268401
man,0,1,0.014634414268361649
man,0,2,0.008680086582319389
man,0,3,0.030409942358154984
man,0,4,0.011216228953059052
man,0,5,0.01238923577554462
man,1,0,0.02821393396180467
man,1,1,0.016219588616779135
man,1,2,0.007288097087715723
man,1,3,0.04217569386577457
man,1,4,0.015677936872435946
man,1,5,0.01629104054901162
man,2,0,0.0642847227796421
man,2,1,0.03640696477901288
man,2,2,0.012589654034843745
man,2,3,0.10836135405596008
man,2,4,0.04043877735334961
man,2,5,0.04070466618440507
man,3,0,0.02492345761268401
man,3,1,0.014634414268361649
man,3,2,0.008680086582319389
man,3,3,0.030409942358154984
man,3,4,0.011216228953059052
man,3,5,0.01238923577554462
man,4,0,0.04831629132727304
man,4,1,0.029726308709762724
man,4,2,0.026749144866741584
man,4,3,0.028650432124426674
man,4,4,0.010089934791645922
man,4,5,0.01515825851800509
man,5,0,0.04838527397792651
man,5,1,0.029769422866421143
man,5,2,0.026792259023400003
man,5,3,0.028676300618421715
man,5,4,0.010098557622977606
man,5,5,0.015175504180668454
elephant,0,0,0.0003346484761187844
elephant,0,1,0.000197932277369556
elephant,0,2,0.00011992590675941663
elephant,0,3,0.0006143422698617184
elephant,0,4,0.0006470568607811339
elephant,0,5,0.00016496227616657268
elephant,1,0,0.00031534870242934534
elephant,1,1,0.00018635241315589256
elephant,1,2,0.00011220599728364099
elephant,1,3,0.0005911825414343916
elephant,1,4,0.000623897132353807
elephant,1,5,0.00015724236669079704
elephant,2,0,0.00030670568281773145
elephant,2,1,0.00018116660138892422
elephant,2,2,0.00010874878943899541
elephant,2,3,0.0005808109179004548
elephant,2,4,0.0006135255088198703
elephant,2,5,0.0001537851588461515
elephant,3,0,0.0003346484761187844
elephant,3,1,0.000197932277369556
elephant,3,2,0.00011992590675941663
elephant,3,3,0.0006143422698617184
elephant,3,4,0.0006470568607811339
elephant,3,5,0.00016496227616657268
elephant,4,0,0.0033660182249297815
elephant,4,1,0.0020024700851475853
elephant,4,2,0.001262806387843333
elephant,4,3,0.005315806461030809
elephant,4,4,0.005512094006547301
elephant,4,5,0.001533024604286269
elephant,5,0,0.003930069738141408
elephant,5,1,0.0023380441847728464
elephant,5,2,0.0014744935094398864
elephant,5,3,0.006205432375403937
elephant,5,4,0.006434434511839847
elephant,5,5,0.0017897480952899787
