category,fast,cute,prob
jaguar,0,0,0.000011342184633621381
jaguar,0,1,0.000029807096030872762
jaguar,0,2,0.000006835852627140244
jaguar,1,0,0.00045880743923796527
jaguar,1,1,0.0006672854904805324
jaguar,1,2,0.00013870369862190068
jaguar,2,0,0.00009188976314281889
jaguar,2,1,0.0002555264910781378
jaguar,2,2,0.00005897519900431878
dog,0,0,0.000002835546158405345
dog,0,1,0.000011922838412349131
dog,0,2,0.00004785096838998172
dog,1,0,0.00021028674298406713
dog,1,1,0.0004893426930190572
dog,1,2,0.0017800307989810573
dog,2,0,0.000010209973682535429
dog,2,1,0.000045426931747224516
dog,2,2,0.00018347839690232502
cat,0,0,0.000004253319237608014
cat,0,1,0.00005365277285557096
cat,0,2,0.0001332991262292346
cat,1,0,0.00009558488317457606
cat,1,1,0.0006672854904805324
cat,1,2,0.0015026234017372565
cat,2,0,0.000003828740130950788
cat,2,1,0.0000511052982156276
cat,2,2,0.00012777959784269067
rabbit,0,0,0.00024321080305377362
rabbit,0,1,0.0003835714428672755
rabbit,0,2,0.0006480300723217824
rabbit,1,0,0.0016958508872789695
rabbit,1,1,0.0026469301414948363
rabbit,1,2,0.004459644073977838
rabbit,2,0,0.0003631178881540313
rabbit,2,1,0.0005728096896609695
rabbit,2,2,0.0009677993174161009
kitten,0,0,0.00000992441155441869
kitten,0,1,0.00008345986888644381
kitten,0,2,0.0003588822629248624
kitten,1,0,0.00007646790653966079
kitten,1,1,0.00035588559492295065
kitten,1,2,0.0013870369862190061
kitten,2,0,0.0000012762467103169305
kitten,2,1,0.000011356732936806168
kitten,2,2,0.000049145999170265634
cheetah,0,0,0.000014177730792026713
cheetah,0,1,0.00002086496722161095
cheetah,0,2,0.000010253778940710361
cheetah,1,0,0.00019116976634915215
cheetah,1,1,0.00015569994777879116
cheetah,1,2,0.00006935184931095032
cheetah,2,0,0.0001659120723412007
cheetah,2,1,0.00025836567431233973
cheetah,2,2,0.00012777959784269067
man,0,0,0.03031765952560927
man,0,1,0.08498599220305449
man,0,2,0.07308893628923724
man,1,0,0.17033226181675368
man,1,1,0.26424505422976236
man,1,2,0.2059749924531103
man,2,0,0.022742716377802185
man,2,1,0.06745899364449355
man,2,2,0.05838544701415881
