category,tall,long,prob
man,0,0,0.00457381483581234
man,0,1,0.004968041920994967
man,0,2,0.00692874869438837
man,0,3,0.01726213817579806
man,0,4,0.034273636398825205
man,0,5,0.01738814672348233
man,1,0,0.0021402757594900365
man,1,1,0.006713570163506709
man,1,2,0.0060651655237834255
man,1,3,0.027986980440587714
man,1,4,0.05555622762655723
man,1,5,0.028196994686728167
man,2,0,0.001606572953081029
man,2,1,0.009001908768850821
man,2,2,0.007101418623091778
man,2,3,0.03898322788679351
man,2,4,0.07738162921712162
man,2,5,0.039277247831390145
man,3,0,0.0167376542909378
man,3,1,0.014545487426111827
man,3,2,0.023017477913807236
man,3,3,0.04668105628719096
man,3,4,0.09269373936699289
man,3,5,0.047017079081015684
man,4,0,0.039705302983288206
man,4,1,0.013785197402400452
man,4,2,0.041275258889005566
man,4,3,0.016744676844733977
man,4,4,0.03332226038762068
man,4,5,0.01682868254319016
man,5,0,0.039583780106905324
man,5,1,0.012530064019846292
man,5,2,0.040368758059764004
man,5,3,0.011191071081690023
man,5,4,0.02229859551245641
man,5,5,0.011233073930918115
giraffe,0,0,0.00005916363276578698
giraffe,0,1,0.00006532733256745611
giraffe,0,2,0.00012059271416897278
giraffe,0,3,0.00046034121195737555
giraffe,0,4,0.0008026434514483092
giraffe,0,5,0.00057754787096834
giraffe,1,0,0.00005758130983162713
giraffe,1,1,0.00006374500963329624
giraffe,1,2,0.00011742806830065304
giraffe,1,3,0.0004540119202207362
giraffe,1,4,0.0007915671909091903
giraffe,1,5,0.0005696362562975407
giraffe,2,0,0.00005729480949969453
giraffe,2,1,0.00006345850930136364
giraffe,2,2,0.00011685506763678786
giraffe,2,3,0.0004528659188930058
giraffe,2,4,0.000789561688585662
giraffe,2,5,0.0005682037546378777
giraffe,3,0,0.0001799480491246175
giraffe,3,1,0.0001984391485296248
giraffe,3,2,0.0003666924441614314
giraffe,3,3,0.0013908522391811503
giraffe,3,4,0.002425130410135714
giraffe,3,5,0.0017449293670412994
giraffe,4,0,0.00017122206075920245
giraffe,4,1,0.00018354946036254065
giraffe,4,2,0.0003469750187932024
giraffe,4,3,0.0011322616048252644
giraffe,4,4,0.0019755504694900163
giraffe,4,5,0.0014195697180748234
giraffe,5,0,0.0020534953939824636
giraffe,5,1,0.002164441990412508
giraffe,5,2,0.004147768863438107
giraffe,5,3,0.01224034183202593
giraffe,5,4,0.02136743215545761
giraffe,5,5,0.015338611698421586
