category,fierce,strong,prob
man,0,0,0.009851409815586529
man,0,1,0.017156196685647256
man,0,2,0.01742426225886051
man,0,3,0.02101634093991788
man,0,4,0.015279737673154608
man,0,5,0.011794885221382506
man,1,0,0.012666098334325507
man,1,1,0.022919606509731846
man,1,2,0.022618032739866963
man,1,3,0.02870982289113777
man,1,4,0.020808590120677598
man,1,5,0.01628498357270421
man,2,0,0.01970281963117307
man,2,1,0.034312393371294526
man,2,2,0.034848524517721045
man,2,3,0.04203268187983578
man,2,4,0.03055947534630923
man,2,5,0.023589770442765026
man,3,0,0.016465927834623174
man,3,1,0.02798604584346205
man,3,2,0.028951081907029722
man,3,3,0.03377626222486797
man,3,4,0.024608419620975264
man,3,5,0.018818203239569318
man,4,0,0.02291960650973192
man,4,1,0.03860144254270632
man,4,2,0.040209835981985784
man,4,3,0.04632173105124757
man,4,4,0.033776262224868084
man,4,5,0.02573429502847092
man,5,0,0.025819354296894317
man,5,1,0.040457281126490205
man,5,2,0.04454012601081494
man,5,3,0.04624749750789613
man,5,4,0.033961846083246414
man,5,5,0.025053820881083405
lion,0,0,0.00004501606216838475
lion,0,1,0.00015027918498317942
lion,0,2,0.00009206292413383936
lion,0,3,0.0003298018870441669
lion,0,4,0.00021661864502079802
lion,0,5,0.00029108130424669815
lion,1,0,0.000042646795738469784
lion,1,1,0.00014317138569343454
lion,1,2,0.00008732439127400943
lion,1,3,0.0003155862884646771
lion,1,4,0.0002071415793011382
lion,1,5,0.00027923497209712334
lion,2,0,0.0000900321243367697
lion,2,1,0.00030055836996635955
lion,2,2,0.00018412584826767912
lion,2,3,0.0006596037740883351
lion,2,4,0.00043323729004159697
lion,2,5,0.0005821626084933976
lion,3,0,0.00009382295062463374
lion,3,1,0.0003119308488299516
lion,3,2,0.00019170750084340717
lion,3,3,0.0006823487318155195
lion,3,4,0.000448400595193053
lion,3,5,0.0006011167399327178
lion,4,0,0.00014317138569343407
lion,4,1,0.00047520715251437776
lion,4,2,0.00029243517077807816
lion,4,3,0.0010381448562621779
lion,4,4,0.0006823487318155131
lion,4,5,0.0009138599086814934
lion,5,0,0.0005740914810947851
lion,5,1,0.001874584428064607
lion,5,2,0.0011684909601602702
lion,5,3,0.004041604026907291
lion,5,4,0.0026619098878517327
lion,5,5,0.003530467339521668
