category,funny,cute,prob
man,0,0,0.03622838776422978
man,0,1,0.05290494721125622
man,0,2,0.04759415647457636
man,1,0,0.08563073471545248
man,1,1,0.12797560353078613
man,1,2,0.11972804084649237
man,2,0,0.13106152044118458
man,2,1,0.19545062978685374
man,2,2,0.18220747963774442
penguin,0,0,0.0007318866214995947
penguin,0,1,0.0015334767307610552
penguin,0,2,0.0031045386755113482
penguin,1,0,0.0008178278535696234
penguin,1,1,0.0017227850668415795
penguin,1,2,0.0035248951256046644
penguin,2,0,0.0013202660623129938
penguin,2,1,0.002779939100149718
penguin,2,2,0.005682884355173314
