category,big,hard,prob
man,0,0,0.033060008673422146
man,0,1,0.019966750359300373
man,0,2,0.01451968838873611
man,0,3,0.025779854894286566
man,0,4,0.010079691012721055
man,0,5,0.01203059895066706
man,1,0,0.03927807105241862
man,1,1,0.023505161815378945
man,1,2,0.015334568859532525
man,1,3,0.03480280410728693
man,1,4,0.01383054377436728
man,1,5,0.015467912936571966
man,2,0,0.0814735512095552
man,2,1,0.048137949259618194
man,2,2,0.02634970137736103
man,2,3,0.0840819882705965
man,2,4,0.03397295361536765
man,2,5,0.035430774931634955
man,3,0,0.033060008673422146
man,3,1,0.019966750359300373
man,3,2,0.01451968838873611
man,3,3,0.025779854894286566
man,3,4,0.010079691012721055
man,3,5,0.01203059895066706
man,4,0,0.0430995124439758
man,4,1,0.02658931774669065
man,4,2,0.02386578676140851
man,4,3,0.022853492987367587
man,4,4,0.008361034019768633
man,4,5,0.012657676502149726
man,5,0,0.04334105342676913
man,5,1,0.026740280860936484
man,5,2,0.02401674987565434
man,5,3,0.022944070855915082
man,5,4,0.008391226642617797
man,5,5,0.012718061747848059
elephant,0,0,0.0003213582335590905
elephant,0,1,0.00019070659146397422
elephant,0,2,0.00011613356204555
elephant,0,3,0.0005208051493795277
elephant,0,4,0.0005658477568934328
elephant,0,5,0.00014756145899086633
elephant,1,0,0.00029965801900161003
elephant,1,1,0.0001776864627294859
elephant,1,2,0.00010745347622255777
elephant,1,3,0.000494764891910551
elephant,1,4,0.0005398074994244561
elephant,1,5,0.00013888137316787408
elephant,2,0,0.0002812962989914344
elephant,2,1,0.0001666694307233805
elephant,2,2,0.00010010878821848752
elephant,2,3,0.0004727308278983403
elephant,2,4,0.0005177734354122453
elephant,2,5,0.00013153668516380384
elephant,3,0,0.0003213582335590905
elephant,3,1,0.00019070659146397422
elephant,3,2,0.00011613356204555
elephant,3,3,0.0005208051493795277
elephant,3,4,0.0005658477568934328
elephant,3,5,0.00014756145899086633
elephant,4,0,0.0029345701629933515
elephant,4,1,0.0017480920057671334
elephant,4,2,0.0010993696769288257
elephant,4,3,0.004332535810243742
elephant,4,4,0.004602791455327173
elephant,4,5,0.0012879370586007235
elephant,5,0,0.0034343393497520518
elephant,5,1,0.0020458451691508744
elephant,5,2,0.0012868676202542196
elephant,5,3,0.0050674341034628026
elephant,5,4,0.005382732356060139
elephant,5,5,0.0015068628988714344
