category,big,majestic,prob
man,0,0,0.07026232457675123
man,0,1,0.09311078726806336
man,0,2,0.09692055761454715
man,1,0,0.15128251703128243
man,1,1,0.2046366190199942
man,1,2,0.21320860229958272
man,2,0,0.04738084387576972
man,2,1,0.04457431305386008
man,2,2,0.04552675564048103
whale,0,0,0.0001707598075838107
whale,0,1,0.0007494087649234844
whale,0,2,0.0008718601714134988
whale,1,0,0.00033715359736008146
whale,1,1,0.0014835364675205777
whale,1,2,0.0017262562715968383
whale,2,0,0.0028248741606149955
whale,2,1,0.011556303384334101
whale,2,2,0.013376526994320808
