category,funny,smart,prob
man,0,0,0.007161734417352189
man,0,1,0.007161734417352189
man,0,2,0.01833404010842158
man,0,3,0.02809103223031049
man,0,4,0.01911159984516267
man,0,5,0.07151503368184536
man,1,0,0.0025782243902467876
man,1,1,0.0025782243902467876
man,1,2,0.007161734417352183
man,1,3,0.011037587659867327
man,1,4,0.0075505142857227245
man,1,5,0.020717874564483093
man,2,0,0.009307106727429335
man,2,1,0.009307106727429335
man,2,2,0.02463007036543451
man,2,3,0.037830063649668885
man,2,4,0.025796409970546143
man,2,5,0.08574012704378393
man,3,0,0.00821631948540185
man,3,1,0.00821631948540185
man,3,2,0.024453781518238137
man,3,3,0.03786061641271341
man,3,4,0.026008900991720308
man,3,5,0.05142282712415288
man,4,0,0.006302326287269925
man,4,1,0.006302326287269925
man,4,2,0.020625795121974294
man,4,3,0.03211863681831764
man,4,4,0.022180914595456465
man,4,5,0.022712929152174044
man,5,0,0.015469346341480717
man,5,1,0.015469346341480717
man,5,2,0.04297040650411311
man,5,3,0.06622552595920393
man,5,4,0.04530308571433637
man,5,5,0.12430724738689859
monkey,0,0,0.0002488521858150661
monkey,0,1,0.0002488521858150661
monkey,0,2,0.0011574520270468218
monkey,0,3,0.0020533511784682746
monkey,0,4,0.001783302873099991
monkey,0,5,0.0010024361305673317
monkey,1,0,0.000052085341217106857
monkey,1,1,0.000052085341217106857
monkey,1,2,0.0002488521858150667
monkey,1,3,0.000442443857960451
monkey,1,4,0.0003850594868550398
monkey,1,5,0.0001999705064585347
monkey,2,0,0.00022951892118747098
monkey,2,1,0.00022951892118747098
monkey,2,2,0.0010801189685364413
monkey,2,3,0.001918018326075109
monkey,2,4,0.0016673032853344203
monkey,2,5,0.0009057698074293563
monkey,3,0,0.00014037285641203787
monkey,3,1,0.00014037285641203787
monkey,3,2,0.0006830238884880691
monkey,3,3,0.0012161494032063762
monkey,3,4,0.001059879457129423
monkey,3,5,0.0005204956831791919
monkey,4,0,0.00008391527196089438
monkey,4,1,0.00008391527196089438
monkey,4,2,0.00041668272973685523
monkey,4,3,0.0007430998426076667
monkey,4,4,0.0006485865108701636
monkey,4,5,0.0002986639605504731
monkey,5,0,0.00031251204730264155
monkey,5,1,0.00031251204730264155
monkey,5,2,0.0014931131148903994
monkey,5,3,0.0026546631477627094
monkey,5,4,0.002310356921130237
monkey,5,5,0.0011998230387512078
