category,fierce,strong,prob
man,0,0,0.012941741383573672
man,0,1,0.05682338796201607
man,0,2,0.061677308035229264
man,1,0,0.034103237429687336
man,1,1,0.1048225824154598
man,1,2,0.10230971228906169
man,2,0,0.1534645684335927
man,2,1,0.2639710237540003
man,2,2,0.1818839329583319
lion,0,0,0.00014551951221292413
lion,0,1,0.0004269742309865402
lion,0,2,0.0006559787014878985
lion,1,0,0.0004736560754123248
lion,1,1,0.0013674836167645735
lion,1,2,0.0020668628745264977
lion,2,0,0.003100294311789759
lion,2,1,0.008283164490719365
lion,2,2,0.01148257152514721
