category,fast,agile,prob
man,0,0,0.03380318284659675
man,0,1,0.1290666981415512
man,0,2,0.09833653191737232
man,1,0,0.038412707780223564
man,1,1,0.13828574800880483
man,1,2,0.09560496158633418
man,2,0,0.06971195115670199
man,2,1,0.23218347813824014
man,2,2,0.13733728608830542
cheetah,0,0,0.00006725457254449924
cheetah,0,1,0.00036214000600884257
cheetah,0,2,0.0008967276339266564
cheetah,1,0,0.0001483049548417163
cheetah,1,1,0.0007932590607812729
cheetah,1,2,0.001931413365380491
cheetah,2,0,0.0012379823168376341
cheetah,2,1,0.00652618444691066
cheetah,2,2,0.015294187978637958
