turtle,0,0,0,0,0,0,0,0.000009047740591117053
turtle,0,0,0,0,0,0,1,5.230583738641672e-7
turtle,0,0,0,0,0,0,2,0.0000010536536390000746
turtle,0,0,0,0,0,1,0,5.886840967055916e-7
turtle,0,0,0,0,0,1,1,3.3522439860589225e-8
turtle,0,0,0,0,0,1,2,6.758322909773134e-8
turtle,0,0,0,0,0,2,0,5.936374806517591e-7
turtle,0,0,0,0,0,2,1,3.3852665457000395e-8
turtle,0,0,0,0,0,2,2,6.824368029055368e-8
turtle,0,0,0,0,1,0,0,0.000009221384654730717
turtle,0,0,0,0,1,0,1,5.346346447717447e-7
turtle,0,0,0,0,1,0,2,0.0000010768061808152296
turtle,0,0,0,0,1,1,0,6.010872441065674e-7
turtle,0,0,0,0,1,1,1,3.434931635398762e-8
turtle,0,0,0,0,1,1,2,6.923698208452813e-8
turtle,0,0,0,0,1,2,0,6.06040628052735e-7
turtle,0,0,0,0,1,2,1,3.467954195039879e-8
turtle,0,0,0,0,1,2,2,6.989743327735047e-8
turtle,0,0,0,0,2,0,0,0.00005150213337836771
turtle,0,0,0,0,2,0,1,0.000003032853897506329
turtle,0,0,0,0,2,0,2,0.000006103392251371357
turtle,0,0,0,0,2,1,0,0.000003390808370869563
turtle,0,0,0,0,2,1,1,1.9743805845905355e-7
turtle,0,0,0,0,2,1,2,3.9756786380087003e-7
turtle,0,0,0,0,2,2,0,0.0000034155752906004006
turtle,0,0,0,0,2,2,1,1.990891864411094e-7
turtle,0,0,0,0,2,2,2,4.0087011976498174e-7
turtle,0,0,0,1,0,0,0,0.0000015967863435338578
turtle,0,0,0,1,0,0,1,9.04275564601965e-8
turtle,0,0,0,1,0,0,2,1.8236249117474113e-7
turtle,0,0,0,1,0,1,0,1.0253954972043598e-7
turtle,0,0,0,1,0,1,1,5.691336664072348e-9
turtle,0,0,0,1,0,1,2,1.1490343203455235e-8
turtle,0,0,0,1,0,2,0,1.0353022650966948e-7
turtle,0,0,0,1,0,2,1,5.7573817833545825e-9
turtle,0,0,0,1,0,2,2,1.1622433442019704e-8
turtle,0,0,0,1,1,0,0,0.0000016315151562565905
turtle,0,0,0,1,1,0,1,9.274281064171203e-8
turtle,0,0,0,1,1,0,2,1.8699299953777212e-7
turtle,0,0,0,1,1,1,0,1.0502017920063117e-7
turtle,0,0,0,1,1,1,1,5.856711962752028e-9
turtle,0,0,0,1,1,1,2,1.1821093800814593e-8
turtle,0,0,0,1,1,2,0,1.0601085598986467e-7
turtle,0,0,0,1,1,2,1,5.922757082034262e-9
turtle,0,0,0,1,1,2,2,1.1953184039379063e-8
turtle,0,0,0,1,2,0,0,0.000009236617802225772
turtle,0,0,0,1,2,0,1,5.356501879380818e-7
turtle,0,0,0,1,2,0,2,0.0000010788372671479037
turtle,0,0,0,1,2,1,0,6.021753260705e-7
turtle,0,0,0,1,2,1,1,3.4421855151583136e-8
turtle,0,0,0,1,2,1,2,6.938205967971913e-8
turtle,0,0,0,1,2,2,0,6.071287100166676e-7
turtle,0,0,0,1,2,2,1,3.4752080747994306e-8
turtle,0,0,0,1,2,2,2,7.004251087254149e-8
turtle,0,0,0,2,0,0,0,0.0000016054400482547514
turtle,0,0,0,2,0,0,1,9.10044701082561e-8
turtle,0,0,0,2,0,0,2,1.8351631847086027e-7
turtle,0,0,0,2,0,1,0,1.0315767148621408e-7
turtle,0,0,0,2,0,1,1,5.73254478179089e-9
turtle,0,0,0,2,0,1,2,1.1572759438892317e-8
turtle,0,0,0,2,0,2,0,1.041483482754476e-7
turtle,0,0,0,2,0,2,1,5.798589901073123e-9
turtle,0,0,0,2,0,2,2,1.1704849677456785e-8
turtle,0,0,0,2,1,0,0,0.000001640168860977484
turtle,0,0,0,2,1,0,1,9.331972428977162e-8
turtle,0,0,0,2,1,0,2,1.881468268338913e-7
turtle,0,0,0,2,1,1,0,1.0563830096640927e-7
turtle,0,0,0,2,1,1,1,5.89792008047057e-9
turtle,0,0,0,2,1,1,2,1.1903510036251675e-8
turtle,0,0,0,2,1,2,0,1.066289777556428e-7
turtle,0,0,0,2,1,2,1,5.963965199752803e-9
turtle,0,0,0,2,1,2,2,1.2035600274816143e-8
turtle,0,0,0,2,2,0,0,0.000009279886325830241
turtle,0,0,0,2,2,0,1,5.385347561783797e-7
turtle,0,0,0,2,2,0,2,0.0000010846064036284995
turtle,0,0,0,2,2,1,0,6.052659348993907e-7
turtle,0,0,0,2,2,1,1,3.462789574017584e-8
turtle,0,0,0,2,2,1,2,6.979414085690455e-8
turtle,0,0,0,2,2,2,0,6.102193188455582e-7
turtle,0,0,0,2,2,2,1,3.4958121336587014e-8
turtle,0,0,0,2,2,2,2,7.045459204972689e-8
turtle,0,0,1,0,0,0,0,0.000004463191342217964
turtle,0,0,1,0,0,0,1,2.5748392337604625e-7
turtle,0,0,1,0,0,0,2,5.187362923879625e-7
turtle,0,0,1,0,0,1,0,2.900078373998986e-7
turtle,0,0,1,0,0,1,1,1.647227253343481e-8
turtle,0,0,1,0,0,1,2,3.321371975514606e-8
turtle,0,0,1,0,0,2,0,2.924845293729824e-7
turtle,0,0,1,0,0,2,1,1.663738533164039e-8
turtle,0,0,1,0,0,2,2,3.354394535155723e-8
turtle,0,0,1,0,1,0,0,0.0000045500133740247944
turtle,0,0,1,0,1,0,1,2.63272058829835e-7
turtle,0,0,1,0,1,0,2,5.3031256329554e-7
turtle,0,0,1,0,1,1,0,2.9620941110038654e-7
turtle,0,0,1,0,1,1,1,1.6885710780134004e-8
turtle,0,0,1,0,1,1,2,3.404059624854445e-8
turtle,0,0,1,0,1,2,0,2.986861030734703e-7
turtle,0,0,1,0,1,2,1,1.705082357833959e-8
turtle,0,0,1,0,1,2,2,3.437082184495562e-8
turtle,0,0,1,0,2,0,0,0.000025447671922481046
turtle,0,0,1,0,2,0,1,0.0000014962006309729776
turtle,0,0,1,0,2,0,2,0.000003011243490125304
turtle,0,0,1,0,2,1,0,0.0000016737331306702975
turtle,0,0,1,0,2,1,1,9.727429224522773e-8
turtle,0,0,1,0,2,1,2,1.9589445793183758e-7
turtle,0,0,1,0,2,2,0,0.0000016861165905357162
turtle,0,0,1,0,2,2,1,9.809985623625565e-8
turtle,0,0,1,0,2,2,2,1.9754558591389343e-7
turtle,0,0,1,1,0,0,0,7.862573810988167e-7
turtle,0,0,1,1,0,0,1,4.44047255188908e-8
turtle,0,0,1,1,0,0,2,8.956314016495564e-8
turtle,0,0,1,1,0,1,0,5.040293266963856e-8
turtle,0,0,1,1,0,1,1,2.7878788526642132e-9
turtle,0,0,1,1,0,1,2,5.629592642983697e-9
turtle,0,0,1,1,0,2,0,5.089827106425532e-8
turtle,0,0,1,1,0,2,1,2.8209014123053308e-9
turtle,0,0,1,1,0,2,2,5.695637762265931e-9
turtle,0,0,1,1,1,0,0,8.036217874601832e-7
turtle,0,0,1,1,1,0,1,4.556235260964856e-8
turtle,0,0,1,1,1,0,2,9.187839434647116e-8
turtle,0,0,1,1,1,1,0,5.164324740973616e-8
turtle,0,0,1,1,1,1,1,2.8705665020040536e-9
turtle,0,0,1,1,1,1,2,5.794967941663376e-9
turtle,0,0,1,1,1,2,0,5.2138585804352914e-8
turtle,0,0,1,1,1,2,1,2.9035890616451707e-9
