category,funny,smart,prob
man,0,0,0.00944502118839453
man,0,1,0.049744725128169846
man,0,2,0.11806839924747733
man,1,0,0.020401245766932218
man,1,1,0.1174989041915042
man,1,2,0.22726411297040983
man,2,0,0.02509239043255609
man,2,1,0.15421044341588744
man,2,2,0.25274451797013897
monkey,0,0,0.00032819063523310425
monkey,0,1,0.0038861811187245686
monkey,0,2,0.0028645838805275645
monkey,1,0,0.0004121463791299442
monkey,1,1,0.0050278759408897275
monkey,1,2,0.003495480083594223
monkey,2,0,0.0004375531016618201
monkey,2,1,0.005433011857806866
monkey,2,2,0.00364521669096211
