category,big,hard,prob
elephant,3,1,0.00007457319992840377
elephant,3,2,0.00004710506114703755
elephant,3,3,0.0001635289385925576
elephant,3,4,0.0001701670333936731
elephant,3,5,0.000045119557494388225
elephant,4,0,0.0010303447041561998
elephant,4,1,0.0006011901191543528
elephant,4,2,0.00038513097993817875
elephant,4,3,0.0012886754707232056
elephant,4,4,0.0013285040395298986
elephant,4,5,0.00037321795802228283
elephant,5,0,0.0010177667012125444
elephant,5,1,0.0005908072001649327
elephant,5,2,0.000375598628473333
elephant,5,3,0.0012822921714801137
elephant,5,4,0.0013287588350879222
elephant,5,5,0.00036170010290478773
man,0,0,0.03476479126147747
man,0,1,0.01798431980376262
man,0,2,0.012815716969403944
man,0,3,0.016486077221614596
man,0,4,0.006371587587618776
man,0,5,0.003553767894863329
man,1,0,0.058425349441893516
man,1,1,0.030900331299192233
man,1,2,0.023147427047654195
man,1,3,0.027083426788550906
man,1,4,0.010342151700137837
man,1,5,0.006900192479714298
man,2,0,0.14060672332146107
man,2,1,0.07290450313726995
man,2,2,0.05223009179983519
man,2,3,0.06652464323979025
man,2,4,0.02567979513491904
man,2,5,0.014601961148341036
man,3,0,0.045100269744619455
man,3,1,0.024443993855726355
man,3,2,0.019275391021367678
man,3,3,0.020361881652792846
man,3,4,0.0076635223980115255
man,3,5,0.006137637515648825
man,4,0,0.04961029671908147
man,4,1,0.02913459808209553
man,4,2,0.02655029666491618
man,4,3,0.020328501518935848
man,4,4,0.0072142814298522375
man,4,5,0.009833859219517347
man,5,0,0.03292832194422506
man,5,1,0.018708363847810272
man,5,2,0.01612406243063092
man,5,3,0.014072760978364688
man,5,4,0.005129034582995179
man,5,5,0.005663365525803241
