category,fast,cute,prob
man,0,0,0.03666640654183874
man,0,1,0.06149182524688125
man,0,2,0.1190484678972217
man,1,0,0.13211531359215012
man,1,1,0.18665648744878036
man,1,2,0.20076703138830257
man,2,0,0.04696307760604163
man,2,1,0.07312017280063572
man,2,2,0.11561479540219409
rabbit,0,0,0.0003937242671705322
rabbit,0,1,0.0006224128734605867
rabbit,0,2,0.001446611797866751
rabbit,1,0,0.0036700756888050994
rabbit,1,1,0.005680159133083989
rabbit,1,2,0.011717845436685066
rabbit,2,0,0.0006568802949827707
rabbit,2,1,0.0010330601515313404
rabbit,2,2,0.0023356524323675594
