ant,1,1,1,0.004281287611724863
ant,1,1,0,0.0015473264331601732
ant,1,0,1,0.0020121744203540864
ant,1,0,0,0.0014536927453865634
ant,0,1,1,0.0007705260844003399
ant,0,1,0,0.0004286931399797479
ant,0,0,1,0.0005986882511948939
ant,0,0,0,0.00037002968914212636
person,1,1,1,0.17804594719929795
person,1,1,0,0.14680412018123368
person,1,0,1,0.15853365895739446
person,1,0,0,0.13765386696792695
person,0,1,1,0.10680648211494873
person,0,1,0,0.08240484608284754
person,0,0,1,0.09542663162502935
person,0,0,0,0.0735752111677768
ox,1,1,1,0.0018080987602605045
ox,1,1,0,0.00105691961534833
ox,1,0,1,0.0009645248177507322
ox,1,0,0,0.0007213184112244099
ox,0,1,1,0.0022235942926949743
ox,0,1,0,0.0009651624187953151
ox,0,0,1,0.0009464011080289994
ox,0,0,0,0.0006007979040986436
