workerID,gender,age,income,language,order,item,dimension,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,prior0,prior1,prior2,prior3,prior4,prior5,prior6,prior7,prior8,prior9
10,M,45,4,English,1,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,M,45,4,English,2,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.102145045965,0.102145045965,0.102145045965,0.102145045965,0.102145045965,0.102145045965,0.102145045965,0.102145045965,0.102145045965,0.0806945863126
10,M,45,4,English,3,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0260869565217,0.0782608695652,0.208695652174,0.304347826087,0.234782608696,0.113043478261,0.0347826086957,0.0,0.0
10,M,45,4,English,4,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.0,0.0,0.0,0.0384615384615,0.0714285714286,0.181318681319,0.274725274725,0.434065934066
10,M,45,4,English,5,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.0241935483871,0.0564516129032,0.213709677419,0.334677419355,0.286290322581,0.0806451612903,0.00403225806452,0.0
10,M,45,4,English,6,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0824742268041,0.213058419244,0.26116838488,0.209621993127,0.137457044674,0.0618556701031,0.0343642611684,0.0,0.0
10,M,45,4,English,7,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0115606936416,0.0462427745665,0.112716763006,0.170520231214,0.225433526012,0.199421965318,0.150289017341,0.0838150289017,0.0
10,M,45,4,English,8,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.633802816901,0.366197183099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,M,45,4,English,9,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.3,0.54375,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
10,M,45,4,English,10,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.00467289719626,0.00467289719626,0.0,0.0,0.0233644859813,0.0700934579439,0.163551401869,0.308411214953,0.42523364486,0.0
10,M,45,4,English,11,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.00974025974026,0.103896103896,0.181818181818,0.230519480519,0.279220779221,0.13961038961,0.0454545454545,0.00974025974026,0.0,0.0
10,M,45,4,English,12,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0140056022409,0.114845938375,0.156862745098,0.201680672269,0.249299719888,0.187675070028,0.0504201680672,0.0252100840336,0.0,0.0
11,F,35,6,english,1,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.137535816619,0.138968481375,0.137535816619,0.113180515759,0.114613180516,0.106017191977,0.103151862464,0.0888252148997,0.054441260745,0.00573065902579
11,F,35,6,english,2,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.363970588235,0.246323529412,0.198529411765,0.139705882353,0.0147058823529,0.00367647058824,0.0183823529412,0.00367647058824,0.00367647058824,0.00735294117647
11,F,35,6,english,3,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.210989010989,0.210989010989,0.191208791209,0.167032967033,0.114285714286,0.0637362637363,0.032967032967,0.0043956043956,0.0043956043956,0.0
11,F,35,6,english,4,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.15873015873,0.150793650794,0.153968253968,0.144444444444,0.139682539683,0.120634920635,0.0793650793651,0.0492063492063,0.0015873015873,0.0015873015873
11,F,35,6,english,5,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.42735042735,0.41452991453,0.0769230769231,0.00854700854701,0.017094017094,0.0128205128205,0.00854700854701,0.017094017094,0.00854700854701,0.00854700854701
11,F,35,6,english,6,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.118644067797,0.11985472155,0.118644067797,0.11985472155,0.118644067797,0.115012106538,0.118644067797,0.118644067797,0.0508474576271,0.00121065375303
11,F,35,6,english,7,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0096463022508,0.0096463022508,0.0868167202572,0.16077170418,0.318327974277,0.231511254019,0.109324758842,0.0546623794212,0.0128617363344,0.0064308681672
11,F,35,6,english,8,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.00632911392405,0.0295358649789,0.0738396624473,0.149789029536,0.204641350211,0.206751054852,0.191983122363,0.0822784810127,0.0506329113924,0.0042194092827
11,F,35,6,english,9,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.00372439478585,0.00744878957169,0.0446927374302,0.0912476722533,0.12104283054,0.182495344507,0.182495344507,0.180633147114,0.184357541899,0.00186219739292
11,F,35,6,english,10,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0213414634146,0.0411585365854,0.0762195121951,0.0792682926829,0.0990853658537,0.120426829268,0.150914634146,0.150914634146,0.149390243902,0.111280487805
11,F,35,6,english,11,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0038240917782,0.101338432122,0.152963671128,0.183556405354,0.185468451243,0.135755258126,0.118546845124,0.0783938814532,0.038240917782,0.0019120458891
11,F,35,6,english,12,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.00335008375209,0.070351758794,0.105527638191,0.132328308208,0.165829145729,0.165829145729,0.165829145729,0.120603015075,0.0670016750419,0.00335008375209
12,F,45,10,English,1,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.36875,0.54375,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,F,45,10,English,2,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.0300751879699,0.0639097744361,0.259398496241,0.345864661654,0.206766917293,0.0639097744361,0.0300751879699,0.0
12,F,45,10,English,3,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0559701492537,0.0671641791045,0.231343283582,0.305970149254,0.212686567164,0.0746268656716,0.0335820895522,0.0186567164179,0.0,0.0
12,F,45,10,English,4,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.120879120879,0.128205128205,0.260073260073,0.274725274725,0.168498168498,0.047619047619,0.0,0.0,0.0,0.0
12,F,45,10,English,5,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0149253731343,0.0522388059701,0.126865671642,0.320895522388,0.34328358209,0.100746268657,0.0261194029851,0.0149253731343,0.0
12,F,45,10,English,6,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108108108108,0.81981981982,0.0720720720721
12,F,45,10,English,7,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0193704600484,0.0290556900726,0.121065375303,0.140435835351,0.208232445521,0.174334140436,0.145278450363,0.162227602906,0.0
12,F,45,10,English,8,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0213333333333,0.056,0.210666666667,0.24,0.186666666667,0.130666666667,0.0666666666667,0.088,0.0
12,F,45,10,English,9,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0419161676647,0.0479041916168,0.0419161676647,0.0479041916168,0.0479041916168,0.0479041916168,0.0479041916168,0.11377245509,0.562874251497,0.0
12,F,45,10,English,10,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.815789473684,0.140350877193,0.0438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,F,45,10,English,11,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.0,0.0,0.0314465408805,0.062893081761,0.0817610062893,0.169811320755,0.553459119497,0.100628930818
12,F,45,10,English,12,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.854545454545,0.0454545454545,0.0454545454545,0.0545454545455,0.0,0.0,0.0,0.0,0.0,0.0
13,F,35,4,English,1,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,F,35,4,English,2,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,F,35,4,English,3,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.142105263158,0.155263157895,0.155263157895,0.142105263158,0.121052631579,0.0973684210526,0.0868421052632,0.0631578947368,0.0368421052632,0.0
13,F,35,4,English,4,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0438247011952,0.0916334661355,0.111553784861,0.203187250996,0.306772908367,0.175298804781,0.0478087649402,0.0199203187251,0.0
13,F,35,4,English,5,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0546139359699,0.10922787194,0.143126177024,0.16384180791,0.161958568738,0.15065913371,0.129943502825,0.0866290018832,0.0
13,F,35,4,English,6,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0,0.166324435318,0.160164271047,0.149897330595,0.129363449692,0.158110882957,0.145790554415,0.0903490759754,0.0,0.0
13,F,35,4,English,7,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.380952380952,0.414285714286,0.195238095238,0.00952380952381,0.0,0.0,0.0,0.0,0.0,0.0
13,F,35,4,English,8,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0220385674931,0.0523415977961,0.0826446280992,0.137741046832,0.187327823691,0.228650137741,0.179063360882,0.110192837466,0.0
13,F,35,4,English,9,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.280575539568,0.719424460432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,F,35,4,English,10,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0,0.11301369863,0.147260273973,0.155821917808,0.152397260274,0.14897260274,0.150684931507,0.131849315068,0.0,0.0
13,F,35,4,English,11,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537634408602,0.462365591398
13,F,35,4,English,12,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0852713178295,0.108527131783,0.186046511628,0.325581395349,0.255813953488,0.0232558139535,0.015503875969,0.0,0.0
14,M,35,4,English,1,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.0,0.016393442623,0.0573770491803,0.0532786885246,0.106557377049,0.147540983607,0.266393442623,0.352459016393
14,M,35,4,English,2,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.025,0.209375,0.19375,0.16875,0.128125,0.10625,0.0875,0.059375,0.021875,0.0
14,M,35,4,English,3,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0291262135922,0.239482200647,0.2071197411,0.168284789644,0.139158576052,0.106796116505,0.0776699029126,0.0323624595469,0.0,0.0
14,M,35,4,English,4,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.452736318408,0.223880597015,0.089552238806,0.0696517412935,0.044776119403,0.0298507462687,0.0348258706468,0.0298507462687,0.0199004975124,0.00497512437811
14,M,35,4,English,5,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.00724637681159,0.0,0.0,0.0,0.0,0.0,0.0,0.36231884058,0.630434782609
14,M,35,4,English,6,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.130718954248,0.28431372549,0.199346405229,0.127450980392,0.0882352941176,0.0653594771242,0.0588235294118,0.0457516339869,0.0
14,M,35,4,English,7,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0,0.0,0.0473537604457,0.122562674095,0.245125348189,0.233983286908,0.194986072423,0.155988857939,0.0
14,M,35,4,English,8,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0381679389313,0.0534351145038,0.0610687022901,0.13358778626,0.343511450382,0.259541984733,0.0839694656489,0.0267175572519,0.0
14,M,35,4,English,9,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228813559322,0.771186440678,0.0
14,M,35,4,English,10,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.347368421053,0.478947368421,0.0526315789474,0.0315789473684,0.0263157894737,0.0315789473684,0.0315789473684,0.0,0.0,0.0
14,M,35,4,English,11,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.318181818182,0.359504132231,0.177685950413,0.0909090909091,0.0330578512397,0.0206611570248,0.0,0.0,0.0,0.0
14,M,35,4,English,12,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0258620689655,0.103448275862,0.155172413793,0.39224137931,0.189655172414,0.073275862069,0.0474137931034,0.0129310344828,0.0
15,F,25,4,English_ Polish,1,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.471830985915,0.5,0.00704225352113,0.0140845070423,0.00704225352113,0.0,0.0,0.0,0.0,0.0
15,F,25,4,English_ Polish,2,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0,0.0,0.00934579439252,0.00934579439252,0.00934579439252,0.018691588785,0.00934579439252,0.00934579439252,0.168224299065,0.766355140187
15,F,25,4,English_ Polish,3,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0340136054422,0.0714285714286,0.105442176871,0.183673469388,0.258503401361,0.200680272109,0.105442176871,0.0408163265306,0.0
15,F,25,4,English_ Polish,4,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0125944584383,0.0352644836272,0.0931989924433,0.158690176322,0.209068010076,0.214105793451,0.183879093199,0.0780856423174,0.0151133501259
15,F,25,4,English_ Polish,5,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0571428571429,0.1,0.148571428571,0.2,0.165714285714,0.142857142857,0.0942857142857,0.06,0.0314285714286,0.0
15,F,25,4,English_ Polish,6,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0242914979757,0.0566801619433,0.0769230769231,0.315789473684,0.315789473684,0.105263157895,0.0769230769231,0.0283400809717,0.0
15,F,25,4,English_ Polish,7,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221238938053,0.778761061947
15,F,25,4,English_ Polish,8,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0268456375839,0.110738255034,0.177852348993,0.231543624161,0.167785234899,0.124161073826,0.0838926174497,0.0536912751678,0.0234899328859,0.0
15,F,25,4,English_ Polish,9,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330708661417,0.669291338583
15,F,25,4,English_ Polish,10,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.410628019324,0.207729468599,0.0966183574879,0.101449275362,0.0579710144928,0.0289855072464,0.0289855072464,0.0338164251208,0.0338164251208,0.0
15,F,25,4,English_ Polish,11,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.495495495495,0.504504504505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,F,25,4,English_ Polish,12,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0608695652174,0.150724637681,0.205797101449,0.165217391304,0.133333333333,0.121739130435,0.095652173913,0.0666666666667,0.0
16,M,25,4,English,1,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.103806228374,0.162629757785,0.190311418685,0.179930795848,0.145328719723,0.103806228374,0.083044982699,0.0311418685121,0.0
16,M,25,4,English,2,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0289389067524,0.0675241157556,0.0836012861736,0.0996784565916,0.118971061093,0.151125401929,0.170418006431,0.163987138264,0.11575562701
16,M,25,4,English,3,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0266666666667,0.0533333333333,0.0666666666667,0.0844444444444,0.0933333333333,0.102222222222,0.111111111111,0.151111111111,0.311111111111
16,M,25,4,English,4,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.00401606425703,0.0160642570281,0.0602409638554,0.0963855421687,0.128514056225,0.240963855422,0.224899598394,0.156626506024,0.0722891566265,0.0
16,M,25,4,English,5,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0,0.0179640718563,0.0688622754491,0.161676646707,0.170658682635,0.185628742515,0.191616766467,0.140718562874,0.062874251497,0.0
16,M,25,4,English,6,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0123456790123,0.0452674897119,0.0658436213992,0.144032921811,0.255144032922,0.230452674897,0.139917695473,0.0781893004115,0.0288065843621,0.0
16,M,25,4,English,7,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0,0.0204081632653,0.112244897959,0.146258503401,0.176870748299,0.187074829932,0.187074829932,0.15306122449,0.0170068027211,0.0
16,M,25,4,English,8,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0610465116279,0.0988372093023,0.119186046512,0.145348837209,0.200581395349,0.18023255814,0.122093023256,0.0726744186047,0.0
16,M,25,4,English,9,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.148648648649,0.445945945946,0.310810810811,0.0945945945946,0.0,0.0,0.0,0.0,0.0,0.0
16,M,25,4,English,10,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169,0.0915492957746,0.345070422535,0.507042253521
16,M,25,4,English,11,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.277777777778,0.462962962963,0.194444444444,0.0648148148148,0.0,0.0,0.0,0.0,0.0,0.0
16,M,25,4,English,12,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.285046728972,0.238317757009,0.18691588785,0.116822429907,0.0560747663551,0.0327102803738,0.0327102803738,0.0280373831776,0.0233644859813,0.0
17,M,65,10,english,1,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.847619047619,0.152380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,M,65,10,english,2,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
17,M,65,10,english,3,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.168181818182,0.454545454545,0.204545454545,0.118181818182,0.0545454545455,0.0,0.0,0.0,0.0,0.0
17,M,65,10,english,4,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.147826086957,0.452173913043,0.269565217391,0.130434782609,0.0,0.0,0.0,0.0,0.0,0.0
17,M,65,10,english,5,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.136425648022,0.136425648022,0.136425648022,0.136425648022,0.136425648022,0.117326057299,0.0982264665757,0.0641200545703,0.0381991814461,0.0
17,M,65,10,english,6,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.138385502471,0.164744645799,0.164744645799,0.164744645799,0.131795716639,0.103789126853,0.0823723228995,0.0494233937397,0.0
17,M,65,10,english,7,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.0813253012048,0.153614457831,0.292168674699,0.301204819277,0.120481927711,0.0512048192771,0.0,0.0
17,M,65,10,english,8,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.00281690140845,0.00281690140845,0.0394366197183,0.0732394366197,0.146478873239,0.27323943662,0.216901408451,0.174647887324,0.0704225352113,0.0
17,M,65,10,english,9,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0,0.0,0.00232558139535,0.0,0.0906976744186,0.120930232558,0.151162790698,0.181395348837,0.225581395349,0.227906976744
17,M,65,10,english,10,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.137741046832,0.137741046832,0.137741046832,0.137741046832,0.129476584022,0.111570247934,0.095041322314,0.0757575757576,0.0371900826446,0.0
17,M,65,10,english,11,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0,0.0,0.0,0.0149253731343,0.116915422886,0.18407960199,0.248756218905,0.248756218905,0.186567164179,0.0
17,M,65,10,english,12,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.00473933649289,0.0,0.0,0.0,0.0,0.085308056872,0.161137440758,0.270142180095,0.473933649289,0.00473933649289
18,F,45,4,English,1,penguin,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0992907801418,0.652482269504,0.0780141843972,0.0851063829787,0.0141843971631,0.0141843971631,0.0141843971631,0.0141843971631,0.0141843971631,0.0141843971631
18,F,45,4,English,2,elephant,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.012987012987,0.00649350649351,0.012987012987,0.012987012987,0.012987012987,0.00649350649351,0.012987012987,0.0194805194805,0.577922077922,0.324675324675
18,F,45,4,English,3,man,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.00408163265306,0.0326530612245,0.0530612244898,0.0571428571429,0.126530612245,0.326530612245,0.224489795918,0.134693877551,0.0326530612245,0.00816326530612
18,F,45,4,English,4,bird,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.64,0.226666666667,0.02,0.0133333333333,0.0133333333333,0.02,0.02,0.02,0.0133333333333,0.0133333333333
18,F,45,4,English,5,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.00947867298578,0.042654028436,0.0805687203791,0.113744075829,0.412322274882,0.255924170616,0.042654028436,0.0236966824645,0.00947867298578,0.00947867298578
18,F,45,4,English,6,woman,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.00297619047619,0.0684523809524,0.116071428571,0.160714285714,0.199404761905,0.175595238095,0.142857142857,0.0863095238095,0.0446428571429,0.00297619047619
18,F,45,4,English,7,cheetah,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0366972477064,0.0366972477064,0.0366972477064,0.0366972477064,0.0366972477064,0.045871559633,0.045871559633,0.0366972477064,0.261467889908,0.426605504587
18,F,45,4,English,8,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0114285714286,0.0114285714286,0.0171428571429,0.0171428571429,0.0171428571429,0.0171428571429,0.0228571428571,0.0171428571429,0.434285714286,0.434285714286
18,F,45,4,English,9,woman,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0266666666667,0.0666666666667,0.0844444444444,0.08,0.106666666667,0.106666666667,0.128888888889,0.266666666667,0.115555555556,0.0177777777778
18,F,45,4,English,10,turtle,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.536144578313,0.277108433735,0.0481927710843,0.0481927710843,0.0120481927711,0.0240963855422,0.0240963855422,0.0120481927711,0.0120481927711,0.00602409638554
18,F,45,4,English,11,man,weight,0-10,10-100,100-120,120-140,140-160,160-180,180-200,200-220,220-10000,>10000,0.0078125,0.0364583333333,0.0546875,0.0703125,0.0833333333333,0.1484375,0.192708333333,0.205729166667,0.192708333333,0.0078125
18,F,45,4,English,12,man,speed,0-1,1-5,5-6,6-7,7-8,8-9,9-10,10-20,20-60,>60,0.0034965034965,0.0524475524476,0.0804195804196,0.0874125874126,0.0909090909091,0.0979020979021,0.118881118881,0.227272727273,0.234265734266,0.00699300699301
19,F,25,8,English,1,woman,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.00246609124538,0.019728729963,0.123304562269,0.123304562269,0.123304562269,0.123304562269,0.123304562269,0.120838471023,0.120838471023,0.119605425401
19,F,25,8,English,2,giraffe,height,0-1,1-4,4-4.5,4.5-5,5-5.5,5.5-6,6-6.5,6.5-7,7-15,>15,0.0156862745098,0.0078431372549,0.00392156862745,0.0235294117647,0.0392156862745,0.105882352941,0.133333333333,0.180392156863,0.223529411765,0.266666666667
