workerID,gender,age,income,language,order,item,dimension,bin,bin_num,prior
8,M,35,4,english,1,woman,weight,10-100,1,0.0517560073937
8,M,35,4,english,1,woman,weight,100-120,2,0.1146025878
8,M,35,4,english,1,woman,weight,120-140,3,0.155268022181
8,M,35,4,english,1,woman,weight,140-160,4,0.160813308688
8,M,35,4,english,1,woman,weight,160-180,5,0.146025878004
8,M,35,4,english,1,woman,weight,180-200,6,0.142329020333
8,M,35,4,english,1,woman,weight,200-220,7,0.125693160813
8,M,35,4,english,1,woman,weight,220-10000,8,0.097966728281
8,M,35,4,english,1,woman,weight,>10000,9,0.0
8,M,35,4,english,2,elephant,weight,0-10,0,0.0404624277457
8,M,35,4,english,2,elephant,weight,10-100,1,0.0635838150289
8,M,35,4,english,2,elephant,weight,100-120,2,0.0895953757225
8,M,35,4,english,2,elephant,weight,120-140,3,0.0867052023121
8,M,35,4,english,2,elephant,weight,140-160,4,0.0838150289017
8,M,35,4,english,2,elephant,weight,160-180,5,0.0867052023121
8,M,35,4,english,2,elephant,weight,180-200,6,0.0838150289017
8,M,35,4,english,2,elephant,weight,200-220,7,0.0809248554913
8,M,35,4,english,2,elephant,weight,220-10000,8,0.106936416185
8,M,35,4,english,2,elephant,weight,>10000,9,0.277456647399
8,M,35,4,english,3,turtle,speed,0-1,0,0.813559322034
8,M,35,4,english,3,turtle,speed,1-5,1,0.0254237288136
8,M,35,4,english,3,turtle,speed,5-6,2,0.0169491525424
8,M,35,4,english,3,turtle,speed,6-7,3,0.0338983050847
8,M,35,4,english,3,turtle,speed,7-8,4,0.00847457627119
8,M,35,4,english,3,turtle,speed,8-9,5,0.00847457627119
8,M,35,4,english,3,turtle,speed,9-10,6,0.0254237288136
8,M,35,4,english,3,turtle,speed,10-20,7,0.0254237288136
8,M,35,4,english,3,turtle,speed,20-60,8,0.0254237288136
8,M,35,4,english,3,turtle,speed,>60,9,0.0169491525424
8,M,35,4,english,4,man,weight,0-10,0,0.00190114068441
8,M,35,4,english,4,man,weight,10-100,1,0.0266159695817
8,M,35,4,english,4,man,weight,100-120,2,0.06463878327
8,M,35,4,english,4,man,weight,120-140,3,0.0912547528517
8,M,35,4,english,4,man,weight,140-160,4,0.167300380228
8,M,35,4,english,4,man,weight,160-180,5,0.171102661597
8,M,35,4,english,4,man,weight,180-200,6,0.167300380228
8,M,35,4,english,4,man,weight,200-220,7,0.157794676806
8,M,35,4,english,4,man,weight,220-10000,8,0.148288973384
8,M,35,4,english,4,man,weight,>10000,9,0.00380228136882
8,M,35,4,english,5,woman,speed,0-1,0,0.0118343195266
8,M,35,4,english,5,woman,speed,1-5,1,0.568047337278
8,M,35,4,english,5,woman,speed,5-6,2,0.278106508876
8,M,35,4,english,5,woman,speed,6-7,3,0.0828402366864
8,M,35,4,english,5,woman,speed,7-8,4,0.0118343195266
8,M,35,4,english,5,woman,speed,8-9,5,0.0118343195266
8,M,35,4,english,5,woman,speed,9-10,6,0.00591715976331
8,M,35,4,english,5,woman,speed,10-20,7,0.00591715976331
8,M,35,4,english,5,woman,speed,20-60,8,0.00591715976331
8,M,35,4,english,5,woman,speed,>60,9,0.0177514792899
8,M,35,4,english,6,woman,height,0-1,0,0.00641025641026
8,M,35,4,english,6,woman,height,1-4,1,0.0576923076923
8,M,35,4,english,6,woman,height,4-4.5,2,0.0961538461538
8,M,35,4,english,6,woman,height,4.5-5,3,0.121794871795
8,M,35,4,english,6,woman,height,5-5.5,4,0.307692307692
8,M,35,4,english,6,woman,height,5.5-6,5,0.201923076923
8,M,35,4,english,6,woman,height,6-6.5,6,0.128205128205
8,M,35,4,english,6,woman,height,6.5-7,7,0.0576923076923
8,M,35,4,english,6,woman,height,7-15,8,0.0192307692308
8,M,35,4,english,6,woman,height,>15,9,0.00320512820513
8,M,35,4,english,7,cheetah,speed,0-1,0,0.0339622641509
8,M,35,4,english,7,cheetah,speed,1-5,1,0.0452830188679
8,M,35,4,english,7,cheetah,speed,5-6,2,0.0490566037736
8,M,35,4,english,7,cheetah,speed,6-7,3,0.0566037735849
8,M,35,4,english,7,cheetah,speed,7-8,4,0.0603773584906
8,M,35,4,english,7,cheetah,speed,8-9,5,0.0716981132075
8,M,35,4,english,7,cheetah,speed,9-10,6,0.0792452830189
8,M,35,4,english,7,cheetah,speed,10-20,7,0.0867924528302
8,M,35,4,english,7,cheetah,speed,20-60,8,0.154716981132
8,M,35,4,english,7,cheetah,speed,>60,9,0.362264150943
8,M,35,4,english,8,penguin,height,0-1,0,0.0584415584416
8,M,35,4,english,8,penguin,height,1-4,1,0.603896103896
8,M,35,4,english,8,penguin,height,4-4.5,2,0.285714285714
8,M,35,4,english,8,penguin,height,4.5-5,3,0.012987012987
8,M,35,4,english,8,penguin,height,5-5.5,4,0.0
8,M,35,4,english,8,penguin,height,5.5-6,5,0.00649350649351
8,M,35,4,english,8,penguin,height,6-6.5,6,0.00649350649351
8,M,35,4,english,8,penguin,height,6.5-7,7,0.00649350649351
8,M,35,4,english,8,penguin,height,7-15,8,0.012987012987
8,M,35,4,english,8,penguin,height,>15,9,0.00649350649351
8,M,35,4,english,9,bird,weight,0-10,0,0.468599033816
8,M,35,4,english,9,bird,weight,10-100,1,0.323671497585
8,M,35,4,english,9,bird,weight,100-120,2,0.144927536232
8,M,35,4,english,9,bird,weight,120-140,3,0.00966183574879
8,M,35,4,english,9,bird,weight,140-160,4,0.0144927536232
8,M,35,4,english,9,bird,weight,160-180,5,0.00966183574879
8,M,35,4,english,9,bird,weight,180-200,6,0.0048309178744
8,M,35,4,english,9,bird,weight,200-220,7,0.00966183574879
8,M,35,4,english,9,bird,weight,220-10000,8,0.0048309178744
8,M,35,4,english,9,bird,weight,>10000,9,0.00966183574879
8,M,35,4,english,10,man,speed,0-1,0,0.08
8,M,35,4,english,10,man,speed,1-5,1,0.356
8,M,35,4,english,10,man,speed,5-6,2,0.32
8,M,35,4,english,10,man,speed,6-7,3,0.16
8,M,35,4,english,10,man,speed,7-8,4,0.048
8,M,35,4,english,10,man,speed,8-9,5,0.008
8,M,35,4,english,10,man,speed,9-10,6,0.008
8,M,35,4,english,10,man,speed,10-20,7,0.004
8,M,35,4,english,10,man,speed,20-60,8,0.008
8,M,35,4,english,10,man,speed,>60,9,0.008
8,M,35,4,english,11,man,height,0-1,0,0.0
8,M,35,4,english,11,man,height,1-4,1,0.0251889168766
8,M,35,4,english,11,man,height,4-4.5,2,0.0579345088161
8,M,35,4,english,11,man,height,4.5-5,3,0.0680100755668
8,M,35,4,english,11,man,height,5-5.5,4,0.105793450882
8,M,35,4,english,11,man,height,5.5-6,5,0.229219143577
8,M,35,4,english,11,man,height,6-6.5,6,0.209068010076
8,M,35,4,english,11,man,height,6.5-7,7,0.198992443325
8,M,35,4,english,11,man,height,7-15,8,0.0982367758186
8,M,35,4,english,11,man,height,>15,9,0.00755667506297
8,M,35,4,english,12,giraffe,height,0-1,0,0.00740740740741
8,M,35,4,english,12,giraffe,height,1-4,1,0.0518518518519
8,M,35,4,english,12,giraffe,height,4-4.5,2,0.062962962963
8,M,35,4,english,12,giraffe,height,4.5-5,3,0.0666666666667
8,M,35,4,english,12,giraffe,height,5-5.5,4,0.0703703703704
8,M,35,4,english,12,giraffe,height,5.5-6,5,0.0888888888889
8,M,35,4,english,12,giraffe,height,6-6.5,6,0.0888888888889
8,M,35,4,english,12,giraffe,height,6.5-7,7,0.103703703704
8,M,35,4,english,12,giraffe,height,7-15,8,0.1
8,M,35,4,english,12,giraffe,height,>15,9,0.359259259259
9,M,35,0,English,1,woman,speed,0-1,0,0.153846153846
9,M,35,0,English,1,woman,speed,1-5,1,0.164335664336
9,M,35,0,English,1,woman,speed,5-6,2,0.164335664336
9,M,35,0,English,1,woman,speed,6-7,3,0.160839160839
9,M,35,0,English,1,woman,speed,7-8,4,0.167832167832
9,M,35,0,English,1,woman,speed,8-9,5,0.0804195804196
9,M,35,0,English,1,woman,speed,9-10,6,0.0664335664336
9,M,35,0,English,1,woman,speed,10-20,7,0.041958041958
9,M,35,0,English,1,woman,speed,20-60,8,0.0
9,M,35,0,English,1,woman,speed,>60,9,0.0
9,M,35,0,English,2,elephant,weight,0-10,0,0.0
9,M,35,0,English,2,elephant,weight,10-100,1,0.0
9,M,35,0,English,2,elephant,weight,100-120,2,0.0
9,M,35,0,English,2,elephant,weight,120-140,3,0.0622837370242
9,M,35,0,English,2,elephant,weight,140-160,4,0.083044982699
9,M,35,0,English,2,elephant,weight,160-180,5,0.076124567474
9,M,35,0,English,2,elephant,weight,180-200,6,0.0865051903114
9,M,35,0,English,2,elephant,weight,200-220,7,0.346020761246
9,M,35,0,English,2,elephant,weight,220-10000,8,0.346020761246
9,M,35,0,English,2,elephant,weight,>10000,9,0.0
9,M,35,0,English,3,man,speed,0-1,0,0.0955882352941
9,M,35,0,English,3,man,speed,1-5,1,0.0882352941176
9,M,35,0,English,3,man,speed,5-6,2,0.301470588235
9,M,35,0,English,3,man,speed,6-7,3,0.5
9,M,35,0,English,3,man,speed,7-8,4,0.0
9,M,35,0,English,3,man,speed,8-9,5,0.0147058823529
9,M,35,0,English,3,man,speed,9-10,6,0.0
9,M,35,0,English,3,man,speed,10-20,7,0.0
9,M,35,0,English,3,man,speed,20-60,8,0.0
9,M,35,0,English,3,man,speed,>60,9,0.0
9,M,35,0,English,4,woman,weight,0-10,0,0.0
9,M,35,0,English,4,woman,weight,10-100,1,0.142857142857
9,M,35,0,English,4,woman,weight,100-120,2,0.142857142857
9,M,35,0,English,4,woman,weight,120-140,3,0.142857142857
9,M,35,0,English,4,woman,weight,140-160,4,0.142857142857
9,M,35,0,English,4,woman,weight,160-180,5,0.142857142857
9,M,35,0,English,4,woman,weight,180-200,6,0.142857142857
9,M,35,0,English,4,woman,weight,200-220,7,0.142857142857
9,M,35,0,English,4,woman,weight,220-10000,8,0.0
9,M,35,0,English,4,woman,weight,>10000,9,0.0
9,M,35,0,English,5,bird,weight,0-10,0,0.609756097561
9,M,35,0,English,5,bird,weight,10-100,1,0.390243902439
9,M,35,0,English,5,bird,weight,100-120,2,0.0
9,M,35,0,English,5,bird,weight,120-140,3,0.0
9,M,35,0,English,5,bird,weight,140-160,4,0.0
9,M,35,0,English,5,bird,weight,160-180,5,0.0
9,M,35,0,English,5,bird,weight,180-200,6,0.0
9,M,35,0,English,5,bird,weight,200-220,7,0.0
9,M,35,0,English,5,bird,weight,220-10000,8,0.0
9,M,35,0,English,5,bird,weight,>10000,9,0.0
9,M,35,0,English,6,turtle,speed,0-1,0,0.5
9,M,35,0,English,6,turtle,speed,1-5,1,0.5
9,M,35,0,English,6,turtle,speed,5-6,2,0.0
9,M,35,0,English,6,turtle,speed,6-7,3,0.0
9,M,35,0,English,6,turtle,speed,7-8,4,0.0
9,M,35,0,English,6,turtle,speed,8-9,5,0.0
9,M,35,0,English,6,turtle,speed,9-10,6,0.0
9,M,35,0,English,6,turtle,speed,10-20,7,0.0
9,M,35,0,English,6,turtle,speed,20-60,8,0.0
9,M,35,0,English,6,turtle,speed,>60,9,0.0
9,M,35,0,English,7,woman,height,0-1,0,0.0
9,M,35,0,English,7,woman,height,1-4,1,0.0
9,M,35,0,English,7,woman,height,4-4.5,2,0.105058365759
9,M,35,0,English,7,woman,height,4.5-5,3,0.214007782101
9,M,35,0,English,7,woman,height,5-5.5,4,0.389105058366
9,M,35,0,English,7,woman,height,5.5-6,5,0.186770428016
9,M,35,0,English,7,woman,height,6-6.5,6,0.0700389105058
9,M,35,0,English,7,woman,height,6.5-7,7,0.0350194552529
9,M,35,0,English,7,woman,height,7-15,8,0.0
9,M,35,0,English,7,woman,height,>15,9,0.0
9,M,35,0,English,8,giraffe,height,0-1,0,0.0
9,M,35,0,English,8,giraffe,height,1-4,1,0.0
9,M,35,0,English,8,giraffe,height,4-4.5,2,0.0
9,M,35,0,English,8,giraffe,height,4.5-5,3,0.0810055865922
9,M,35,0,English,8,giraffe,height,5-5.5,4,0.159217877095
9,M,35,0,English,8,giraffe,height,5.5-6,5,0.215083798883
9,M,35,0,English,8,giraffe,height,6-6.5,6,0.262569832402
9,M,35,0,English,8,giraffe,height,6.5-7,7,0.164804469274
9,M,35,0,English,8,giraffe,height,7-15,8,0.0810055865922
9,M,35,0,English,8,giraffe,height,>15,9,0.036312849162
9,M,35,0,English,9,man,weight,0-10,0,0.0
9,M,35,0,English,9,man,weight,10-100,1,0.0540540540541
9,M,35,0,English,9,man,weight,100-120,2,0.15250965251
9,M,35,0,English,9,man,weight,120-140,3,0.19305019305
9,M,35,0,English,9,man,weight,140-160,4,0.19305019305
9,M,35,0,English,9,man,weight,160-180,5,0.19305019305
9,M,35,0,English,9,man,weight,180-200,6,0.125482625483
9,M,35,0,English,9,man,weight,200-220,7,0.0888030888031
9,M,35,0,English,9,man,weight,220-10000,8,0.0
9,M,35,0,English,9,man,weight,>10000,9,0.0
9,M,35,0,English,10,penguin,height,0-1,0,0.024
9,M,35,0,English,10,penguin,height,1-4,1,0.352
9,M,35,0,English,10,penguin,height,4-4.5,2,0.504
9,M,35,0,English,10,penguin,height,4.5-5,3,0.12
9,M,35,0,English,10,penguin,height,5-5.5,4,0.0
9,M,35,0,English,10,penguin,height,5.5-6,5,0.0
9,M,35,0,English,10,penguin,height,6-6.5,6,0.0
9,M,35,0,English,10,penguin,height,6.5-7,7,0.0
9,M,35,0,English,10,penguin,height,7-15,8,0.0
9,M,35,0,English,10,penguin,height,>15,9,0.0
9,M,35,0,English,11,man,height,0-1,0,0.0
9,M,35,0,English,11,man,height,1-4,1,0.0
9,M,35,0,English,11,man,height,4-4.5,2,0.0
9,M,35,0,English,11,man,height,4.5-5,3,0.0909090909091
9,M,35,0,English,11,man,height,5-5.5,4,0.204545454545
9,M,35,0,English,11,man,height,5.5-6,5,0.324675324675
9,M,35,0,English,11,man,height,6-6.5,6,0.25974025974
9,M,35,0,English,11,man,height,6.5-7,7,0.0876623376623
9,M,35,0,English,11,man,height,7-15,8,0.0324675324675
9,M,35,0,English,11,man,height,>15,9,0.0
9,M,35,0,English,12,cheetah,speed,0-1,0,0.0972918756269
9,M,35,0,English,12,cheetah,speed,1-5,1,0.100300902708
9,M,35,0,English,12,cheetah,speed,5-6,2,0.100300902708
9,M,35,0,English,12,cheetah,speed,6-7,3,0.100300902708
9,M,35,0,English,12,cheetah,speed,7-8,4,0.100300902708
9,M,35,0,English,12,cheetah,speed,8-9,5,0.100300902708
9,M,35,0,English,12,cheetah,speed,9-10,6,0.100300902708
9,M,35,0,English,12,cheetah,speed,10-20,7,0.100300902708
9,M,35,0,English,12,cheetah,speed,20-60,8,0.100300902708
9,M,35,0,English,12,cheetah,speed,>60,9,0.100300902708
10,M,45,4,English,1,turtle,speed,0-1,0,1.0
10,M,45,4,English,1,turtle,speed,1-5,1,0.0
10,M,45,4,English,1,turtle,speed,5-6,2,0.0
10,M,45,4,English,1,turtle,speed,6-7,3,0.0
10,M,45,4,English,1,turtle,speed,7-8,4,0.0
10,M,45,4,English,1,turtle,speed,8-9,5,0.0
10,M,45,4,English,1,turtle,speed,9-10,6,0.0
10,M,45,4,English,1,turtle,speed,10-20,7,0.0
10,M,45,4,English,1,turtle,speed,20-60,8,0.0
10,M,45,4,English,1,turtle,speed,>60,9,0.0
10,M,45,4,English,2,cheetah,speed,0-1,0,0.102145045965
10,M,45,4,English,2,cheetah,speed,1-5,1,0.102145045965
10,M,45,4,English,2,cheetah,speed,5-6,2,0.102145045965
10,M,45,4,English,2,cheetah,speed,6-7,3,0.102145045965
10,M,45,4,English,2,cheetah,speed,7-8,4,0.102145045965
10,M,45,4,English,2,cheetah,speed,8-9,5,0.102145045965
10,M,45,4,English,2,cheetah,speed,9-10,6,0.102145045965
10,M,45,4,English,2,cheetah,speed,10-20,7,0.102145045965
10,M,45,4,English,2,cheetah,speed,20-60,8,0.102145045965
10,M,45,4,English,2,cheetah,speed,>60,9,0.0806945863126
10,M,45,4,English,3,woman,height,0-1,0,0.0
10,M,45,4,English,3,woman,height,1-4,1,0.0260869565217
10,M,45,4,English,3,woman,height,4-4.5,2,0.0782608695652
10,M,45,4,English,3,woman,height,4.5-5,3,0.208695652174
10,M,45,4,English,3,woman,height,5-5.5,4,0.304347826087
10,M,45,4,English,3,woman,height,5.5-6,5,0.234782608696
10,M,45,4,English,3,woman,height,6-6.5,6,0.113043478261
10,M,45,4,English,3,woman,height,6.5-7,7,0.0347826086957
10,M,45,4,English,3,woman,height,7-15,8,0.0
10,M,45,4,English,3,woman,height,>15,9,0.0
10,M,45,4,English,4,giraffe,height,0-1,0,0.0
10,M,45,4,English,4,giraffe,height,1-4,1,0.0
10,M,45,4,English,4,giraffe,height,4-4.5,2,0.0
10,M,45,4,English,4,giraffe,height,4.5-5,3,0.0
10,M,45,4,English,4,giraffe,height,5-5.5,4,0.0
10,M,45,4,English,4,giraffe,height,5.5-6,5,0.0384615384615
10,M,45,4,English,4,giraffe,height,6-6.5,6,0.0714285714286
10,M,45,4,English,4,giraffe,height,6.5-7,7,0.181318681319
10,M,45,4,English,4,giraffe,height,7-15,8,0.274725274725
10,M,45,4,English,4,giraffe,height,>15,9,0.434065934066
10,M,45,4,English,5,man,height,0-1,0,0.0
10,M,45,4,English,5,man,height,1-4,1,0.0
10,M,45,4,English,5,man,height,4-4.5,2,0.0241935483871
10,M,45,4,English,5,man,height,4.5-5,3,0.0564516129032
10,M,45,4,English,5,man,height,5-5.5,4,0.213709677419
10,M,45,4,English,5,man,height,5.5-6,5,0.334677419355
10,M,45,4,English,5,man,height,6-6.5,6,0.286290322581
10,M,45,4,English,5,man,height,6.5-7,7,0.0806451612903
10,M,45,4,English,5,man,height,7-15,8,0.00403225806452
10,M,45,4,English,5,man,height,>15,9,0.0
10,M,45,4,English,6,woman,weight,0-10,0,0.0
10,M,45,4,English,6,woman,weight,10-100,1,0.0824742268041
10,M,45,4,English,6,woman,weight,100-120,2,0.213058419244
10,M,45,4,English,6,woman,weight,120-140,3,0.26116838488
10,M,45,4,English,6,woman,weight,140-160,4,0.209621993127
10,M,45,4,English,6,woman,weight,160-180,5,0.137457044674
10,M,45,4,English,6,woman,weight,180-200,6,0.0618556701031
10,M,45,4,English,6,woman,weight,200-220,7,0.0343642611684
10,M,45,4,English,6,woman,weight,220-10000,8,0.0
10,M,45,4,English,6,woman,weight,>10000,9,0.0
10,M,45,4,English,7,man,weight,0-10,0,0.0
10,M,45,4,English,7,man,weight,10-100,1,0.0115606936416
10,M,45,4,English,7,man,weight,100-120,2,0.0462427745665
10,M,45,4,English,7,man,weight,120-140,3,0.112716763006
10,M,45,4,English,7,man,weight,140-160,4,0.170520231214
10,M,45,4,English,7,man,weight,160-180,5,0.225433526012
10,M,45,4,English,7,man,weight,180-200,6,0.199421965318
10,M,45,4,English,7,man,weight,200-220,7,0.150289017341
10,M,45,4,English,7,man,weight,220-10000,8,0.0838150289017
10,M,45,4,English,7,man,weight,>10000,9,0.0
10,M,45,4,English,8,bird,weight,0-10,0,0.633802816901
10,M,45,4,English,8,bird,weight,10-100,1,0.366197183099
10,M,45,4,English,8,bird,weight,100-120,2,0.0
10,M,45,4,English,8,bird,weight,120-140,3,0.0
10,M,45,4,English,8,bird,weight,140-160,4,0.0
10,M,45,4,English,8,bird,weight,160-180,5,0.0
10,M,45,4,English,8,bird,weight,180-200,6,0.0
10,M,45,4,English,8,bird,weight,200-220,7,0.0
10,M,45,4,English,8,bird,weight,220-10000,8,0.0
10,M,45,4,English,8,bird,weight,>10000,9,0.0
10,M,45,4,English,9,penguin,height,0-1,0,0.3
10,M,45,4,English,9,penguin,height,1-4,1,0.54375
10,M,45,4,English,9,penguin,height,4-4.5,2,0.125
10,M,45,4,English,9,penguin,height,4.5-5,3,0.03125
10,M,45,4,English,9,penguin,height,5-5.5,4,0.0
10,M,45,4,English,9,penguin,height,5.5-6,5,0.0
10,M,45,4,English,9,penguin,height,6-6.5,6,0.0
10,M,45,4,English,9,penguin,height,6.5-7,7,0.0
10,M,45,4,English,9,penguin,height,7-15,8,0.0
10,M,45,4,English,9,penguin,height,>15,9,0.0
10,M,45,4,English,10,elephant,weight,0-10,0,0.00467289719626
10,M,45,4,English,10,elephant,weight,10-100,1,0.00467289719626
10,M,45,4,English,10,elephant,weight,100-120,2,0.0
10,M,45,4,English,10,elephant,weight,120-140,3,0.0
10,M,45,4,English,10,elephant,weight,140-160,4,0.0233644859813
10,M,45,4,English,10,elephant,weight,160-180,5,0.0700934579439
10,M,45,4,English,10,elephant,weight,180-200,6,0.163551401869
10,M,45,4,English,10,elephant,weight,200-220,7,0.308411214953
10,M,45,4,English,10,elephant,weight,220-10000,8,0.42523364486
10,M,45,4,English,10,elephant,weight,>10000,9,0.0
10,M,45,4,English,11,man,speed,0-1,0,0.00974025974026
10,M,45,4,English,11,man,speed,1-5,1,0.103896103896
10,M,45,4,English,11,man,speed,5-6,2,0.181818181818
10,M,45,4,English,11,man,speed,6-7,3,0.230519480519
10,M,45,4,English,11,man,speed,7-8,4,0.279220779221
10,M,45,4,English,11,man,speed,8-9,5,0.13961038961
10,M,45,4,English,11,man,speed,9-10,6,0.0454545454545
10,M,45,4,English,11,man,speed,10-20,7,0.00974025974026
10,M,45,4,English,11,man,speed,20-60,8,0.0
10,M,45,4,English,11,man,speed,>60,9,0.0
10,M,45,4,English,12,woman,speed,0-1,0,0.0140056022409
10,M,45,4,English,12,woman,speed,1-5,1,0.114845938375
10,M,45,4,English,12,woman,speed,5-6,2,0.156862745098
10,M,45,4,English,12,woman,speed,6-7,3,0.201680672269
10,M,45,4,English,12,woman,speed,7-8,4,0.249299719888
10,M,45,4,English,12,woman,speed,8-9,5,0.187675070028
10,M,45,4,English,12,woman,speed,9-10,6,0.0504201680672
10,M,45,4,English,12,woman,speed,10-20,7,0.0252100840336
10,M,45,4,English,12,woman,speed,20-60,8,0.0
10,M,45,4,English,12,woman,speed,>60,9,0.0
11,F,35,6,english,1,bird,weight,0-10,0,0.137535816619
11,F,35,6,english,1,bird,weight,10-100,1,0.138968481375
11,F,35,6,english,1,bird,weight,100-120,2,0.137535816619
11,F,35,6,english,1,bird,weight,120-140,3,0.113180515759
11,F,35,6,english,1,bird,weight,140-160,4,0.114613180516
11,F,35,6,english,1,bird,weight,160-180,5,0.106017191977
11,F,35,6,english,1,bird,weight,180-200,6,0.103151862464
11,F,35,6,english,1,bird,weight,200-220,7,0.0888252148997
11,F,35,6,english,1,bird,weight,220-10000,8,0.054441260745
11,F,35,6,english,1,bird,weight,>10000,9,0.00573065902579
11,F,35,6,english,2,turtle,speed,0-1,0,0.363970588235
11,F,35,6,english,2,turtle,speed,1-5,1,0.246323529412
11,F,35,6,english,2,turtle,speed,5-6,2,0.198529411765
11,F,35,6,english,2,turtle,speed,6-7,3,0.139705882353
11,F,35,6,english,2,turtle,speed,7-8,4,0.0147058823529
11,F,35,6,english,2,turtle,speed,8-9,5,0.00367647058824
11,F,35,6,english,2,turtle,speed,9-10,6,0.0183823529412
11,F,35,6,english,2,turtle,speed,10-20,7,0.00367647058824
11,F,35,6,english,2,turtle,speed,20-60,8,0.00367647058824
11,F,35,6,english,2,turtle,speed,>60,9,0.00735294117647
11,F,35,6,english,3,woman,speed,0-1,0,0.210989010989
11,F,35,6,english,3,woman,speed,1-5,1,0.210989010989
11,F,35,6,english,3,woman,speed,5-6,2,0.191208791209
11,F,35,6,english,3,woman,speed,6-7,3,0.167032967033
11,F,35,6,english,3,woman,speed,7-8,4,0.114285714286
11,F,35,6,english,3,woman,speed,8-9,5,0.0637362637363
11,F,35,6,english,3,woman,speed,9-10,6,0.032967032967
11,F,35,6,english,3,woman,speed,10-20,7,0.0043956043956
11,F,35,6,english,3,woman,speed,20-60,8,0.0043956043956
11,F,35,6,english,3,woman,speed,>60,9,0.0
11,F,35,6,english,4,man,speed,0-1,0,0.15873015873
11,F,35,6,english,4,man,speed,1-5,1,0.150793650794
11,F,35,6,english,4,man,speed,5-6,2,0.153968253968
11,F,35,6,english,4,man,speed,6-7,3,0.144444444444
11,F,35,6,english,4,man,speed,7-8,4,0.139682539683
11,F,35,6,english,4,man,speed,8-9,5,0.120634920635
11,F,35,6,english,4,man,speed,9-10,6,0.0793650793651
11,F,35,6,english,4,man,speed,10-20,7,0.0492063492063
11,F,35,6,english,4,man,speed,20-60,8,0.0015873015873
11,F,35,6,english,4,man,speed,>60,9,0.0015873015873
11,F,35,6,english,5,penguin,height,0-1,0,0.42735042735
11,F,35,6,english,5,penguin,height,1-4,1,0.41452991453
11,F,35,6,english,5,penguin,height,4-4.5,2,0.0769230769231
11,F,35,6,english,5,penguin,height,4.5-5,3,0.00854700854701
11,F,35,6,english,5,penguin,height,5-5.5,4,0.017094017094
11,F,35,6,english,5,penguin,height,5.5-6,5,0.0128205128205
11,F,35,6,english,5,penguin,height,6-6.5,6,0.00854700854701
11,F,35,6,english,5,penguin,height,6.5-7,7,0.017094017094
11,F,35,6,english,5,penguin,height,7-15,8,0.00854700854701
11,F,35,6,english,5,penguin,height,>15,9,0.00854700854701
11,F,35,6,english,6,cheetah,speed,0-1,0,0.118644067797
11,F,35,6,english,6,cheetah,speed,1-5,1,0.11985472155
11,F,35,6,english,6,cheetah,speed,5-6,2,0.118644067797
11,F,35,6,english,6,cheetah,speed,6-7,3,0.11985472155
11,F,35,6,english,6,cheetah,speed,7-8,4,0.118644067797
11,F,35,6,english,6,cheetah,speed,8-9,5,0.115012106538
11,F,35,6,english,6,cheetah,speed,9-10,6,0.118644067797
11,F,35,6,english,6,cheetah,speed,10-20,7,0.118644067797
11,F,35,6,english,6,cheetah,speed,20-60,8,0.0508474576271
11,F,35,6,english,6,cheetah,speed,>60,9,0.00121065375303
11,F,35,6,english,7,woman,height,0-1,0,0.0096463022508
11,F,35,6,english,7,woman,height,1-4,1,0.0096463022508
11,F,35,6,english,7,woman,height,4-4.5,2,0.0868167202572
11,F,35,6,english,7,woman,height,4.5-5,3,0.16077170418
11,F,35,6,english,7,woman,height,5-5.5,4,0.318327974277
11,F,35,6,english,7,woman,height,5.5-6,5,0.231511254019
11,F,35,6,english,7,woman,height,6-6.5,6,0.109324758842
11,F,35,6,english,7,woman,height,6.5-7,7,0.0546623794212
11,F,35,6,english,7,woman,height,7-15,8,0.0128617363344
11,F,35,6,english,7,woman,height,>15,9,0.0064308681672
11,F,35,6,english,8,man,height,0-1,0,0.00632911392405
11,F,35,6,english,8,man,height,1-4,1,0.0295358649789
11,F,35,6,english,8,man,height,4-4.5,2,0.0738396624473
11,F,35,6,english,8,man,height,4.5-5,3,0.149789029536
11,F,35,6,english,8,man,height,5-5.5,4,0.204641350211
11,F,35,6,english,8,man,height,5.5-6,5,0.206751054852
11,F,35,6,english,8,man,height,6-6.5,6,0.191983122363
11,F,35,6,english,8,man,height,6.5-7,7,0.0822784810127
11,F,35,6,english,8,man,height,7-15,8,0.0506329113924
11,F,35,6,english,8,man,height,>15,9,0.0042194092827
11,F,35,6,english,9,giraffe,height,0-1,0,0.00372439478585
11,F,35,6,english,9,giraffe,height,1-4,1,0.00744878957169
11,F,35,6,english,9,giraffe,height,4-4.5,2,0.0446927374302
11,F,35,6,english,9,giraffe,height,4.5-5,3,0.0912476722533
11,F,35,6,english,9,giraffe,height,5-5.5,4,0.12104283054
11,F,35,6,english,9,giraffe,height,5.5-6,5,0.182495344507
11,F,35,6,english,9,giraffe,height,6-6.5,6,0.182495344507
11,F,35,6,english,9,giraffe,height,6.5-7,7,0.180633147114
11,F,35,6,english,9,giraffe,height,7-15,8,0.184357541899
11,F,35,6,english,9,giraffe,height,>15,9,0.00186219739292
11,F,35,6,english,10,elephant,weight,0-10,0,0.0213414634146
11,F,35,6,english,10,elephant,weight,10-100,1,0.0411585365854
