person,1,1,1,0.226814221297802,1
person,1,1,0,0.17374560043541337,1
person,1,0,1,0.189433700662794,1
person,1,0,0,0.15934303972514513,1
person,0,1,1,0.09279613317877074,1
person,0,1,0,0.060232415436971415,1
person,0,0,1,0.05156096971391714,1
person,0,0,0,0.03387119494599515,1
target,1,1,1,0.004613852097533654,1
target,1,1,0,0.0022587899788026216,1
target,1,0,1,0.002068409999034744,1
target,1,0,0,0.0016234270503962735,1
target,0,1,1,0.0007423704860246406,1
target,0,1,0,0.0004323241777687104,1
target,0,0,1,0.0003239914809031352,1
target,0,0,0,0.00013955933272743126,1
person,1,1,1,0.15176506697999326,2
person,1,1,0,0.1779001994481357,2
person,1,0,1,0.1314149124502886,2
person,1,0,0,0.16717414692738916,2
person,0,1,1,0.0930527225044806,2
person,0,1,0,0.09489114323237781,2
person,0,0,1,0.08101397488509242,2
person,0,0,0,0.0900989864878475,2
target,1,1,1,0.004005257291021162,2
target,1,1,0,0.0015128684061912162,2
target,1,0,1,0.0023259925032796057,2
target,1,0,0,0.0007333402414244093,2
target,0,1,1,0.002332402994511163,2
target,0,1,0,0.0005572359168403496,2
target,0,0,1,0.000994158652184962,2
target,0,0,0,0.00022759107894194163,2
person,1,1,1,0.21100816063406963,3
person,1,1,0,0.1677644545982596,3
person,1,0,1,0.182841584007086,3
person,1,0,0,0.13046561658674474,3
person,0,1,1,0.10260353427008406,3
person,0,1,0,0.08137744645238042,3
person,0,0,1,0.07674636735777952,3
person,0,0,0,0.03457712831742256,3
target,1,1,1,0.0061597004045969555,3
target,1,1,0,0.0017071277124968243,3
target,1,0,1,0.0013845592146642036,3
target,1,0,0,0.00048753828106510596,3
target,0,1,1,0.001637732289931436,3
target,0,1,0,0.0007054729175797233,3
target,0,0,1,0.0004337129826516418,3
target,0,0,0,0.00009986397318767186,3
person,1,1,1,0.20185857303685703,4
person,1,1,0,0.18679649916295699,4
person,1,0,1,0.1612414496271456,4
person,1,0,0,0.15182971862805858,4
person,0,1,1,0.09988854400451638,4
person,0,1,0,0.09055150351628834,4
person,0,0,1,0.05239664283688691,4
person,0,0,0,0.04338070816686177,4
target,1,1,1,0.004455227958219964,4
target,1,1,0,0.003216515879042091,4
target,1,0,1,0.000985874375967111,4
target,1,0,0,0.000888138510171633,4
target,0,1,1,0.001185395161229885,4
target,0,1,0,0.0009661550562889365,4
target,0,0,1,0.00019759036530160015,4
target,0,0,0,0.00016146371420710696,4
person,1,1,1,0.1697455138320669,5
person,1,1,0,0.1548696829568542,5
person,1,0,1,0.11515292318824809,5
person,1,0,0,0.10639485557565226,5
person,0,1,1,0.13891142446886734,5
person,0,1,0,0.11786580973464772,5
person,0,0,1,0.09265613675441227,5
person,0,0,0,0.09377267182638313,5
target,1,1,1,0.0019793761116578506,5
target,1,1,0,0.0019207987378113175,5
target,1,0,1,0.0007642796743110792,5
target,1,0,0,0.0006959140141006797,5
target,0,1,1,0.0021385431659792786,5
target,0,1,0,0.0017403432685656171,5
target,0,0,1,0.0007419020318753997,5
target,0,0,0,0.0006498246585670352,5
person,1,1,1,0.17724567892531756,6
person,1,1,0,0.2526464263366428,6
person,1,0,1,0.1401201038241382,6
person,1,0,0,0.15958434698236892,6
person,0,1,1,0.07711820389865821,6
person,0,1,0,0.07760349750116584,6
person,0,0,1,0.06095252260748128,6
person,0,0,0,0.04274006870165337,6
target,1,1,1,0.004240049644824218,6
target,1,1,0,0.0025374008868771394,6
target,1,0,1,0.0017621056833478903,6
target,1,0,0,0.0015761095838590178,6
target,0,1,1,0.0007649815188732836,6
target,0,1,0,0.0004799746945496542,6
target,0,0,1,0.00036768857518349276,6
target,0,0,0,0.00026084063505895424,6
person,1,1,1,0.15464995907697723,7
person,1,1,0,0.13071117897146856,7
person,1,0,1,0.16693254785044173,7
person,1,0,0,0.16898499337847434,7
person,0,1,1,0.11823347829277808,7
person,0,1,0,0.08256921945184333,7
person,0,0,1,0.09498497352899984,7
person,0,0,0,0.07227476579205473,7
target,1,1,1,0.002338580438788169,7
target,1,1,0,0.0014900191515137922,7
target,1,0,1,0.0020782893743698464,7
target,1,0,0,0.0015656052967797577,7
target,0,1,1,0.001162133301480152,7
target,0,1,0,0.0006252861004260404,7
target,0,0,1,0.0009622188092321721,7
target,0,0,0,0.0004367511843721207,7
person,1,1,1,0.2570771302964753,8
person,1,1,0,0.13664297657184143,8
person,1,0,1,0.19385064325051043,8
person,1,0,0,0.12235154243823394,8
person,0,1,1,0.09897190596401731,8
person,0,1,0,0.06888164386183046,8
person,0,0,1,0.07145438069658483,8
person,0,0,0,0.03855532670397379,8
target,1,1,1,0.004709267048577383,8
target,1,1,0,0.002122186150291137,8
target,1,0,1,0.002303543135247816,8
target,1,0,0,0.0009958258655672094,8
target,0,1,1,0.0010557349109760073,8
target,0,1,0,0.00038974504595271856,8
target,0,0,1,0.0004290773836994092,8
target,0,0,0,0.000209070676220724,8
person,1,1,1,0.22926748874660346,9
person,1,1,0,0.17118617532326041,9
person,1,0,1,0.18186444622424755,9
person,1,0,0,0.13293894275055554,9
person,0,1,1,0.09419199163961327,9
person,0,1,0,0.06623966043257029,9
person,0,0,1,0.06519395797678243,9
person,0,0,0,0.04776581265930568,9
target,1,1,1,0.00438312898682743,9
target,1,1,0,0.0018015163758332766,9
target,1,0,1,0.0017882848494577474,9
target,1,0,0,0.001356920256888087,9
target,0,1,1,0.0007979229559800814,9
target,0,1,0,0.0003895997560070397,9
target,0,0,1,0.00046338147071052607,9
target,0,0,0,0.0003707695953571141,9
person,1,1,1,0.25821304784606697,10
person,1,1,0,0.16576472993925048,10
person,1,0,1,0.14257002693379425,10
person,1,0,0,0.16795838645468864,10
person,0,1,1,0.109872145177688,10
person,0,1,0,0.050856830970896834,10
person,0,0,1,0.05347573507698938,10
person,0,0,0,0.03960750244742921,10
target,1,1,1,0.0043903874578790116,10
target,1,1,0,0.0017453022468225847,10
target,1,0,1,0.002161404962879399,10
target,1,0,0,0.0013852069333664023,10
target,0,1,1,0.0010596193031947399,10
target,0,1,0,0.00036155377752224074,10
target,0,0,1,0.0004221885937165424,10
