animal,feature,featureType,question,bin,Freq
elephant,slow,expanded,big,1,0.125
elephant,slow,expanded,big,2,0.25
elephant,slow,expanded,big,3,0.375
elephant,slow,expanded,big,4,0.125
elephant,slow,expanded,general,0,0.153846153846154
elephant,slow,expanded,general,1,0.0769230769230769
elephant,slow,expanded,general,2,0.307692307692308
elephant,slow,expanded,general,3,0.153846153846154
elephant,slow,expanded,general,4,0.307692307692308
elephant,slow,expanded,hard,0,0.166666666666667
elephant,slow,expanded,hard,1,0.166666666666667
elephant,slow,expanded,hard,2,0.166666666666667
elephant,slow,expanded,hard,3,0.333333333333333
elephant,slow,expanded,hard,4,0.166666666666667
elephant,striped,expanded,big,0,0.5
elephant,striped,expanded,big,1,0.125
elephant,striped,expanded,big,2,0.125
elephant,striped,expanded,big,3,0.125
elephant,striped,expanded,big,4,0.125
elephant,striped,expanded,general,0,0.461538461538462
elephant,striped,expanded,general,1,0.153846153846154
elephant,striped,expanded,general,2,0.0769230769230769
elephant,striped,expanded,general,3,0.230769230769231
elephant,striped,expanded,general,4,0.0769230769230769
elephant,striped,expanded,hard,0,0.333333333333333
elephant,striped,expanded,hard,1,0.166666666666667
elephant,striped,expanded,hard,2,0.166666666666667
elephant,striped,expanded,hard,3,0.166666666666667
elephant,striped,expanded,hard,4,0.166666666666667
elephant,strong,expanded,big,0,0.25
elephant,strong,expanded,big,1,0.125
elephant,strong,expanded,big,2,0.375
elephant,strong,expanded,big,3,0.125
elephant,strong,expanded,big,4,0.125
elephant,strong,expanded,general,0,0.230769230769231
elephant,strong,expanded,general,1,0.0769230769230769
elephant,strong,expanded,general,2,0.153846153846154
elephant,strong,expanded,general,3,0.230769230769231
elephant,strong,expanded,general,4,0.307692307692308
elephant,strong,expanded,hard,0,0.166666666666667
elephant,strong,expanded,hard,1,0.166666666666667
elephant,strong,expanded,hard,2,0.333333333333333
elephant,strong,expanded,hard,3,0.166666666666667
elephant,strong,expanded,hard,4,0.166666666666667
giraffe,fast,expanded,general,0,0.0769230769230769
giraffe,fast,expanded,general,1,0.307692307692308
giraffe,fast,expanded,general,2,0.307692307692308
giraffe,fast,expanded,general,3,0.230769230769231
giraffe,fast,expanded,general,4,0.0769230769230769
giraffe,fast,expanded,long,0,0.125
giraffe,fast,expanded,long,1,0.25
giraffe,fast,expanded,long,2,0.25
giraffe,fast,expanded,long,3,0.25
giraffe,fast,expanded,long,4,0.125
giraffe,fast,expanded,tall,0,0.4
giraffe,fast,expanded,tall,1,0.3
giraffe,fast,expanded,tall,2,0.1
giraffe,fast,expanded,tall,3,0.1
giraffe,fast,expanded,tall,4,0.1
giraffe,long,core,general,0,0.0769230769230769
giraffe,long,core,general,1,0.0769230769230769
giraffe,long,core,general,2,0.153846153846154
giraffe,long,core,general,3,0.307692307692308
giraffe,long,core,general,4,0.384615384615385
giraffe,long,core,long,0,0.125
giraffe,long,core,long,1,0.125
giraffe,long,core,long,2,0.125
giraffe,long,core,long,3,0.375
giraffe,long,core,long,4,0.25
giraffe,long,core,tall,0,0.2
giraffe,long,core,tall,1,0.1
giraffe,long,core,tall,2,0.3
giraffe,long,core,tall,3,0.2
giraffe,long,core,tall,4,0.2
giraffe,slithery,expanded,general,0,0.384615384615385
giraffe,slithery,expanded,general,1,0.307692307692308
giraffe,slithery,expanded,general,2,0.153846153846154
giraffe,slithery,expanded,general,3,0.0769230769230769
giraffe,slithery,expanded,general,4,0.0769230769230769
giraffe,slithery,expanded,long,0,0.25
giraffe,slithery,expanded,long,1,0.375
giraffe,slithery,expanded,long,2,0.125
giraffe,slithery,expanded,long,3,0.125
giraffe,slithery,expanded,long,4,0.125
giraffe,slithery,expanded,tall,0,0.5
giraffe,slithery,expanded,tall,1,0.1
giraffe,slithery,expanded,tall,2,0.2
giraffe,slithery,expanded,tall,3,0.1
giraffe,slithery,expanded,tall,4,0.1
giraffe,strong,expanded,general,0,0.0769230769230769
giraffe,strong,expanded,general,1,0.153846153846154
giraffe,strong,expanded,general,2,0.461538461538462
giraffe,strong,expanded,general,3,0.153846153846154
giraffe,strong,expanded,general,4,0.153846153846154
giraffe,strong,expanded,long,0,0.125
giraffe,strong,expanded,long,1,0.25
giraffe,strong,expanded,long,2,0.25
giraffe,strong,expanded,long,3,0.25
giraffe,strong,expanded,long,4,0.125
giraffe,strong,expanded,tall,0,0.3
giraffe,strong,expanded,tall,1,0.2
giraffe,strong,expanded,tall,2,0.2
giraffe,strong,expanded,tall,3,0.2
giraffe,strong,expanded,tall,4,0.1
giraffe,tall,core,general,0,0.0769230769230769
giraffe,tall,core,general,1,0.0769230769230769
giraffe,tall,core,general,2,0.0769230769230769
giraffe,tall,core,general,3,0.153846153846154
giraffe,tall,core,general,4,0.615384615384615
giraffe,tall,core,long,0,0.125
giraffe,tall,core,long,1,0.25
giraffe,tall,core,long,2,0.125
giraffe,tall,core,long,3,0.25
giraffe,tall,core,long,4,0.25
giraffe,tall,core,tall,0,0.1
giraffe,tall,core,tall,1,0.1
giraffe,tall,core,tall,2,0.1
giraffe,tall,core,tall,3,0.1
giraffe,tall,core,tall,4,0.6
lion,big,expanded,fierce,0,0.111111111111111
lion,big,expanded,fierce,1,0.111111111111111
lion,big,expanded,fierce,2,0.333333333333333
lion,big,expanded,fierce,3,0.111111111111111
lion,big,expanded,fierce,4,0.333333333333333
lion,big,expanded,general,0,0.111111111111111
lion,big,expanded,general,1,0.0555555555555556
lion,big,expanded,general,2,0.222222222222222
lion,big,expanded,general,3,0.444444444444444
lion,big,expanded,general,4,0.166666666666667
lion,big,expanded,strong,0,0.125
lion,big,expanded,strong,1,0.125
lion,big,expanded,strong,2,0.25
lion,big,expanded,strong,3,0.25
lion,big,expanded,strong,4,0.25
lion,fast,expanded,fierce,0,0.111111111111111
lion,fast,expanded,fierce,1,0.111111111111111
lion,fast,expanded,fierce,2,0.222222222222222
lion,fast,expanded,fierce,3,0.222222222222222
lion,fast,expanded,fierce,4,0.333333333333333
lion,fast,expanded,general,0,0.111111111111111
lion,fast,expanded,general,1,0.111111111111111
lion,fast,expanded,general,2,0.333333333333333
lion,fast,expanded,general,3,0.333333333333333
lion,fast,expanded,general,4,0.111111111111111
lion,fast,expanded,strong,0,0.125
lion,fast,expanded,strong,1,0.25
lion,fast,expanded,strong,2,0.25
lion,fast,expanded,strong,3,0.25
lion,fast,expanded,strong,4,0.125
lion,fierce,core,fierce,0,0.111111111111111
lion,fierce,core,fierce,1,0.111111111111111
lion,fierce,core,fierce,2,0.111111111111111
lion,fierce,core,fierce,3,0.111111111111111
lion,fierce,core,fierce,4,0.555555555555556
lion,fierce,core,general,0,0.111111111111111
lion,fierce,core,general,1,0.0555555555555556
lion,fierce,core,general,2,0.166666666666667
lion,fierce,core,general,3,0.222222222222222
lion,fierce,core,general,4,0.444444444444444
lion,fierce,core,strong,0,0.25
lion,fierce,core,strong,1,0.25
lion,fierce,core,strong,2,0.125
lion,fierce,core,strong,3,0.125
lion,fierce,core,strong,4,0.25
lion,hairy,expanded,fierce,0,0.111111111111111
lion,hairy,expanded,fierce,1,0.111111111111111
lion,hairy,expanded,fierce,2,0.333333333333333
lion,hairy,expanded,fierce,3,0.222222222222222
lion,hairy,expanded,fierce,4,0.222222222222222
lion,hairy,expanded,general,0,0.166666666666667
lion,hairy,expanded,general,1,0.111111111111111
lion,hairy,expanded,general,2,0.388888888888889
lion,hairy,expanded,general,3,0.166666666666667
lion,hairy,expanded,general,4,0.166666666666667
lion,hairy,expanded,strong,0,0.25
lion,hairy,expanded,strong,1,0.125
lion,hairy,expanded,strong,2,0.25
lion,hairy,expanded,strong,3,0.125
lion,hairy,expanded,strong,4,0.25
lion,hard,expanded,fierce,0,0.111111111111111
lion,hard,expanded,fierce,1,0.222222222222222
lion,hard,expanded,fierce,2,0.222222222222222
lion,hard,expanded,fierce,3,0.222222222222222
lion,hard,expanded,fierce,4,0.222222222222222
lion,hard,expanded,general,0,0.166666666666667
lion,hard,expanded,general,1,0.222222222222222
lion,hard,expanded,general,2,0.166666666666667
lion,hard,expanded,general,3,0.333333333333333
lion,hard,expanded,general,4,0.111111111111111
lion,hard,expanded,strong,0,0.25
lion,hard,expanded,strong,1,0.125
lion,hard,expanded,strong,2,0.25
lion,hard,expanded,strong,3,0.125
lion,hard,expanded,strong,4,0.25
lion,majestic,expanded,fierce,0,0.222222222222222
lion,majestic,expanded,fierce,1,0.111111111111111
lion,majestic,expanded,fierce,2,0.111111111111111
lion,majestic,expanded,fierce,3,0.222222222222222
lion,majestic,expanded,fierce,4,0.333333333333333
lion,majestic,expanded,general,0,0.0555555555555556
lion,majestic,expanded,general,1,0.111111111111111
lion,majestic,expanded,general,2,0.277777777777778
lion,majestic,expanded,general,3,0.277777777777778
lion,majestic,expanded,general,4,0.277777777777778
lion,majestic,expanded,strong,0,0.125
lion,majestic,expanded,strong,1,0.125
lion,majestic,expanded,strong,2,0.125
lion,majestic,expanded,strong,3,0.25
lion,majestic,expanded,strong,4,0.375
lion,proud,expanded,fierce,0,0.111111111111111
lion,proud,expanded,fierce,1,0.111111111111111
lion,proud,expanded,fierce,2,0.111111111111111
lion,proud,expanded,fierce,3,0.222222222222222
lion,proud,expanded,fierce,4,0.444444444444444
lion,proud,expanded,general,0,0.111111111111111
lion,proud,expanded,general,1,0.0555555555555556
lion,proud,expanded,general,2,0.166666666666667
lion,proud,expanded,general,3,0.388888888888889
lion,proud,expanded,general,4,0.277777777777778
lion,proud,expanded,strong,0,0.25
lion,proud,expanded,strong,1,0.125
lion,proud,expanded,strong,2,0.125
lion,proud,expanded,strong,3,0.25
lion,proud,expanded,strong,4,0.25
lion,striped,expanded,fierce,0,0.555555555555556
lion,striped,expanded,fierce,1,0.111111111111111
lion,striped,expanded,fierce,2,0.111111111111111
lion,striped,expanded,fierce,3,0.111111111111111
lion,striped,expanded,fierce,4,0.111111111111111
lion,striped,expanded,general,0,0.555555555555556
lion,striped,expanded,general,1,0.222222222222222
lion,striped,expanded,general,2,0.0555555555555556
lion,striped,expanded,general,3,0.111111111111111
lion,striped,expanded,general,4,0.0555555555555556
lion,striped,expanded,strong,0,0.25
lion,striped,expanded,strong,1,0.125
lion,striped,expanded,strong,2,0.25
lion,striped,expanded,strong,3,0.25
lion,striped,expanded,strong,4,0.125
lion,strong,core,fierce,0,0.111111111111111
lion,strong,core,fierce,1,0.111111111111111
lion,strong,core,fierce,2,0.111111111111111
lion,strong,core,fierce,3,0.333333333333333
lion,strong,core,fierce,4,0.333333333333333
lion,strong,core,general,0,0.111111111111111
lion,strong,core,general,1,0.0555555555555556
lion,strong,core,general,2,0.222222222222222
lion,strong,core,general,3,0.444444444444444
lion,strong,core,general,4,0.166666666666667
lion,strong,core,strong,0,0.125
lion,strong,core,strong,1,0.125
lion,strong,core,strong,2,0.375
lion,strong,core,strong,3,0.125
lion,strong,core,strong,4,0.25
monkey,agile,expanded,funny,0,0.3
monkey,agile,expanded,funny,1,0.1
monkey,agile,expanded,funny,2,0.3
monkey,agile,expanded,funny,3,0.1
monkey,agile,expanded,funny,4,0.2
monkey,agile,expanded,general,0,0.1
monkey,agile,expanded,general,1,0.1
monkey,agile,expanded,general,2,0.3
monkey,agile,expanded,general,3,0.3
monkey,agile,expanded,general,4,0.2
monkey,agile,expanded,smart,0,0.25
monkey,agile,expanded,smart,1,0.25
monkey,agile,expanded,smart,2,0.125
monkey,agile,expanded,smart,3,0.125
monkey,agile,expanded,smart,4,0.25
monkey,busy,expanded,funny,0,0.3
monkey,busy,expanded,funny,1,0.1
monkey,busy,expanded,funny,2,0.3
monkey,busy,expanded,funny,3,0.2
monkey,busy,expanded,funny,4,0.1
monkey,busy,expanded,general,0,0.1
monkey,busy,expanded,general,1,0.2
monkey,busy,expanded,general,2,0.4
monkey,busy,expanded,general,3,0.1
monkey,busy,expanded,general,4,0.2
monkey,busy,expanded,smart,0,0.25
monkey,busy,expanded,smart,1,0.25
monkey,busy,expanded,smart,2,0.125
monkey,busy,expanded,smart,3,0.25
monkey,busy,expanded,smart,4,0.125
monkey,cute,expanded,funny,0,0.3
monkey,cute,expanded,funny,1,0.1
monkey,cute,expanded,funny,2,0.2
monkey,cute,expanded,funny,3,0.2
monkey,cute,expanded,funny,4,0.2
monkey,cute,expanded,general,0,0.2
monkey,cute,expanded,general,1,0.4
monkey,cute,expanded,general,2,0.1
monkey,cute,expanded,general,3,0.1
monkey,cute,expanded,general,4,0.2
monkey,cute,expanded,smart,0,0.25
monkey,cute,expanded,smart,1,0.125
monkey,cute,expanded,smart,2,0.25
monkey,cute,expanded,smart,3,0.25
monkey,cute,expanded,smart,4,0.125
monkey,dumb,expanded,funny,0,0.2
monkey,dumb,expanded,funny,1,0.3
monkey,dumb,expanded,funny,2,0.2
monkey,dumb,expanded,funny,3,0.1
monkey,dumb,expanded,funny,4,0.2
monkey,dumb,expanded,general,0,0.2
monkey,dumb,expanded,general,1,0.2
monkey,dumb,expanded,general,2,0.2
monkey,dumb,expanded,general,3,0.2
monkey,dumb,expanded,general,4,0.2
monkey,dumb,expanded,smart,0,0.25
monkey,dumb,expanded,smart,1,0.125
monkey,dumb,expanded,smart,2,0.125
monkey,dumb,expanded,smart,3,0.125
monkey,dumb,expanded,smart,4,0.375
monkey,fast,expanded,funny,0,0.4
monkey,fast,expanded,funny,1,0.2
monkey,fast,expanded,funny,2,0.1
monkey,fast,expanded,funny,3,0.1
monkey,fast,expanded,funny,4,0.2
monkey,fast,expanded,general,0,0.1
monkey,fast,expanded,general,1,0.2
monkey,fast,expanded,general,2,0.3
monkey,fast,expanded,general,3,0.2
monkey,fast,expanded,general,4,0.2
monkey,fast,expanded,smart,0,0.25
monkey,fast,expanded,smart,1,0.125
monkey,fast,expanded,smart,2,0.25
monkey,fast,expanded,smart,3,0.25
monkey,fast,expanded,smart,4,0.125
monkey,friendly,expanded,funny,0,0.2
monkey,friendly,expanded,funny,1,0.2
monkey,friendly,expanded,funny,2,0.1
monkey,friendly,expanded,funny,3,0.3
monkey,friendly,expanded,funny,4,0.2
monkey,friendly,expanded,general,0,0.1
monkey,friendly,expanded,general,1,0.2
monkey,friendly,expanded,general,2,0.5
monkey,friendly,expanded,general,3,0.1
monkey,friendly,expanded,general,4,0.1
monkey,friendly,expanded,smart,0,0.125
monkey,friendly,expanded,smart,1,0.125
monkey,friendly,expanded,smart,2,0.375
monkey,friendly,expanded,smart,3,0.125
monkey,friendly,expanded,smart,4,0.25
monkey,funny,core,funny,0,0.2
monkey,funny,core,funny,1,0.1
monkey,funny,core,funny,2,0.1
monkey,funny,core,funny,3,0.3
monkey,funny,core,funny,4,0.3
monkey,funny,core,general,0,0.2
monkey,funny,core,general,1,0.2
monkey,funny,core,general,2,0.2
monkey,funny,core,general,3,0.2
monkey,funny,core,general,4,0.2
monkey,funny,core,smart,0,0.375
monkey,funny,core,smart,1,0.125
monkey,funny,core,smart,2,0.125
monkey,funny,core,smart,3,0.25
monkey,funny,core,smart,4,0.125
monkey,happy,expanded,funny,0,0.2
monkey,happy,expanded,funny,1,0.1
monkey,happy,expanded,funny,2,0.3
monkey,happy,expanded,funny,3,0.1
monkey,happy,expanded,funny,4,0.3
monkey,happy,expanded,general,0,0.1
monkey,happy,expanded,general,1,0.2
monkey,happy,expanded,general,2,0.2
monkey,happy,expanded,general,3,0.3
monkey,happy,expanded,general,4,0.2
monkey,happy,expanded,smart,0,0.125
monkey,happy,expanded,smart,1,0.25
monkey,happy,expanded,smart,2,0.25
monkey,happy,expanded,smart,3,0.125
monkey,happy,expanded,smart,4,0.25
monkey,industrious,expanded,funny,0,0.3
monkey,industrious,expanded,funny,1,0.2
monkey,industrious,expanded,funny,2,0.3
monkey,industrious,expanded,funny,3,0.1
monkey,industrious,expanded,funny,4,0.1
monkey,industrious,expanded,general,0,0.2
monkey,industrious,expanded,general,1,0.3
monkey,industrious,expanded,general,2,0.1
monkey,industrious,expanded,general,3,0.2
monkey,industrious,expanded,general,4,0.2
monkey,industrious,expanded,smart,0,0.375
monkey,industrious,expanded,smart,1,0.125
monkey,industrious,expanded,smart,2,0.25
monkey,industrious,expanded,smart,3,0.125
monkey,industrious,expanded,smart,4,0.125
monkey,lazy,expanded,funny,0,0.5
monkey,lazy,expanded,funny,1,0.1
monkey,lazy,expanded,funny,2,0.1
monkey,lazy,expanded,funny,3,0.1
monkey,lazy,expanded,funny,4,0.2
monkey,lazy,expanded,general,0,0.2
monkey,lazy,expanded,general,1,0.3
monkey,lazy,expanded,general,2,0.1
monkey,lazy,expanded,general,3,0.2
monkey,lazy,expanded,general,4,0.2
monkey,lazy,expanded,smart,0,0.375
monkey,lazy,expanded,smart,1,0.25
monkey,lazy,expanded,smart,2,0.125
monkey,lazy,expanded,smart,3,0.125
monkey,lazy,expanded,smart,4,0.125
monkey,loud,expanded,funny,0,0.2
monkey,loud,expanded,funny,1,0.3
monkey,loud,expanded,funny,2,0.2
monkey,loud,expanded,funny,3,0.1
monkey,loud,expanded,funny,4,0.2
monkey,loud,expanded,general,0,0.2
monkey,loud,expanded,general,1,0.1
monkey,loud,expanded,general,2,0.3
monkey,loud,expanded,general,3,0.2
monkey,loud,expanded,general,4,0.2
monkey,loud,expanded,smart,0,0.25
monkey,loud,expanded,smart,1,0.125
monkey,loud,expanded,smart,2,0.125
monkey,loud,expanded,smart,3,0.375
monkey,loud,expanded,smart,4,0.125
monkey,loyal,expanded,funny,0,0.3
monkey,loyal,expanded,funny,1,0.3
monkey,loyal,expanded,funny,2,0.2
monkey,loyal,expanded,funny,3,0.1
monkey,loyal,expanded,funny,4,0.1
monkey,loyal,expanded,general,0,0.1
monkey,loyal,expanded,general,1,0.3
monkey,loyal,expanded,general,2,0.3
monkey,loyal,expanded,general,3,0.2
monkey,loyal,expanded,general,4,0.1
monkey,loyal,expanded,smart,0,0.25
monkey,loyal,expanded,smart,1,0.25
monkey,loyal,expanded,smart,2,0.25
monkey,loyal,expanded,smart,3,0.125
monkey,loyal,expanded,smart,4,0.125
monkey,playful,expanded,funny,0,0.2
monkey,playful,expanded,funny,1,0.2
monkey,playful,expanded,funny,2,0.2
monkey,playful,expanded,funny,3,0.1
monkey,playful,expanded,funny,4,0.3
monkey,playful,expanded,general,0,0.1
monkey,playful,expanded,general,1,0.2
monkey,playful,expanded,general,2,0.3
monkey,playful,expanded,general,3,0.2
monkey,playful,expanded,general,4,0.2
monkey,playful,expanded,smart,0,0.125
monkey,playful,expanded,smart,1,0.125
monkey,playful,expanded,smart,2,0.25
monkey,playful,expanded,smart,3,0.25
monkey,playful,expanded,smart,4,0.25
monkey,quiet,expanded,funny,0,0.3
monkey,quiet,expanded,funny,1,0.4
monkey,quiet,expanded,funny,2,0.1
monkey,quiet,expanded,funny,3,0.1
monkey,quiet,expanded,funny,4,0.1
monkey,quiet,expanded,general,0,0.3
monkey,quiet,expanded,general,1,0.4
monkey,quiet,expanded,general,2,0.1
monkey,quiet,expanded,general,3,0.1
monkey,quiet,expanded,general,4,0.1
monkey,quiet,expanded,smart,0,0.5
monkey,quiet,expanded,smart,1,0.125
monkey,quiet,expanded,smart,2,0.125
monkey,quiet,expanded,smart,3,0.125
monkey,quiet,expanded,smart,4,0.125
monkey,sleek,expanded,funny,0,0.3
monkey,sleek,expanded,funny,1,0.1
monkey,sleek,expanded,funny,2,0.2
monkey,sleek,expanded,funny,3,0.3
monkey,sleek,expanded,funny,4,0.1
monkey,sleek,expanded,general,0,0.4
monkey,sleek,expanded,general,1,0.1
monkey,sleek,expanded,general,2,0.1
monkey,sleek,expanded,general,3,0.2
monkey,sleek,expanded,general,4,0.2
monkey,sleek,expanded,smart,0,0.375
monkey,sleek,expanded,smart,1,0.125
monkey,sleek,expanded,smart,2,0.25
monkey,sleek,expanded,smart,3,0.125
monkey,sleek,expanded,smart,4,0.125
monkey,small,expanded,funny,0,0.2
monkey,small,expanded,funny,1,0.1
monkey,small,expanded,funny,2,0.2
monkey,small,expanded,funny,3,0.3
monkey,small,expanded,funny,4,0.2
monkey,small,expanded,general,0,0.2
monkey,small,expanded,general,1,0.2
monkey,small,expanded,general,2,0.2
monkey,small,expanded,general,3,0.3
monkey,small,expanded,general,4,0.1
monkey,small,expanded,smart,0,0.25
monkey,small,expanded,smart,1,0.125
monkey,small,expanded,smart,2,0.375
monkey,small,expanded,smart,3,0.125
monkey,small,expanded,smart,4,0.125
monkey,smart,core,funny,0,0.3
monkey,smart,core,funny,1,0.1
monkey,smart,core,funny,2,0.2
monkey,smart,core,funny,3,0.2
monkey,smart,core,funny,4,0.2
monkey,smart,core,general,0,0.2
monkey,smart,core,general,1,0.2
monkey,smart,core,general,2,0.1
monkey,smart,core,general,3,0.3
monkey,smart,core,general,4,0.2
monkey,smart,core,smart,0,0.5
monkey,smart,core,smart,1,0.125
monkey,smart,core,smart,2,0.125
monkey,smart,core,smart,3,0.125
monkey,smart,core,smart,4,0.125
panda,big,core,big,0,0.166666666666667
panda,big,core,big,1,0.166666666666667
panda,big,core,big,2,0.166666666666667
panda,big,core,big,3,0.333333333333333
panda,big,core,big,4,0.166666666666667
panda,big,core,cute,0,0.3
panda,big,core,cute,1,0.2
panda,big,core,cute,2,0.3
panda,big,core,cute,3,0.1
panda,big,core,cute,4,0.1
panda,big,core,general,0,0.125
panda,big,core,general,1,0.0625
panda,big,core,general,2,0.125
panda,big,core,general,3,0.375
panda,big,core,general,4,0.3125
panda,cute,core,big,0,0.166666666666667
panda,cute,core,big,1,0.166666666666667
panda,cute,core,big,2,0.166666666666667
panda,cute,core,big,3,0.333333333333333
panda,cute,core,big,4,0.166666666666667
panda,cute,core,cute,0,0.1
panda,cute,core,cute,1,0.2
panda,cute,core,cute,2,0.2
panda,cute,core,cute,3,0.1
panda,cute,core,cute,4,0.4
panda,cute,core,general,0,0.125
panda,cute,core,general,1,0.125
panda,cute,core,general,2,0.125
panda,cute,core,general,3,0.4375
panda,cute,core,general,4,0.1875
panda,friendly,expanded,big,0,0.166666666666667
panda,friendly,expanded,big,1,0.166666666666667
panda,friendly,expanded,big,2,0.166666666666667
panda,friendly,expanded,big,3,0.333333333333333
panda,friendly,expanded,big,4,0.166666666666667
panda,friendly,expanded,cute,0,0.1
panda,friendly,expanded,cute,1,0.1
panda,friendly,expanded,cute,2,0.3
panda,friendly,expanded,cute,3,0.2
panda,friendly,expanded,cute,4,0.3
panda,friendly,expanded,general,0,0.0625
panda,friendly,expanded,general,1,0.125
panda,friendly,expanded,general,2,0.0625
panda,friendly,expanded,general,3,0.375
panda,friendly,expanded,general,4,0.375
panda,hard,expanded,big,0,0.166666666666667
panda,hard,expanded,big,1,0.333333333333333
panda,hard,expanded,big,2,0.166666666666667
panda,hard,expanded,big,3,0.166666666666667
panda,hard,expanded,big,4,0.166666666666667
panda,hard,expanded,cute,0,0.5
panda,hard,expanded,cute,1,0.1
panda,hard,expanded,cute,2,0.2
panda,hard,expanded,cute,3,0.1
panda,hard,expanded,cute,4,0.1
panda,hard,expanded,general,0,0.25
panda,hard,expanded,general,1,0.375
panda,hard,expanded,general,2,0.1875
panda,hard,expanded,general,3,0.125
panda,hard,expanded,general,4,0.0625
panda,lazy,expanded,big,0,0.166666666666667
panda,lazy,expanded,big,1,0.166666666666667
panda,lazy,expanded,big,2,0.333333333333333
panda,lazy,expanded,big,3,0.166666666666667
panda,lazy,expanded,big,4,0.166666666666667
panda,lazy,expanded,cute,0,0.3
panda,lazy,expanded,cute,1,0.1
panda,lazy,expanded,cute,2,0.3
panda,lazy,expanded,cute,3,0.2
panda,lazy,expanded,cute,4,0.1
panda,lazy,expanded,general,0,0.0625
panda,lazy,expanded,general,1,0.1875
panda,lazy,expanded,general,2,0.125
panda,lazy,expanded,general,3,0.3125
panda,lazy,expanded,general,4,0.3125
panda,loyal,expanded,big,0,0.166666666666667
panda,loyal,expanded,big,1,0.166666666666667
panda,loyal,expanded,big,2,0.333333333333333
panda,loyal,expanded,big,3,0.166666666666667
panda,loyal,expanded,big,4,0.166666666666667
panda,loyal,expanded,cute,0,0.3
panda,loyal,expanded,cute,1,0.2
panda,loyal,expanded,cute,2,0.3
panda,loyal,expanded,cute,3,0.1
panda,loyal,expanded,cute,4,0.1
panda,loyal,expanded,general,0,0.0625
panda,loyal,expanded,general,1,0.125
panda,loyal,expanded,general,2,0.5625
panda,loyal,expanded,general,3,0.1875
panda,loyal,expanded,general,4,0.0625
panda,majestic,expanded,big,0,0.166666666666667
panda,majestic,expanded,big,1,0.166666666666667
panda,majestic,expanded,big,2,0.333333333333333
panda,majestic,expanded,big,3,0.166666666666667
panda,majestic,expanded,big,4,0.166666666666667
panda,majestic,expanded,cute,0,0.4
panda,majestic,expanded,cute,1,0.2
panda,majestic,expanded,cute,2,0.2
panda,majestic,expanded,cute,3,0.1
panda,majestic,expanded,cute,4,0.1
panda,majestic,expanded,general,0,0.0625
panda,majestic,expanded,general,1,0.4375
panda,majestic,expanded,general,2,0.125
panda,majestic,expanded,general,3,0.25
panda,majestic,expanded,general,4,0.125
panda,playful,expanded,big,0,0.166666666666667
panda,playful,expanded,big,1,0.166666666666667
panda,playful,expanded,big,2,0.166666666666667
panda,playful,expanded,big,3,0.333333333333333
panda,playful,expanded,big,4,0.166666666666667
panda,playful,expanded,cute,0,0.1
panda,playful,expanded,cute,1,0.1
panda,playful,expanded,cute,2,0.3
panda,playful,expanded,cute,3,0.2
panda,playful,expanded,cute,4,0.3
panda,playful,expanded,general,0,0.125
panda,playful,expanded,general,1,0.125
panda,playful,expanded,general,2,0.1875
panda,playful,expanded,general,3,0.3125
panda,playful,expanded,general,4,0.25
penguin,cute,core,cute,0,0.111111111111111
penguin,cute,core,cute,1,0.111111111111111
penguin,cute,core,cute,2,0.222222222222222
penguin,cute,core,cute,3,0.222222222222222
penguin,cute,core,cute,4,0.333333333333333
penguin,cute,core,funny,0,0.25
penguin,cute,core,funny,1,0.125
penguin,cute,core,funny,2,0.125
penguin,cute,core,funny,3,0.25
penguin,cute,core,funny,4,0.25
penguin,cute,core,general,0,0.181818181818182
penguin,cute,core,general,1,0.0909090909090909
penguin,cute,core,general,2,0.181818181818182
penguin,cute,core,general,3,0.363636363636364
penguin,cute,core,general,4,0.181818181818182
penguin,friendly,expanded,cute,0,0.111111111111111
penguin,friendly,expanded,cute,1,0.111111111111111
penguin,friendly,expanded,cute,2,0.222222222222222
penguin,friendly,expanded,cute,3,0.444444444444444
penguin,friendly,expanded,cute,4,0.111111111111111
penguin,friendly,expanded,funny,0,0.125
penguin,friendly,expanded,funny,1,0.25
penguin,friendly,expanded,funny,2,0.25
penguin,friendly,expanded,funny,3,0.125
penguin,friendly,expanded,funny,4,0.25
penguin,friendly,expanded,general,0,0.0909090909090909
penguin,friendly,expanded,general,1,0.181818181818182
penguin,friendly,expanded,general,2,0.363636363636364
penguin,friendly,expanded,general,3,0.272727272727273
penguin,friendly,expanded,general,4,0.0909090909090909
penguin,funny,core,cute,0,0.111111111111111
penguin,funny,core,cute,1,0.111111111111111
penguin,funny,core,cute,2,0.111111111111111
penguin,funny,core,cute,3,0.555555555555556
penguin,funny,core,cute,4,0.111111111111111
penguin,funny,core,funny,0,0.125
penguin,funny,core,funny,1,0.125
penguin,funny,core,funny,2,0.125
penguin,funny,core,funny,3,0.375
penguin,funny,core,funny,4,0.25
penguin,funny,core,general,0,0.0909090909090909
penguin,funny,core,general,1,0.0909090909090909
penguin,funny,core,general,2,0.181818181818182
penguin,funny,core,general,3,0.454545454545455
penguin,funny,core,general,4,0.181818181818182
penguin,lazy,expanded,cute,0,0.111111111111111
penguin,lazy,expanded,cute,1,0.333333333333333
penguin,lazy,expanded,cute,2,0.333333333333333
penguin,lazy,expanded,cute,3,0.111111111111111
penguin,lazy,expanded,cute,4,0.111111111111111
penguin,lazy,expanded,funny,0,0.125
