animal,feature,featureType,question,bin,Freq
penguin,lazy,expanded,funny,1,0.125
penguin,lazy,expanded,funny,2,0.25
penguin,lazy,expanded,funny,3,0.375
penguin,lazy,expanded,funny,4,0.125
penguin,lazy,expanded,general,0,0.0909090909090909
penguin,lazy,expanded,general,1,0.181818181818182
penguin,lazy,expanded,general,2,0.272727272727273
penguin,lazy,expanded,general,3,0.363636363636364
penguin,lazy,expanded,general,4,0.0909090909090909
penguin,loud,expanded,cute,0,0.222222222222222
penguin,loud,expanded,cute,1,0.333333333333333
penguin,loud,expanded,cute,2,0.222222222222222
penguin,loud,expanded,cute,3,0.111111111111111
penguin,loud,expanded,cute,4,0.111111111111111
penguin,loud,expanded,funny,0,0.25
penguin,loud,expanded,funny,1,0.25
penguin,loud,expanded,funny,2,0.125
penguin,loud,expanded,funny,3,0.125
penguin,loud,expanded,funny,4,0.25
penguin,loud,expanded,general,0,0.181818181818182
penguin,loud,expanded,general,1,0.454545454545455
penguin,loud,expanded,general,2,0.181818181818182
penguin,loud,expanded,general,3,0.0909090909090909
penguin,loud,expanded,general,4,0.0909090909090909
penguin,loyal,expanded,cute,0,0.111111111111111
penguin,loyal,expanded,cute,1,0.222222222222222
penguin,loyal,expanded,cute,2,0.333333333333333
penguin,loyal,expanded,cute,3,0.222222222222222
penguin,loyal,expanded,cute,4,0.111111111111111
penguin,loyal,expanded,funny,0,0.25
penguin,loyal,expanded,funny,1,0.125
penguin,loyal,expanded,funny,2,0.375
penguin,loyal,expanded,funny,3,0.125
penguin,loyal,expanded,funny,4,0.125
penguin,loyal,expanded,general,0,0.181818181818182
penguin,loyal,expanded,general,1,0.363636363636364
penguin,loyal,expanded,general,2,0.181818181818182
penguin,loyal,expanded,general,3,0.181818181818182
penguin,loyal,expanded,general,4,0.0909090909090909
penguin,playful,expanded,cute,0,0.111111111111111
penguin,playful,expanded,cute,1,0.222222222222222
penguin,playful,expanded,cute,2,0.111111111111111
penguin,playful,expanded,cute,3,0.222222222222222
penguin,playful,expanded,cute,4,0.333333333333333
penguin,playful,expanded,funny,0,0.125
penguin,playful,expanded,funny,1,0.125
penguin,playful,expanded,funny,2,0.25
penguin,playful,expanded,funny,3,0.125
penguin,playful,expanded,funny,4,0.375
penguin,playful,expanded,general,0,0.0909090909090909
penguin,playful,expanded,general,1,0.0909090909090909
penguin,playful,expanded,general,2,0.454545454545455
penguin,playful,expanded,general,3,0.272727272727273
penguin,playful,expanded,general,4,0.0909090909090909
penguin,smart,expanded,cute,0,0.111111111111111
penguin,smart,expanded,cute,1,0.222222222222222
penguin,smart,expanded,cute,2,0.222222222222222
penguin,smart,expanded,cute,3,0.333333333333333
penguin,smart,expanded,cute,4,0.111111111111111
penguin,smart,expanded,funny,0,0.125
penguin,smart,expanded,funny,1,0.25
penguin,smart,expanded,funny,2,0.25
penguin,smart,expanded,funny,3,0.25
penguin,smart,expanded,funny,4,0.125
penguin,smart,expanded,general,0,0.272727272727273
penguin,smart,expanded,general,1,0.272727272727273
penguin,smart,expanded,general,2,0.181818181818182
penguin,smart,expanded,general,3,0.0909090909090909
penguin,smart,expanded,general,4,0.181818181818182
rabbit,agile,expanded,cute,0,0.125
rabbit,agile,expanded,cute,1,0.125
rabbit,agile,expanded,cute,2,0.25
rabbit,agile,expanded,cute,3,0.375
rabbit,agile,expanded,cute,4,0.125
rabbit,agile,expanded,fast,0,0.125
rabbit,agile,expanded,fast,1,0.125
rabbit,agile,expanded,fast,2,0.125
rabbit,agile,expanded,fast,3,0.5
rabbit,agile,expanded,fast,4,0.125
rabbit,agile,expanded,general,0,0.0909090909090909
rabbit,agile,expanded,general,1,0.0909090909090909
rabbit,agile,expanded,general,2,0.0909090909090909
rabbit,agile,expanded,general,3,0.363636363636364
rabbit,agile,expanded,general,4,0.363636363636364
rabbit,cute,core,cute,0,0.125
rabbit,cute,core,cute,1,0.25
rabbit,cute,core,cute,2,0.25
rabbit,cute,core,cute,3,0.125
rabbit,cute,core,cute,4,0.25
rabbit,cute,core,fast,0,0.125
rabbit,cute,core,fast,1,0.25
rabbit,cute,core,fast,2,0.25
rabbit,cute,core,fast,3,0.25
rabbit,cute,core,fast,4,0.125
rabbit,cute,core,general,0,0.0909090909090909
rabbit,cute,core,general,1,0.0909090909090909
rabbit,cute,core,general,2,0.181818181818182
rabbit,cute,core,general,3,0.272727272727273
rabbit,cute,core,general,4,0.363636363636364
rabbit,fast,core,cute,0,0.125
rabbit,fast,core,cute,1,0.125
rabbit,fast,core,cute,2,0.25
rabbit,fast,core,cute,3,0.375
rabbit,fast,core,cute,4,0.125
rabbit,fast,core,fast,0,0.125
rabbit,fast,core,fast,1,0.125
rabbit,fast,core,fast,2,0.125
rabbit,fast,core,fast,3,0.25
rabbit,fast,core,fast,4,0.375
rabbit,fast,core,general,0,0.0909090909090909
rabbit,fast,core,general,1,0.181818181818182
rabbit,fast,core,general,2,0.0909090909090909
rabbit,fast,core,general,3,0.272727272727273
rabbit,fast,core,general,4,0.363636363636364
rabbit,friendly,expanded,cute,0,0.125
rabbit,friendly,expanded,cute,1,0.25
rabbit,friendly,expanded,cute,2,0.25
rabbit,friendly,expanded,cute,3,0.25
rabbit,friendly,expanded,cute,4,0.125
rabbit,friendly,expanded,fast,0,0.125
rabbit,friendly,expanded,fast,1,0.125
rabbit,friendly,expanded,fast,2,0.375
rabbit,friendly,expanded,fast,3,0.25
rabbit,friendly,expanded,fast,4,0.125
rabbit,friendly,expanded,general,0,0.0909090909090909
rabbit,friendly,expanded,general,1,0.0909090909090909
rabbit,friendly,expanded,general,2,0.363636363636364
rabbit,friendly,expanded,general,3,0.272727272727273
rabbit,friendly,expanded,general,4,0.181818181818182
rabbit,lazy,expanded,cute,0,0.25
rabbit,lazy,expanded,cute,1,0.375
rabbit,lazy,expanded,cute,2,0.125
rabbit,lazy,expanded,cute,3,0.125
rabbit,lazy,expanded,cute,4,0.125
rabbit,lazy,expanded,fast,0,0.125
rabbit,lazy,expanded,fast,1,0.5
rabbit,lazy,expanded,fast,2,0.125
rabbit,lazy,expanded,fast,3,0.125
rabbit,lazy,expanded,fast,4,0.125
rabbit,lazy,expanded,general,0,0.272727272727273
rabbit,lazy,expanded,general,1,0.454545454545455
rabbit,lazy,expanded,general,2,0.0909090909090909
rabbit,lazy,expanded,general,3,0.0909090909090909
rabbit,lazy,expanded,general,4,0.0909090909090909
rabbit,loyal,expanded,cute,0,0.25
rabbit,loyal,expanded,cute,1,0.125
rabbit,loyal,expanded,cute,2,0.375
rabbit,loyal,expanded,cute,3,0.125
rabbit,loyal,expanded,cute,4,0.125
rabbit,loyal,expanded,fast,0,0.125
rabbit,loyal,expanded,fast,1,0.25
rabbit,loyal,expanded,fast,2,0.375
rabbit,loyal,expanded,fast,3,0.125
rabbit,loyal,expanded,fast,4,0.125
rabbit,loyal,expanded,general,0,0.181818181818182
rabbit,loyal,expanded,general,1,0.0909090909090909
rabbit,loyal,expanded,general,2,0.545454545454545
rabbit,loyal,expanded,general,3,0.0909090909090909
rabbit,loyal,expanded,general,4,0.0909090909090909
rabbit,playful,expanded,cute,0,0.125
rabbit,playful,expanded,cute,1,0.125
rabbit,playful,expanded,cute,2,0.375
rabbit,playful,expanded,cute,3,0.25
rabbit,playful,expanded,cute,4,0.125
rabbit,playful,expanded,fast,0,0.125
rabbit,playful,expanded,fast,1,0.25
rabbit,playful,expanded,fast,2,0.375
rabbit,playful,expanded,fast,3,0.125
rabbit,playful,expanded,fast,4,0.125
rabbit,playful,expanded,general,0,0.0909090909090909
rabbit,playful,expanded,general,1,0.181818181818182
rabbit,playful,expanded,general,2,0.181818181818182
rabbit,playful,expanded,general,3,0.363636363636364
rabbit,playful,expanded,general,4,0.181818181818182
rabbit,sleek,expanded,cute,0,0.25
rabbit,sleek,expanded,cute,1,0.25
rabbit,sleek,expanded,cute,2,0.25
rabbit,sleek,expanded,cute,3,0.125
rabbit,sleek,expanded,cute,4,0.125
rabbit,sleek,expanded,fast,0,0.25
rabbit,sleek,expanded,fast,1,0.125
rabbit,sleek,expanded,fast,2,0.375
rabbit,sleek,expanded,fast,3,0.125
rabbit,sleek,expanded,fast,4,0.125
rabbit,sleek,expanded,general,0,0.181818181818182
rabbit,sleek,expanded,general,1,0.0909090909090909
rabbit,sleek,expanded,general,2,0.363636363636364
rabbit,sleek,expanded,general,3,0.272727272727273
rabbit,sleek,expanded,general,4,0.0909090909090909
turtle,big,expanded,general,0,0.181818181818182
turtle,big,expanded,general,1,0.272727272727273
turtle,big,expanded,general,2,0.181818181818182
turtle,big,expanded,general,3,0.272727272727273
turtle,big,expanded,general,4,0.0909090909090909
turtle,big,expanded,slow,0,0.125
turtle,big,expanded,slow,1,0.25
turtle,big,expanded,slow,2,0.375
turtle,big,expanded,slow,3,0.125
turtle,big,expanded,slow,4,0.125
turtle,big,expanded,strong,0,0.222222222222222
turtle,big,expanded,strong,1,0.222222222222222
turtle,big,expanded,strong,2,0.333333333333333
turtle,big,expanded,strong,3,0.111111111111111
turtle,big,expanded,strong,4,0.111111111111111
turtle,fast,expanded,general,0,0.545454545454545
turtle,fast,expanded,general,1,0.181818181818182
turtle,fast,expanded,general,2,0.0909090909090909
turtle,fast,expanded,general,3,0.0909090909090909
turtle,fast,expanded,general,4,0.0909090909090909
turtle,fast,expanded,slow,0,0.375
turtle,fast,expanded,slow,1,0.25
turtle,fast,expanded,slow,2,0.125
turtle,fast,expanded,slow,3,0.125
turtle,fast,expanded,slow,4,0.125
turtle,fast,expanded,strong,0,0.333333333333333
turtle,fast,expanded,strong,1,0.333333333333333
turtle,fast,expanded,strong,2,0.111111111111111
turtle,fast,expanded,strong,3,0.111111111111111
turtle,fast,expanded,strong,4,0.111111111111111
turtle,hairy,expanded,general,0,0.363636363636364
turtle,hairy,expanded,general,1,0.181818181818182
turtle,hairy,expanded,general,2,0.181818181818182
turtle,hairy,expanded,general,3,0.0909090909090909
turtle,hairy,expanded,general,4,0.181818181818182
turtle,hairy,expanded,slow,0,0.25
turtle,hairy,expanded,slow,1,0.25
turtle,hairy,expanded,slow,2,0.25
turtle,hairy,expanded,slow,3,0.125
turtle,hairy,expanded,slow,4,0.125
turtle,hairy,expanded,strong,0,0.444444444444444
turtle,hairy,expanded,strong,1,0.222222222222222
turtle,hairy,expanded,strong,2,0.111111111111111
turtle,hairy,expanded,strong,3,0.111111111111111
turtle,hairy,expanded,strong,4,0.111111111111111
turtle,hard,expanded,general,0,0.181818181818182
turtle,hard,expanded,general,1,0.181818181818182
turtle,hard,expanded,general,2,0.181818181818182
turtle,hard,expanded,general,3,0.272727272727273
turtle,hard,expanded,general,4,0.181818181818182
turtle,hard,expanded,slow,0,0.125
turtle,hard,expanded,slow,1,0.25
turtle,hard,expanded,slow,2,0.375
turtle,hard,expanded,slow,3,0.125
turtle,hard,expanded,slow,4,0.125
turtle,hard,expanded,strong,0,0.222222222222222
turtle,hard,expanded,strong,1,0.444444444444444
turtle,hard,expanded,strong,2,0.111111111111111
turtle,hard,expanded,strong,3,0.111111111111111
turtle,hard,expanded,strong,4,0.111111111111111
turtle,lazy,expanded,general,0,0.0909090909090909
turtle,lazy,expanded,general,1,0.0909090909090909
turtle,lazy,expanded,general,2,0.181818181818182
turtle,lazy,expanded,general,3,0.0909090909090909
turtle,lazy,expanded,general,4,0.545454545454545
turtle,lazy,expanded,slow,0,0.125
turtle,lazy,expanded,slow,1,0.125
turtle,lazy,expanded,slow,2,0.375
turtle,lazy,expanded,slow,3,0.25
turtle,lazy,expanded,slow,4,0.125
turtle,lazy,expanded,strong,0,0.222222222222222
turtle,lazy,expanded,strong,1,0.222222222222222
turtle,lazy,expanded,strong,2,0.111111111111111
turtle,lazy,expanded,strong,3,0.222222222222222
turtle,lazy,expanded,strong,4,0.222222222222222
turtle,majestic,expanded,general,0,0.272727272727273
turtle,majestic,expanded,general,1,0.363636363636364
turtle,majestic,expanded,general,2,0.0909090909090909
turtle,majestic,expanded,general,3,0.0909090909090909
turtle,majestic,expanded,general,4,0.181818181818182
turtle,majestic,expanded,slow,0,0.125
turtle,majestic,expanded,slow,1,0.25
turtle,majestic,expanded,slow,2,0.375
turtle,majestic,expanded,slow,3,0.125
turtle,majestic,expanded,slow,4,0.125
turtle,majestic,expanded,strong,0,0.444444444444444
turtle,majestic,expanded,strong,1,0.111111111111111
turtle,majestic,expanded,strong,2,0.222222222222222
turtle,majestic,expanded,strong,3,0.111111111111111
turtle,majestic,expanded,strong,4,0.111111111111111
turtle,slow,core,general,0,0.0909090909090909
turtle,slow,core,general,1,0.0909090909090909
turtle,slow,core,general,2,0.181818181818182
turtle,slow,core,general,3,0.181818181818182
turtle,slow,core,general,4,0.454545454545455
turtle,slow,core,slow,0,0.125
turtle,slow,core,slow,1,0.125
turtle,slow,core,slow,2,0.125
turtle,slow,core,slow,3,0.125
turtle,slow,core,slow,4,0.5
turtle,slow,core,strong,0,0.333333333333333
turtle,slow,core,strong,1,0.111111111111111
turtle,slow,core,strong,2,0.222222222222222
turtle,slow,core,strong,3,0.222222222222222
turtle,slow,core,strong,4,0.111111111111111
turtle,strong,core,general,0,0.272727272727273
turtle,strong,core,general,1,0.272727272727273
turtle,strong,core,general,2,0.181818181818182
turtle,strong,core,general,3,0.181818181818182
turtle,strong,core,general,4,0.0909090909090909
turtle,strong,core,slow,0,0.125
turtle,strong,core,slow,1,0.25
turtle,strong,core,slow,2,0.375
turtle,strong,core,slow,3,0.125
turtle,strong,core,slow,4,0.125
turtle,strong,core,strong,0,0.333333333333333
turtle,strong,core,strong,1,0.222222222222222
turtle,strong,core,strong,2,0.222222222222222
turtle,strong,core,strong,3,0.111111111111111
turtle,strong,core,strong,4,0.111111111111111
whale,big,core,big,0,0.125
whale,big,core,big,1,0.125
whale,big,core,big,2,0.125
whale,big,core,big,3,0.125
whale,big,core,big,4,0.5
whale,big,core,general,0,0.153846153846154
whale,big,core,general,1,0.0769230769230769
whale,big,core,general,2,0.0769230769230769
whale,big,core,general,3,0.230769230769231
whale,big,core,general,4,0.461538461538462
whale,big,core,majestic,0,0.0909090909090909
whale,big,core,majestic,1,0.181818181818182
whale,big,core,majestic,2,0.0909090909090909
whale,big,core,majestic,3,0.181818181818182
whale,big,core,majestic,4,0.454545454545455
whale,cute,expanded,big,0,0.25
whale,cute,expanded,big,1,0.25
whale,cute,expanded,big,2,0.25
whale,cute,expanded,big,3,0.125
whale,cute,expanded,big,4,0.125
whale,cute,expanded,general,0,0.307692307692308
whale,cute,expanded,general,1,0.384615384615385
whale,cute,expanded,general,2,0.153846153846154
whale,cute,expanded,general,3,0.0769230769230769
whale,cute,expanded,general,4,0.0769230769230769
whale,cute,expanded,majestic,0,0.272727272727273
whale,cute,expanded,majestic,1,0.363636363636364
whale,cute,expanded,majestic,2,0.181818181818182
whale,cute,expanded,majestic,3,0.0909090909090909
whale,cute,expanded,majestic,4,0.0909090909090909
whale,fast,expanded,big,0,0.375
whale,fast,expanded,big,1,0.25
whale,fast,expanded,big,2,0.125
whale,fast,expanded,big,3,0.125
whale,fast,expanded,big,4,0.125
whale,fast,expanded,general,0,0.384615384615385
whale,fast,expanded,general,1,0.307692307692308
whale,fast,expanded,general,2,0.153846153846154
whale,fast,expanded,general,3,0.0769230769230769
whale,fast,expanded,general,4,0.0769230769230769
whale,fast,expanded,majestic,0,0.363636363636364
whale,fast,expanded,majestic,1,0.272727272727273
whale,fast,expanded,majestic,2,0.0909090909090909
whale,fast,expanded,majestic,3,0.0909090909090909
whale,fast,expanded,majestic,4,0.181818181818182
whale,fierce,expanded,big,0,0.25
whale,fierce,expanded,big,1,0.25
whale,fierce,expanded,big,2,0.25
whale,fierce,expanded,big,3,0.125
whale,fierce,expanded,big,4,0.125
whale,fierce,expanded,general,0,0.230769230769231
whale,fierce,expanded,general,1,0.230769230769231
whale,fierce,expanded,general,2,0.307692307692308
whale,fierce,expanded,general,3,0.0769230769230769
whale,fierce,expanded,general,4,0.153846153846154
whale,fierce,expanded,majestic,0,0.454545454545455
whale,fierce,expanded,majestic,1,0.272727272727273
whale,fierce,expanded,majestic,2,0.0909090909090909
whale,fierce,expanded,majestic,3,0.0909090909090909
whale,fierce,expanded,majestic,4,0.0909090909090909
whale,friendly,expanded,big,0,0.25
whale,friendly,expanded,big,1,0.125
whale,friendly,expanded,big,2,0.375
whale,friendly,expanded,big,3,0.125
whale,friendly,expanded,big,4,0.125
whale,friendly,expanded,general,0,0.307692307692308
whale,friendly,expanded,general,1,0.230769230769231
whale,friendly,expanded,general,2,0.230769230769231
whale,friendly,expanded,general,3,0.0769230769230769
whale,friendly,expanded,general,4,0.153846153846154
whale,friendly,expanded,majestic,0,0.0909090909090909
whale,friendly,expanded,majestic,1,0.454545454545455
whale,friendly,expanded,majestic,2,0.272727272727273
whale,friendly,expanded,majestic,3,0.0909090909090909
whale,friendly,expanded,majestic,4,0.0909090909090909
whale,hard,expanded,big,0,0.375
whale,hard,expanded,big,1,0.125
whale,hard,expanded,big,2,0.25
whale,hard,expanded,big,3,0.125
whale,hard,expanded,big,4,0.125
whale,hard,expanded,general,0,0.461538461538462
whale,hard,expanded,general,1,0.0769230769230769
whale,hard,expanded,general,2,0.307692307692308
whale,hard,expanded,general,3,0.0769230769230769
whale,hard,expanded,general,4,0.0769230769230769
whale,hard,expanded,majestic,0,0.454545454545455
whale,hard,expanded,majestic,1,0.181818181818182
whale,hard,expanded,majestic,2,0.181818181818182
whale,hard,expanded,majestic,3,0.0909090909090909
whale,hard,expanded,majestic,4,0.0909090909090909
whale,lazy,expanded,big,0,0.125
whale,lazy,expanded,big,1,0.125
whale,lazy,expanded,big,2,0.25
whale,lazy,expanded,big,3,0.25
whale,lazy,expanded,big,4,0.25
whale,lazy,expanded,general,0,0.230769230769231
whale,lazy,expanded,general,1,0.0769230769230769
whale,lazy,expanded,general,2,0.307692307692308
whale,lazy,expanded,general,3,0.230769230769231
whale,lazy,expanded,general,4,0.153846153846154
whale,lazy,expanded,majestic,0,0.272727272727273
whale,lazy,expanded,majestic,1,0.272727272727273
whale,lazy,expanded,majestic,2,0.181818181818182
whale,lazy,expanded,majestic,3,0.0909090909090909
whale,lazy,expanded,majestic,4,0.181818181818182
whale,loyal,expanded,big,0,0.25
whale,loyal,expanded,big,1,0.25
whale,loyal,expanded,big,2,0.25
whale,loyal,expanded,big,3,0.125
whale,loyal,expanded,big,4,0.125
whale,loyal,expanded,general,0,0.384615384615385
whale,loyal,expanded,general,1,0.153846153846154
whale,loyal,expanded,general,2,0.307692307692308
whale,loyal,expanded,general,3,0.0769230769230769
whale,loyal,expanded,general,4,0.0769230769230769
whale,loyal,expanded,majestic,0,0.363636363636364
whale,loyal,expanded,majestic,1,0.0909090909090909
whale,loyal,expanded,majestic,2,0.363636363636364
whale,loyal,expanded,majestic,3,0.0909090909090909
whale,loyal,expanded,majestic,4,0.0909090909090909
whale,majestic,core,big,0,0.25
whale,majestic,core,big,1,0.125
whale,majestic,core,big,2,0.25
whale,majestic,core,big,3,0.25
whale,majestic,core,big,4,0.125
whale,majestic,core,general,0,0.307692307692308
whale,majestic,core,general,1,0.153846153846154
whale,majestic,core,general,2,0.230769230769231
whale,majestic,core,general,3,0.0769230769230769
whale,majestic,core,general,4,0.230769230769231
whale,majestic,core,majestic,0,0.272727272727273
whale,majestic,core,majestic,1,0.272727272727273
whale,majestic,core,majestic,2,0.181818181818182
whale,majestic,core,majestic,3,0.181818181818182
whale,majestic,core,majestic,4,0.0909090909090909
whale,playful,expanded,big,0,0.25
whale,playful,expanded,big,1,0.375
whale,playful,expanded,big,2,0.125
whale,playful,expanded,big,3,0.125
whale,playful,expanded,big,4,0.125
whale,playful,expanded,general,0,0.384615384615385
whale,playful,expanded,general,1,0.153846153846154
whale,playful,expanded,general,2,0.230769230769231
whale,playful,expanded,general,3,0.153846153846154
whale,playful,expanded,general,4,0.0769230769230769
whale,playful,expanded,majestic,0,0.181818181818182
whale,playful,expanded,majestic,1,0.272727272727273
whale,playful,expanded,majestic,2,0.272727272727273
whale,playful,expanded,majestic,3,0.181818181818182
whale,playful,expanded,majestic,4,0.0909090909090909
whale,proud,expanded,big,0,0.25
whale,proud,expanded,big,1,0.125
whale,proud,expanded,big,2,0.25
whale,proud,expanded,big,3,0.25
whale,proud,expanded,big,4,0.125
whale,proud,expanded,general,0,0.384615384615385
whale,proud,expanded,general,1,0.153846153846154
whale,proud,expanded,general,2,0.307692307692308
whale,proud,expanded,general,3,0.0769230769230769
whale,proud,expanded,general,4,0.0769230769230769
whale,proud,expanded,majestic,0,0.181818181818182
whale,proud,expanded,majestic,1,0.363636363636364
whale,proud,expanded,majestic,2,0.181818181818182
whale,proud,expanded,majestic,3,0.181818181818182
whale,proud,expanded,majestic,4,0.0909090909090909
whale,slow,expanded,big,0,0.125
whale,slow,expanded,big,1,0.25
whale,slow,expanded,big,2,0.125
whale,slow,expanded,big,3,0.125
whale,slow,expanded,big,4,0.375
whale,slow,expanded,general,0,0.153846153846154
whale,slow,expanded,general,1,0.0769230769230769
whale,slow,expanded,general,2,0.307692307692308
whale,slow,expanded,general,3,0.230769230769231
whale,slow,expanded,general,4,0.230769230769231
whale,slow,expanded,majestic,0,0.0909090909090909
whale,slow,expanded,majestic,1,0.272727272727273
whale,slow,expanded,majestic,2,0.363636363636364
whale,slow,expanded,majestic,3,0.0909090909090909
whale,slow,expanded,majestic,4,0.181818181818182
whale,strong,expanded,big,0,0.25
whale,strong,expanded,big,1,0.125
whale,strong,expanded,big,2,0.125
whale,strong,expanded,big,3,0.25
whale,strong,expanded,big,4,0.25
whale,strong,expanded,general,0,0.307692307692308
whale,strong,expanded,general,1,0.0769230769230769
whale,strong,expanded,general,2,0.230769230769231
whale,strong,expanded,general,3,0.153846153846154
whale,strong,expanded,general,4,0.230769230769231
whale,strong,expanded,majestic,0,0.0909090909090909
whale,strong,expanded,majestic,1,0.363636363636364
whale,strong,expanded,majestic,2,0.272727272727273
whale,strong,expanded,majestic,3,0.181818181818182
whale,strong,expanded,majestic,4,0.0909090909090909
