animal,feature,Freq.0,Freq.1,Freq.2,Freq.3,Freq.4
cheetah,friendly,0.391304347826087,0.347826086956522,0.173913043478261,0.0434782608695652,0.0434782608695652
cheetah,funny,0.478260869565217,0.260869565217391,0.173913043478261,0.0434782608695652,0.0434782608695652
cheetah,industrious,0.173913043478261,0.260869565217391,0.347826086956522,0.173913043478261,0.0434782608695652
cheetah,lazy,0.434782608695652,0.347826086956522,0.130434782608696,0.0434782608695652,0.0434782608695652
cheetah,loyal,0.0869565217391304,0.478260869565217,0.260869565217391,0.130434782608696,0.0434782608695652
cheetah,playful,0.130434782608696,0.391304347826087,0.260869565217391,0.173913043478261,0.0434782608695652
cheetah,quiet,0.0434782608695652,0.304347826086957,0.260869565217391,0.347826086956522,0.0434782608695652
cheetah,sleek,0.0869565217391304,0.0869565217391304,0.260869565217391,0.217391304347826,0.347826086956522
cheetah,small,0.260869565217391,0.434782608695652,0.130434782608696,0.130434782608696,0.0434782608695652
cheetah,smart,0.0869565217391304,0.173913043478261,0.260869565217391,0.347826086956522,0.130434782608696
deer,agile,0.05,0.05,0.15,0.4,0.35
deer,cute,0.05,0.1,0.25,0.25,0.35
deer,dumb,0.25,0.1,0.35,0.2,0.1
deer,fast,0.0285714285714286,0.0571428571428571,0.2,0.2,0.514285714285714
deer,funny,0.45,0.15,0.3,0.05,0.05
deer,lazy,0.45,0.35,0.1,0.05,0.05
deer,sleek,0.15,0.1,0.3,0.2,0.25
deer,smart,0.1,0.35,0.25,0.25,0.05
dog,agile,0.0555555555555556,0.222222222222222,0.277777777777778,0.388888888888889,0.0555555555555556
dog,big,0.0555555555555556,0.222222222222222,0.444444444444444,0.222222222222222,0.0555555555555556
dog,cute,0.0555555555555556,0.111111111111111,0.0555555555555556,0.5,0.277777777777778
dog,fast,0.0555555555555556,0.0555555555555556,0.333333333333333,0.444444444444444,0.111111111111111
dog,friendly,0.0555555555555556,0.0555555555555556,0.111111111111111,0.333333333333333,0.444444444444444
dog,funny,0.222222222222222,0.111111111111111,0.166666666666667,0.444444444444444,0.0555555555555556
dog,happy,0.0555555555555556,0.0555555555555556,0.166666666666667,0.277777777777778,0.444444444444444
dog,hard,0.555555555555556,0.0555555555555556,0.166666666666667,0.166666666666667,0.0555555555555556
dog,lazy,0.111111111111111,0.222222222222222,0.333333333333333,0.222222222222222,0.111111111111111
dog,loud,0.0555555555555556,0.0555555555555556,0.277777777777778,0.333333333333333,0.277777777777778
dog,loyal,0.0555555555555556,0.111111111111111,0.166666666666667,0.222222222222222,0.444444444444444
dog,majestic,0.388888888888889,0.0555555555555556,0.333333333333333,0.166666666666667,0.0555555555555556
dog,playful,0.0555555555555556,0.111111111111111,0.111111111111111,0.333333333333333,0.388888888888889
dog,sleek,0.277777777777778,0.111111111111111,0.388888888888889,0.166666666666667,0.0555555555555556
dog,smart,0.0555555555555556,0.166666666666667,0.222222222222222,0.388888888888889,0.166666666666667
dolphin,cute,0.0555555555555556,0.111111111111111,0.166666666666667,0.111111111111111,0.555555555555556
dolphin,friendly,0.0555555555555556,0.111111111111111,0.222222222222222,0.222222222222222,0.388888888888889
dolphin,funny,0.111111111111111,0.166666666666667,0.388888888888889,0.222222222222222,0.111111111111111
dolphin,happy,0.0555555555555556,0.111111111111111,0.277777777777778,0.277777777777778,0.277777777777778
dolphin,lazy,0.388888888888889,0.388888888888889,0.111111111111111,0.0555555555555556,0.0555555555555556
dolphin,loud,0.0555555555555556,0.277777777777778,0.388888888888889,0.166666666666667,0.111111111111111
dolphin,loyal,0.0555555555555556,0.166666666666667,0.277777777777778,0.333333333333333,0.166666666666667
dolphin,smart,0.0555555555555556,0.111111111111111,0.166666666666667,0.222222222222222,0.444444444444444
eagle,big,0.133333333333333,0.333333333333333,0.333333333333333,0.133333333333333,0.0666666666666667
eagle,fast,0.0666666666666667,0.0666666666666667,0.266666666666667,0.2,0.4
eagle,fierce,0.0666666666666667,0.0666666666666667,0.266666666666667,0.266666666666667,0.333333333333333
eagle,hard,0.133333333333333,0.266666666666667,0.333333333333333,0.2,0.0666666666666667
eagle,majestic,0.0666666666666667,0.0666666666666667,0.2,0.2,0.466666666666667
eagle,proud,0.133333333333333,0.133333333333333,0.2,0.2,0.333333333333333
eagle,strong,0.133333333333333,0.0666666666666667,0.4,0.266666666666667,0.133333333333333
elephant,big,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.166666666666667,0.666666666666667
elephant,cute,0.0555555555555556,0.277777777777778,0.222222222222222,0.277777777777778,0.166666666666667
elephant,fast,0.277777777777778,0.166666666666667,0.222222222222222,0.277777777777778,0.0555555555555556
elephant,fierce,0.111111111111111,0.222222222222222,0.277777777777778,0.222222222222222,0.166666666666667
elephant,friendly,0.0555555555555556,0.166666666666667,0.444444444444444,0.222222222222222,0.111111111111111
elephant,hairy,0.333333333333333,0.388888888888889,0.166666666666667,0.0555555555555556,0.0555555555555556
elephant,hard,0.166666666666667,0.166666666666667,0.222222222222222,0.111111111111111,0.333333333333333
elephant,lazy,0.277777777777778,0.222222222222222,0.333333333333333,0.111111111111111,0.0555555555555556
elephant,loyal,0.166666666666667,0.166666666666667,0.222222222222222,0.166666666666667,0.277777777777778
elephant,majestic,0.0555555555555556,0.111111111111111,0.222222222222222,0.222222222222222,0.388888888888889
elephant,playful,0.0555555555555556,0.333333333333333,0.277777777777778,0.222222222222222,0.111111111111111
elephant,proud,0.111111111111111,0.111111111111111,0.222222222222222,0.222222222222222,0.333333333333333
elephant,slow,0.0555555555555556,0.222222222222222,0.277777777777778,0.277777777777778,0.166666666666667
elephant,striped,0.777777777777778,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556
elephant,strong,0.0555555555555556,0.0555555555555556,0.166666666666667,0.333333333333333,0.388888888888889
giraffe,fast,0.0952380952380952,0.333333333333333,0.285714285714286,0.142857142857143,0.142857142857143
giraffe,long,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.333333333333333,0.476190476190476
giraffe,slithery,0.714285714285714,0.142857142857143,0.0476190476190476,0.0476190476190476,0.0476190476190476
giraffe,strong,0.0952380952380952,0.238095238095238,0.333333333333333,0.238095238095238,0.0952380952380952
giraffe,tall,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.142857142857143,0.714285714285714
gorilla,big,0.0454545454545455,0.0454545454545455,0.136363636363636,0.409090909090909,0.363636363636364
gorilla,fast,0.136363636363636,0.0909090909090909,0.409090909090909,0.227272727272727,0.136363636363636
gorilla,fierce,0.0454545454545455,0.0454545454545455,0.181818181818182,0.454545454545455,0.272727272727273
gorilla,hairy,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.227272727272727,0.590909090909091
gorilla,hard,0.0454545454545455,0.227272727272727,0.272727272727273,0.363636363636364,0.0909090909090909
gorilla,lazy,0.227272727272727,0.272727272727273,0.227272727272727,0.181818181818182,0.0909090909090909
gorilla,slow,0.227272727272727,0.409090909090909,0.136363636363636,0.136363636363636,0.0909090909090909
gorilla,striped,0.818181818181818,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455
gorilla,strong,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.181818181818182,0.636363636363636
horse,big,0.0476190476190476,0.0476190476190476,0.285714285714286,0.523809523809524,0.0952380952380952
horse,fast,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.333333333333333,0.428571428571429
horse,fierce,0.238095238095238,0.333333333333333,0.285714285714286,0.0952380952380952,0.0476190476190476
horse,hairy,0.0952380952380952,0.238095238095238,0.19047619047619,0.333333333333333,0.142857142857143
horse,hard,0.333333333333333,0.142857142857143,0.333333333333333,0.142857142857143,0.0476190476190476
horse,lazy,0.285714285714286,0.476190476190476,0.142857142857143,0.0476190476190476,0.0476190476190476
horse,long,0.0476190476190476,0.19047619047619,0.428571428571429,0.238095238095238,0.0952380952380952
horse,majestic,0.0476190476190476,0.0476190476190476,0.380952380952381,0.238095238095238,0.285714285714286
horse,proud,0.0952380952380952,0.0952380952380952,0.380952380952381,0.238095238095238,0.19047619047619
horse,slithery,0.619047619047619,0.19047619047619,0.0476190476190476,0.0952380952380952,0.0476190476190476
horse,slow,0.571428571428571,0.142857142857143,0.19047619047619,0.0476190476190476,0.0476190476190476
horse,striped,0.619047619047619,0.142857142857143,0.142857142857143,0.0476190476190476,0.0476190476190476
horse,strong,0.0476190476190476,0.0952380952380952,0.285714285714286,0.238095238095238,0.333333333333333
horse,tall,0.0952380952380952,0.0476190476190476,0.333333333333333,0.380952380952381,0.142857142857143
hyena,cute,0.444444444444444,0.166666666666667,0.277777777777778,0.0555555555555556,0.0555555555555556
hyena,friendly,0.333333333333333,0.222222222222222,0.277777777777778,0.111111111111111,0.0555555555555556
hyena,funny,0.333333333333333,0.166666666666667,0.277777777777778,0.111111111111111,0.111111111111111
hyena,happy,0.222222222222222,0.166666666666667,0.333333333333333,0.222222222222222,0.0555555555555556
hyena,lazy,0.277777777777778,0.277777777777778,0.277777777777778,0.111111111111111,0.0555555555555556
hyena,loud,0.0555555555555556,0.111111111111111,0.111111111111111,0.333333333333333,0.388888888888889
hyena,loyal,0.222222222222222,0.222222222222222,0.277777777777778,0.222222222222222,0.0555555555555556
hyena,playful,0.166666666666667,0.222222222222222,0.333333333333333,0.166666666666667,0.111111111111111
hyena,smart,0.111111111111111,0.222222222222222,0.166666666666667,0.333333333333333,0.166666666666667
jaguar,agile,0.0526315789473684,0.105263157894737,0.105263157894737,0.210526315789474,0.526315789473684
jaguar,cute,0.0526315789473684,0.315789473684211,0.315789473684211,0.210526315789474,0.105263157894737
jaguar,dumb,0.578947368421053,0.105263157894737,0.210526315789474,0.0526315789473684,0.0526315789473684
jaguar,fast,0.0526315789473684,0.0526315789473684,0.157894736842105,0.315789473684211,0.421052631578947
jaguar,friendly,0.473684210526316,0.263157894736842,0.157894736842105,0.0526315789473684,0.0526315789473684
jaguar,funny,0.631578947368421,0.157894736842105,0.0526315789473684,0.105263157894737,0.0526315789473684
jaguar,industrious,0.157894736842105,0.368421052631579,0.263157894736842,0.157894736842105,0.0526315789473684
jaguar,lazy,0.473684210526316,0.263157894736842,0.105263157894737,0.105263157894737,0.0526315789473684
jaguar,loyal,0.157894736842105,0.421052631578947,0.210526315789474,0.157894736842105,0.0526315789473684
jaguar,playful,0.157894736842105,0.263157894736842,0.315789473684211,0.210526315789474,0.0526315789473684
jaguar,quiet,0.157894736842105,0.263157894736842,0.210526315789474,0.263157894736842,0.105263157894737
jaguar,sleek,0.0526315789473684,0.105263157894737,0.210526315789474,0.368421052631579,0.263157894736842
jaguar,small,0.421052631578947,0.210526315789474,0.263157894736842,0.0526315789473684,0.0526315789473684
jaguar,smart,0.0526315789473684,0.0526315789473684,0.263157894736842,0.421052631578947,0.210526315789474
kitten,agile,0.0476190476190476,0.142857142857143,0.238095238095238,0.333333333333333,0.238095238095238
kitten,big,0.571428571428571,0.238095238095238,0.0952380952380952,0.0476190476190476,0.0476190476190476
kitten,cute,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.142857142857143,0.666666666666667
kitten,fast,0.0476190476190476,0.142857142857143,0.19047619047619,0.523809523809524,0.0952380952380952
kitten,friendly,0.0476190476190476,0.0476190476190476,0.19047619047619,0.380952380952381,0.333333333333333
kitten,funny,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.333333333333333,0.428571428571429
kitten,hard,0.666666666666667,0.142857142857143,0.0952380952380952,0.0476190476190476,0.0476190476190476
kitten,lazy,0.0952380952380952,0.19047619047619,0.238095238095238,0.285714285714286,0.19047619047619
kitten,loud,0.285714285714286,0.19047619047619,0.428571428571429,0.0476190476190476,0.0476190476190476
kitten,loyal,0.19047619047619,0.19047619047619,0.333333333333333,0.142857142857143,0.142857142857143
kitten,majestic,0.285714285714286,0.142857142857143,0.333333333333333,0.0952380952380952,0.142857142857143
kitten,playful,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.19047619047619,0.619047619047619
kitten,sleek,0.0952380952380952,0.285714285714286,0.380952380952381,0.19047619047619,0.0476190476190476
kitten,smart,0.142857142857143,0.238095238095238,0.285714285714286,0.238095238095238,0.0952380952380952
lion,big,0.0909090909090909,0.0909090909090909,0.272727272727273,0.181818181818182,0.363636363636364
lion,fast,0.0909090909090909,0.0909090909090909,0.272727272727273,0.363636363636364,0.181818181818182
lion,fierce,0.0909090909090909,0.0909090909090909,0.181818181818182,0.363636363636364,0.272727272727273
lion,hairy,0.0909090909090909,0.0909090909090909,0.181818181818182,0.454545454545455,0.181818181818182
lion,hard,0.272727272727273,0.272727272727273,0.181818181818182,0.181818181818182,0.0909090909090909
lion,majestic,0.0909090909090909,0.0909090909090909,0.181818181818182,0.272727272727273,0.363636363636364
lion,proud,0.0909090909090909,0.181818181818182,0.0909090909090909,0.454545454545455,0.181818181818182
lion,striped,0.454545454545455,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0909090909090909
lion,strong,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.363636363636364,0.363636363636364
man,agile,0.111111111111111,0.177777777777778,0.488888888888889,0.111111111111111,0.111111111111111
man,big,0.0222222222222222,0.155555555555556,0.488888888888889,0.288888888888889,0.0444444444444444
man,busy,0.0222222222222222,0.0666666666666667,0.422222222222222,0.288888888888889,0.2
man,cute,0.266666666666667,0.2,0.355555555555556,0.111111111111111,0.0666666666666667
man,dumb,0.333333333333333,0.311111111111111,0.222222222222222,0.0666666666666667,0.0666666666666667
man,fast,0.0444444444444444,0.288888888888889,0.4,0.2,0.0666666666666667
man,fierce,0.155555555555556,0.222222222222222,0.355555555555556,0.2,0.0666666666666667
man,friendly,0.0444444444444444,0.111111111111111,0.355555555555556,0.377777777777778,0.111111111111111
man,funny,0.0444444444444444,0.155555555555556,0.444444444444444,0.266666666666667,0.0888888888888889
man,hairy,0.111111111111111,0.266666666666667,0.333333333333333,0.244444444444444,0.0444444444444444
man,happy,0.0666666666666667,0.0444444444444444,0.355555555555556,0.4,0.133333333333333
man,hard,0.177777777777778,0.266666666666667,0.355555555555556,0.155555555555556,0.0444444444444444
man,industrious,0.0222222222222222,0.111111111111111,0.377777777777778,0.266666666666667,0.222222222222222
man,lazy,0.2,0.244444444444444,0.4,0.111111111111111,0.0444444444444444
man,long,0.222222222222222,0.244444444444444,0.4,0.0888888888888889,0.0444444444444444
man,loud,0.0222222222222222,0.177777777777778,0.422222222222222,0.266666666666667,0.111111111111111
man,loyal,0.0888888888888889,0.0888888888888889,0.377777777777778,0.377777777777778,0.0666666666666667
man,majestic,0.288888888888889,0.244444444444444,0.222222222222222,0.155555555555556,0.0888888888888889
man,playful,0.133333333333333,0.2,0.422222222222222,0.177777777777778,0.0666666666666667
man,proud,0.0444444444444444,0.0444444444444444,0.244444444444444,0.488888888888889,0.177777777777778
man,quiet,0.155555555555556,0.333333333333333,0.377777777777778,0.111111111111111,0.0222222222222222
man,sleek,0.311111111111111,0.2,0.377777777777778,0.0888888888888889,0.0222222222222222
man,slithery,0.755555555555556,0.111111111111111,0.0666666666666667,0.0222222222222222,0.0444444444444444
man,slow,0.155555555555556,0.355555555555556,0.333333333333333,0.0888888888888889,0.0666666666666667
man,small,0.266666666666667,0.4,0.244444444444444,0.0666666666666667,0.0222222222222222
man,smart,0.0444444444444444,0.0444444444444444,0.288888888888889,0.355555555555556,0.266666666666667
man,striped,0.822222222222222,0.0444444444444444,0.0888888888888889,0.0222222222222222,0.0222222222222222
man,strong,0.0444444444444444,0.0222222222222222,0.577777777777778,0.288888888888889,0.0666666666666667
man,tall,0.0222222222222222,0.0666666666666667,0.511111111111111,0.333333333333333,0.0666666666666667
monkey,agile,0.0476190476190476,0.0476190476190476,0.238095238095238,0.380952380952381,0.285714285714286
monkey,busy,0.0952380952380952,0.19047619047619,0.333333333333333,0.238095238095238,0.142857142857143
monkey,cute,0.0952380952380952,0.238095238095238,0.142857142857143,0.285714285714286,0.238095238095238
monkey,dumb,0.285714285714286,0.333333333333333,0.19047619047619,0.142857142857143,0.0476190476190476
monkey,fast,0.0476190476190476,0.142857142857143,0.285714285714286,0.380952380952381,0.142857142857143
monkey,friendly,0.0476190476190476,0.333333333333333,0.333333333333333,0.238095238095238,0.0476190476190476
monkey,funny,0.0476190476190476,0.0476190476190476,0.285714285714286,0.476190476190476,0.142857142857143
monkey,happy,0.0476190476190476,0.0476190476190476,0.380952380952381,0.285714285714286,0.238095238095238
monkey,industrious,0.142857142857143,0.238095238095238,0.333333333333333,0.19047619047619,0.0952380952380952
monkey,lazy,0.142857142857143,0.285714285714286,0.285714285714286,0.238095238095238,0.0476190476190476
monkey,loud,0.0476190476190476,0.0952380952380952,0.428571428571429,0.285714285714286,0.142857142857143
monkey,loyal,0.19047619047619,0.238095238095238,0.333333333333333,0.142857142857143,0.0952380952380952
monkey,playful,0.0476190476190476,0.0476190476190476,0.19047619047619,0.476190476190476,0.238095238095238
monkey,quiet,0.238095238095238,0.380952380952381,0.238095238095238,0.0952380952380952,0.0476190476190476
monkey,sleek,0.238095238095238,0.380952380952381,0.285714285714286,0.0476190476190476,0.0476190476190476
monkey,small,0.0476190476190476,0.238095238095238,0.428571428571429,0.19047619047619,0.0952380952380952
monkey,smart,0.0952380952380952,0.0952380952380952,0.238095238095238,0.333333333333333,0.238095238095238
mouse,agile,0.0555555555555556,0.0555555555555556,0.111111111111111,0.5,0.277777777777778
mouse,busy,0.111111111111111,0.0555555555555556,0.277777777777778,0.388888888888889,0.166666666666667
mouse,fast,0.0555555555555556,0.0555555555555556,0.111111111111111,0.444444444444444,0.333333333333333
mouse,funny,0.166666666666667,0.277777777777778,0.333333333333333,0.166666666666667,0.0555555555555556
mouse,industrious,0.166666666666667,0.166666666666667,0.277777777777778,0.277777777777778,0.111111111111111
mouse,quiet,0.0555555555555556,0.0555555555555556,0.222222222222222,0.277777777777778,0.388888888888889
mouse,sleek,0.0555555555555556,0.166666666666667,0.388888888888889,0.111111111111111,0.277777777777778
mouse,small,0.0555555555555556,0.0555555555555556,0.111111111111111,0.222222222222222,0.555555555555556
mouse,smart,0.111111111111111,0.222222222222222,0.388888888888889,0.222222222222222,0.0555555555555556
panda,big,0.0526315789473684,0.105263157894737,0.421052631578947,0.263157894736842,0.157894736842105
panda,cute,0.0526315789473684,0.157894736842105,0.157894736842105,0.421052631578947,0.210526315789474
panda,friendly,0.157894736842105,0.210526315789474,0.263157894736842,0.210526315789474,0.157894736842105
panda,hard,0.421052631578947,0.157894736842105,0.315789473684211,0.0526315789473684,0.0526315789473684
panda,lazy,0.105263157894737,0.263157894736842,0.105263157894737,0.368421052631579,0.157894736842105
panda,loyal,0.105263157894737,0.315789473684211,0.368421052631579,0.157894736842105,0.0526315789473684
panda,majestic,0.210526315789474,0.157894736842105,0.263157894736842,0.210526315789474,0.157894736842105
panda,playful,0.0526315789473684,0.263157894736842,0.368421052631579,0.157894736842105,0.157894736842105
penguin,cute,0.0625,0.0625,0.25,0.375,0.25
penguin,friendly,0.0625,0.0625,0.5,0.3125,0.0625
penguin,funny,0.125,0.1875,0.3125,0.1875,0.1875
penguin,lazy,0.1875,0.375,0.1875,0.0625,0.1875
penguin,loud,0.1875,0.25,0.25,0.25,0.0625
penguin,loyal,0.1875,0.0625,0.3125,0.25,0.1875
penguin,playful,0.0625,0.125,0.25,0.5,0.0625
penguin,smart,0.0625,0.1875,0.4375,0.25,0.0625
rabbit,agile,0.0434782608695652,0.0869565217391304,0.173913043478261,0.304347826086957,0.391304347826087
rabbit,cute,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.304347826086957,0.478260869565217
rabbit,fast,0.0434782608695652,0.0434782608695652,0.173913043478261,0.260869565217391,0.478260869565217
rabbit,friendly,0.173913043478261,0.173913043478261,0.217391304347826,0.347826086956522,0.0869565217391304
rabbit,lazy,0.347826086956522,0.434782608695652,0.130434782608696,0.0434782608695652,0.0434782608695652
rabbit,loyal,0.304347826086957,0.173913043478261,0.347826086956522,0.130434782608696,0.0434782608695652
rabbit,playful,0.173913043478261,0.217391304347826,0.304347826086957,0.217391304347826,0.0869565217391304
rabbit,sleek,0.0869565217391304,0.347826086956522,0.217391304347826,0.217391304347826,0.130434782608696
sloth,big,0.25,0.4,0.2,0.1,0.05
sloth,fast,0.8,0.05,0.05,0.05,0.05
sloth,hairy,0.1,0.05,0.1,0.4,0.35
sloth,hard,0.6,0.05,0.2,0.1,0.05
sloth,lazy,0.05,0.1,0.2,0.05,0.6
sloth,slow,0.05,0.05,0.15,0.1,0.65
sloth,strong,0.25,0.3,0.25,0.1,0.1
snake,fast,0.0588235294117647,0.0588235294117647,0.352941176470588,0.294117647058824,0.235294117647059
snake,long,0.0588235294117647,0.0588235294117647,0.235294117647059,0.294117647058824,0.352941176470588
snake,slithery,0.0588235294117647,0.0588235294117647,0.117647058823529,0.176470588235294,0.588235294117647
snake,strong,0.235294117647059,0.235294117647059,0.235294117647059,0.176470588235294,0.117647058823529
snake,tall,0.588235294117647,0.0588235294117647,0.176470588235294,0.117647058823529,0.0588235294117647
tiger,big,0.0526315789473684,0.0526315789473684,0.210526315789474,0.526315789473684,0.157894736842105
tiger,fast,0.0526315789473684,0.0526315789473684,0.105263157894737,0.368421052631579,0.421052631578947
tiger,fierce,0.0526315789473684,0.0526315789473684,0.105263157894737,0.263157894736842,0.526315789473684
tiger,hairy,0.105263157894737,0.105263157894737,0.421052631578947,0.263157894736842,0.105263157894737
tiger,hard,0.368421052631579,0.105263157894737,0.263157894736842,0.157894736842105,0.105263157894737
tiger,striped,0.0526315789473684,0.0526315789473684,0.210526315789474,0.315789473684211,0.368421052631579
tiger,strong,0.0526315789473684,0.0526315789473684,0.105263157894737,0.368421052631579,0.421052631578947
turtle,big,0.0666666666666667,0.333333333333333,0.333333333333333,0.2,0.0666666666666667
turtle,fast,0.6,0.0666666666666667,0.2,0.0666666666666667,0.0666666666666667
turtle,hairy,0.6,0.133333333333333,0.133333333333333,0.0666666666666667,0.0666666666666667
turtle,hard,0.0666666666666667,0.133333333333333,0.133333333333333,0.266666666666667,0.4
turtle,lazy,0.133333333333333,0.133333333333333,0.2,0.333333333333333,0.2
turtle,majestic,0.4,0.2,0.0666666666666667,0.2,0.133333333333333
turtle,slow,0.133333333333333,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.666666666666667
turtle,strong,0.133333333333333,0.333333333333333,0.266666666666667,0.2,0.0666666666666667
whale,big,0.0588235294117647,0.0588235294117647,0.117647058823529,0.176470588235294,0.588235294117647
whale,cute,0.235294117647059,0.352941176470588,0.176470588235294,0.176470588235294,0.0588235294117647
whale,fast,0.117647058823529,0.294117647058824,0.235294117647059,0.294117647058824,0.0588235294117647
whale,fierce,0.352941176470588,0.235294117647059,0.176470588235294,0.176470588235294,0.0588235294117647
whale,friendly,0.176470588235294,0.176470588235294,0.294117647058824,0.235294117647059,0.117647058823529
whale,hard,0.117647058823529,0.235294117647059,0.294117647058824,0.294117647058824,0.0588235294117647
whale,lazy,0.117647058823529,0.411764705882353,0.235294117647059,0.176470588235294,0.0588235294117647
whale,loyal,0.294117647058824,0.176470588235294,0.176470588235294,0.294117647058824,0.0588235294117647
whale,majestic,0.0588235294117647,0.0588235294117647,0.117647058823529,0.352941176470588,0.411764705882353
