featureID,feature,animal,Freq.0,Freq.1,Freq.2
19,sleek,donkey,0.636363636363636,0.272727272727273,0.0909090909090909
19,sleek,eel,0.0909090909090909,0.272727272727273,0.636363636363636
19,sleek,elephant,0.727272727272727,0.227272727272727,0.0454545454545455
19,sleek,fish,0.0909090909090909,0.454545454545455,0.454545454545455
19,sleek,gorilla,0.363636363636364,0.454545454545455,0.181818181818182
19,sleek,hippo,0.454545454545455,0.363636363636364,0.181818181818182
19,sleek,horse,0.227272727272727,0.545454545454545,0.227272727272727
19,sleek,jaguar,0.227272727272727,0.363636363636364,0.409090909090909
19,sleek,kitten,0.318181818181818,0.545454545454545,0.136363636363636
19,sleek,man,0.409090909090909,0.318181818181818,0.272727272727273
19,sleek,monkey,0.590909090909091,0.272727272727273,0.136363636363636
19,sleek,mouse,0.636363636363636,0.272727272727273,0.0909090909090909
19,sleek,mule,0.681818181818182,0.227272727272727,0.0909090909090909
19,sleek,pig,0.590909090909091,0.227272727272727,0.181818181818182
19,sleek,rabbit,0.5,0.454545454545455,0.0454545454545455
19,sleek,snake,0.0909090909090909,0.272727272727273,0.636363636363636
19,sleek,tiger,0.272727272727273,0.363636363636364,0.363636363636364
19,sleek,turtle,0.590909090909091,0.272727272727273,0.136363636363636
19,sleek,zebra,0.5,0.363636363636364,0.136363636363636
2,industrious,ant,0.136363636363636,0.272727272727273,0.590909090909091
2,industrious,beaver,0.181818181818182,0.318181818181818,0.5
2,industrious,bee,0.0909090909090909,0.272727272727273,0.636363636363636
2,industrious,bird,0.181818181818182,0.454545454545455,0.363636363636364
2,industrious,cat,0.772727272727273,0.181818181818182,0.0454545454545455
2,industrious,cheetah,0.636363636363636,0.136363636363636,0.227272727272727
2,industrious,jaguar,0.545454545454545,0.318181818181818,0.136363636363636
2,industrious,man,0.0454545454545455,0.227272727272727,0.727272727272727
2,industrious,monkey,0.136363636363636,0.636363636363636,0.227272727272727
2,industrious,mouse,0.454545454545455,0.318181818181818,0.227272727272727
20,lazy,ant,0.75,0.1,0.15
20,lazy,armadillo,0.4,0.4,0.2
20,lazy,bear,0.3,0.3,0.4
20,lazy,bird,0.6,0.2,0.2
20,lazy,cat,0.2,0.25,0.55
20,lazy,cheetah,0.55,0.35,0.1
20,lazy,cougar,0.45,0.45,0.1
20,lazy,cow,0.15,0.35,0.5
20,lazy,deer,0.6,0.35,0.05
20,lazy,dog,0.35,0.35,0.3
20,lazy,dolphin,0.55,0.4,0.05
20,lazy,donkey,0.3,0.45,0.25
20,lazy,eagle,0.7,0.15,0.15
20,lazy,eel,0.6,0.25,0.15
20,lazy,elephant,0.4,0.4,0.2
20,lazy,fish,0.7,0.15,0.15
20,lazy,giraffe,0.4,0.5,0.1
20,lazy,gorilla,0.35,0.5,0.15
20,lazy,hippo,0.2,0.45,0.35
20,lazy,horse,0.7,0.2,0.1
20,lazy,hyena,0.4,0.5,0.1
20,lazy,jaguar,0.6,0.25,0.15
20,lazy,kitten,0.3,0.2,0.5
20,lazy,lion,0.25,0.5,0.25
20,lazy,man,0.3,0.25,0.45
20,lazy,monkey,0.4,0.45,0.15
20,lazy,mouse,0.65,0.3,0.05
20,lazy,mule,0.3,0.45,0.25
20,lazy,panda,0.1,0.45,0.45
20,lazy,penguin,0.35,0.55,0.1
20,lazy,pig,0.1,0.45,0.45
20,lazy,rabbit,0.5,0.35,0.15
20,lazy,sloth,0.15,0.15,0.7
20,lazy,snake,0.4,0.35,0.25
20,lazy,turtle,0.3,0.2,0.5
20,lazy,whale,0.5,0.25,0.25
21,loyal,bird,0.533333333333333,0.266666666666667,0.2
21,loyal,cat,0.2,0.466666666666667,0.333333333333333
21,loyal,cheetah,0.666666666666667,0.2,0.133333333333333
21,loyal,cow,0.533333333333333,0.266666666666667,0.2
21,loyal,deer,0.6,0.2,0.2
21,loyal,dog,0.133333333333333,0.2,0.666666666666667
21,loyal,dolphin,0.4,0.466666666666667,0.133333333333333
21,loyal,donkey,0.533333333333333,0.333333333333333,0.133333333333333
21,loyal,elephant,0.533333333333333,0.266666666666667,0.2
21,loyal,hippo,0.733333333333333,0.133333333333333,0.133333333333333
21,loyal,hyena,0.733333333333333,0.0666666666666667,0.2
21,loyal,jaguar,0.666666666666667,0.2,0.133333333333333
21,loyal,kitten,0.2,0.466666666666667,0.333333333333333
21,loyal,lion,0.4,0.466666666666667,0.133333333333333
21,loyal,man,0.0666666666666667,0.4,0.533333333333333
21,loyal,monkey,0.4,0.4,0.2
21,loyal,mouse,0.733333333333333,0.133333333333333,0.133333333333333
21,loyal,mule,0.666666666666667,0.133333333333333,0.2
21,loyal,panda,0.6,0.2,0.2
21,loyal,penguin,0.466666666666667,0.266666666666667,0.266666666666667
21,loyal,pig,0.533333333333333,0.2,0.266666666666667
21,loyal,rabbit,0.533333333333333,0.266666666666667,0.2
21,loyal,sloth,0.6,0.266666666666667,0.133333333333333
21,loyal,turtle,0.666666666666667,0.2,0.133333333333333
21,loyal,whale,0.733333333333333,0.133333333333333,0.133333333333333
22,friendly,bird,0.235294117647059,0.470588235294118,0.294117647058824
22,friendly,cat,0.117647058823529,0.411764705882353,0.470588235294118
22,friendly,cheetah,0.705882352941177,0.176470588235294,0.117647058823529
22,friendly,cow,0.235294117647059,0.294117647058824,0.470588235294118
22,friendly,deer,0.588235294117647,0.294117647058824,0.117647058823529
22,friendly,dog,0.0588235294117647,0.117647058823529,0.823529411764706
22,friendly,dolphin,0.0588235294117647,0.294117647058824,0.647058823529412
22,friendly,donkey,0.411764705882353,0.352941176470588,0.235294117647059
22,friendly,elephant,0.176470588235294,0.411764705882353,0.411764705882353
22,friendly,hippo,0.764705882352941,0.117647058823529,0.117647058823529
22,friendly,hyena,0.764705882352941,0.176470588235294,0.0588235294117647
22,friendly,jaguar,0.705882352941177,0.176470588235294,0.117647058823529
22,friendly,kitten,0.0588235294117647,0.294117647058824,0.647058823529412
22,friendly,lion,0.764705882352941,0.117647058823529,0.117647058823529
22,friendly,man,0.176470588235294,0.294117647058824,0.529411764705882
22,friendly,monkey,0.294117647058824,0.529411764705882,0.176470588235294
22,friendly,mouse,0.411764705882353,0.411764705882353,0.176470588235294
22,friendly,mule,0.294117647058824,0.470588235294118,0.235294117647059
22,friendly,panda,0.235294117647059,0.529411764705882,0.235294117647059
22,friendly,penguin,0.411764705882353,0.352941176470588,0.235294117647059
22,friendly,pig,0.294117647058824,0.411764705882353,0.294117647058824
22,friendly,rabbit,0.235294117647059,0.470588235294118,0.294117647058824
22,friendly,sloth,0.294117647058824,0.588235294117647,0.117647058823529
22,friendly,turtle,0.411764705882353,0.411764705882353,0.176470588235294
22,friendly,whale,0.529411764705882,0.235294117647059,0.235294117647059
23,playful,cat,0.0625,0.3125,0.625
23,playful,cheetah,0.4375,0.375,0.1875
23,playful,dog,0.0625,0.0625,0.875
23,playful,elephant,0.3125,0.5,0.1875
23,playful,hyena,0.5,0.3125,0.1875
23,playful,jaguar,0.4375,0.375,0.1875
23,playful,kitten,0.0625,0.125,0.8125
23,playful,man,0.125,0.3125,0.5625
23,playful,monkey,0.0625,0.25,0.6875
23,playful,panda,0.1875,0.625,0.1875
23,playful,penguin,0.3125,0.5,0.1875
23,playful,rabbit,0.25,0.5625,0.1875
23,playful,sloth,0.6875,0.25,0.0625
23,playful,whale,0.5,0.375,0.125
24,loud,bird,0.315789473684211,0.578947368421053,0.105263157894737
24,loud,cat,0.736842105263158,0.157894736842105,0.105263157894737
24,loud,dog,0.263157894736842,0.421052631578947,0.315789473684211
24,loud,dolphin,0.421052631578947,0.421052631578947,0.157894736842105
24,loud,hyena,0.421052631578947,0.421052631578947,0.157894736842105
24,loud,kitten,0.789473684210526,0.105263157894737,0.105263157894737
24,loud,lion,0.105263157894737,0.526315789473684,0.368421052631579
24,loud,man,0.105263157894737,0.526315789473684,0.368421052631579
24,loud,monkey,0.210526315789474,0.684210526315789,0.105263157894737
24,loud,penguin,0.789473684210526,0.157894736842105,0.0526315789473684
25,happy,bird,0.130434782608696,0.391304347826087,0.478260869565217
25,happy,cat,0.130434782608696,0.304347826086957,0.565217391304348
25,happy,cheetah,0.260869565217391,0.521739130434783,0.217391304347826
25,happy,cougar,0.260869565217391,0.521739130434783,0.217391304347826
25,happy,dog,0.0434782608695652,0.173913043478261,0.782608695652174
25,happy,dolphin,0.0869565217391304,0.217391304347826,0.695652173913043
25,happy,eel,0.565217391304348,0.217391304347826,0.217391304347826
25,happy,fish,0.434782608695652,0.260869565217391,0.304347826086957
25,happy,horse,0.0869565217391304,0.478260869565217,0.434782608695652
25,happy,hyena,0.304347826086957,0.391304347826087,0.304347826086957
25,happy,jaguar,0.304347826086957,0.478260869565217,0.217391304347826
25,happy,man,0.260869565217391,0.304347826086957,0.434782608695652
25,happy,monkey,0.0869565217391304,0.434782608695652,0.478260869565217
25,happy,snake,0.521739130434783,0.260869565217391,0.217391304347826
26,slithery,cat,0.8,0.0666666666666667,0.133333333333333
26,slithery,cheetah,0.8,0.0666666666666667,0.133333333333333
26,slithery,cougar,0.8,0.0666666666666667,0.133333333333333
26,slithery,dolphin,0.466666666666667,0.266666666666667,0.266666666666667
26,slithery,eel,0.0666666666666667,0.2,0.733333333333333
26,slithery,fish,0.133333333333333,0.266666666666667,0.6
26,slithery,giraffe,0.866666666666667,0.0666666666666667,0.0666666666666667
26,slithery,horse,0.866666666666667,0.0666666666666667,0.0666666666666667
26,slithery,jaguar,0.866666666666667,0.0666666666666667,0.0666666666666667
26,slithery,man,0.8,0.133333333333333,0.0666666666666667
26,slithery,sloth,0.733333333333333,0.0666666666666667,0.2
26,slithery,snake,0.0666666666666667,0.133333333333333,0.8
27,dumb,bird,0.4,0.333333333333333,0.266666666666667
27,dumb,cat,0.6,0.333333333333333,0.0666666666666667
27,dumb,cheetah,0.6,0.333333333333333,0.0666666666666667
27,dumb,cow,0.2,0.333333333333333,0.466666666666667
27,dumb,deer,0.266666666666667,0.533333333333333,0.2
27,dumb,dog,0.4,0.533333333333333,0.0666666666666667
27,dumb,donkey,0.2,0.466666666666667,0.333333333333333
27,dumb,hippo,0.2,0.533333333333333,0.266666666666667
27,dumb,jaguar,0.6,0.333333333333333,0.0666666666666667
27,dumb,man,0.733333333333333,0.2,0.0666666666666667
27,dumb,monkey,0.6,0.333333333333333,0.0666666666666667
27,dumb,mouse,0.266666666666667,0.466666666666667,0.266666666666667
27,dumb,mule,0.2,0.4,0.4
27,dumb,pig,0.266666666666667,0.4,0.333333333333333
27,dumb,turtle,0.266666666666667,0.333333333333333,0.4
28,hairy,bear,0.125,0.125,0.75
28,hairy,cat,0.125,0.5,0.375
28,hairy,cheetah,0.1875,0.25,0.5625
28,hairy,elephant,0.6875,0.1875,0.125
28,hairy,gorilla,0.125,0.3125,0.5625
28,hairy,horse,0.125,0.375,0.5
28,hairy,jaguar,0.1875,0.3125,0.5
28,hairy,lion,0.1875,0.125,0.6875
28,hairy,man,0.3125,0.5,0.1875
28,hairy,monkey,0.125,0.25,0.625
28,hairy,sloth,0.375,0.125,0.5
28,hairy,tiger,0.125,0.25,0.625
28,hairy,turtle,0.8125,0.125,0.0625
28,hairy,whale,0.6875,0.125,0.1875
29,striped,bear,0.882352941176471,0.0588235294117647,0.0588235294117647
29,striped,cheetah,0.764705882352941,0.117647058823529,0.117647058823529
29,striped,elephant,0.882352941176471,0.0588235294117647,0.0588235294117647
29,striped,gorilla,0.882352941176471,0.0588235294117647,0.0588235294117647
29,striped,horse,0.823529411764706,0.117647058823529,0.0588235294117647
29,striped,jaguar,0.823529411764706,0.0588235294117647,0.117647058823529
29,striped,lion,0.823529411764706,0.117647058823529,0.0588235294117647
29,striped,man,0.882352941176471,0.0588235294117647,0.0588235294117647
29,striped,tiger,0.0588235294117647,0.0588235294117647,0.882352941176471
29,striped,zebra,0.0588235294117647,0.0588235294117647,0.882352941176471
3,big,armadillo,0.571428571428571,0.357142857142857,0.0714285714285714
3,big,bear,0.0714285714285714,0.428571428571429,0.5
3,big,bird,0.714285714285714,0.214285714285714,0.0714285714285714
3,big,cat,0.714285714285714,0.214285714285714,0.0714285714285714
3,big,cheetah,0.428571428571429,0.5,0.0714285714285714
3,big,cow,0.0714285714285714,0.642857142857143,0.285714285714286
3,big,deer,0.428571428571429,0.428571428571429,0.142857142857143
3,big,dog,0.571428571428571,0.357142857142857,0.0714285714285714
3,big,donkey,0.285714285714286,0.5,0.214285714285714
3,big,eagle,0.642857142857143,0.285714285714286,0.0714285714285714
3,big,elephant,0.0714285714285714,0.0714285714285714,0.857142857142857
3,big,gorilla,0.0714285714285714,0.571428571428571,0.357142857142857
3,big,hippo,0.0714285714285714,0.428571428571429,0.5
3,big,horse,0.0714285714285714,0.714285714285714,0.214285714285714
3,big,jaguar,0.428571428571429,0.5,0.0714285714285714
3,big,kitten,0.785714285714286,0.142857142857143,0.0714285714285714
3,big,lion,0.285714285714286,0.428571428571429,0.285714285714286
3,big,man,0.285714285714286,0.642857142857143,0.0714285714285714
3,big,monkey,0.714285714285714,0.214285714285714,0.0714285714285714
3,big,mouse,0.785714285714286,0.142857142857143,0.0714285714285714
3,big,mule,0.428571428571429,0.428571428571429,0.142857142857143
3,big,panda,0.142857142857143,0.714285714285714,0.142857142857143
3,big,pig,0.428571428571429,0.357142857142857,0.214285714285714
3,big,sloth,0.785714285714286,0.142857142857143,0.0714285714285714
3,big,tiger,0.214285714285714,0.642857142857143,0.142857142857143
3,big,turtle,0.714285714285714,0.142857142857143,0.142857142857143
3,big,whale,0.0714285714285714,0.142857142857143,0.785714285714286
30,slippery,cat,0.666666666666667,0.285714285714286,0.0476190476190476
30,slippery,cheetah,0.619047619047619,0.238095238095238,0.142857142857143
30,slippery,cougar,0.666666666666667,0.238095238095238,0.0952380952380952
30,slippery,dolphin,0.0476190476190476,0.19047619047619,0.761904761904762
30,slippery,eel,0.0476190476190476,0.0476190476190476,0.904761904761905
30,slippery,fish,0.0476190476190476,0.19047619047619,0.761904761904762
30,slippery,horse,0.761904761904762,0.19047619047619,0.0476190476190476
30,slippery,jaguar,0.619047619047619,0.285714285714286,0.0952380952380952
30,slippery,man,0.666666666666667,0.238095238095238,0.0952380952380952
30,slippery,snake,0.0952380952380952,0.285714285714286,0.619047619047619
31,slimy,cat,0.833333333333333,0.0833333333333333,0.0833333333333333
31,slimy,cheetah,0.75,0.166666666666667,0.0833333333333333
31,slimy,cougar,0.75,0.166666666666667,0.0833333333333333
31,slimy,dolphin,0.333333333333333,0.333333333333333,0.333333333333333
31,slimy,eel,0.0833333333333333,0.25,0.666666666666667
31,slimy,fish,0.166666666666667,0.5,0.333333333333333
31,slimy,horse,0.75,0.0833333333333333,0.166666666666667
31,slimy,jaguar,0.833333333333333,0.0833333333333333,0.0833333333333333
31,slimy,man,0.666666666666667,0.25,0.0833333333333333
31,slimy,snake,0.166666666666667,0.583333333333333,0.25
32,scaly,cat,0.916666666666667,0.0416666666666667,0.0416666666666667
32,scaly,cheetah,0.916666666666667,0.0416666666666667,0.0416666666666667
32,scaly,cougar,0.916666666666667,0.0416666666666667,0.0416666666666667
32,scaly,dolphin,0.833333333333333,0.0833333333333333,0.0833333333333333
32,scaly,eel,0.416666666666667,0.291666666666667,0.291666666666667
32,scaly,fish,0.0833333333333333,0.0833333333333333,0.833333333333333
32,scaly,horse,0.916666666666667,0.0416666666666667,0.0416666666666667
32,scaly,jaguar,0.916666666666667,0.0416666666666667,0.0416666666666667
32,scaly,man,0.916666666666667,0.0416666666666667,0.0416666666666667
32,scaly,snake,0.0833333333333333,0.0416666666666667,0.875
33,stubborn,bird,0.652173913043478,0.304347826086957,0.0434782608695652
33,stubborn,cat,0.173913043478261,0.347826086956522,0.478260869565217
33,stubborn,cheetah,0.608695652173913,0.304347826086957,0.0869565217391304
33,stubborn,cow,0.347826086956522,0.521739130434783,0.130434782608696
33,stubborn,deer,0.521739130434783,0.391304347826087,0.0869565217391304
33,stubborn,dog,0.521739130434783,0.347826086956522,0.130434782608696
33,stubborn,donkey,0.0869565217391304,0.217391304347826,0.695652173913043
33,stubborn,hippo,0.260869565217391,0.521739130434783,0.217391304347826
33,stubborn,jaguar,0.608695652173913,0.304347826086957,0.0869565217391304
33,stubborn,man,0.173913043478261,0.173913043478261,0.652173913043478
33,stubborn,mouse,0.565217391304348,0.347826086956522,0.0869565217391304
33,stubborn,mule,0.0869565217391304,0.260869565217391,0.652173913043478
33,stubborn,pig,0.391304347826087,0.478260869565217,0.130434782608696
33,stubborn,sloth,0.521739130434783,0.304347826086957,0.173913043478261
33,stubborn,turtle,0.608695652173913,0.217391304347826,0.173913043478261
34,fat,bird,0.863636363636364,0.0909090909090909,0.0454545454545455
34,fat,cat,0.681818181818182,0.227272727272727,0.0909090909090909
34,fat,cheetah,0.772727272727273,0.181818181818182,0.0454545454545455
34,fat,cow,0.181818181818182,0.5,0.318181818181818
34,fat,deer,0.727272727272727,0.181818181818182,0.0909090909090909
34,fat,dog,0.636363636363636,0.227272727272727,0.136363636363636
