animal,1,1,1,0.0000034552483230412272
animal,1,1,0,0.0000018167640417699104
animal,1,0,1,0.0000019052389396722946
animal,1,0,0,0.0000015027010814070396
animal,0,1,1,6.911671299940796e-7
animal,0,1,0,5.311244846226459e-7
animal,0,0,1,5.377107802463844e-7
animal,0,0,0,4.09442453001036e-7
person,1,1,1,0.19886753219449113
person,1,1,0,0.16399934147650513
person,1,0,1,0.13671118024455325
person,1,0,0,0.16545825398025749
person,0,1,1,0.0996630643339652
person,0,1,0,0.08289911344973182
person,0,0,1,0.0762379901395342
person,0,0,0,0.076152674783728
