animal,1,1,1,0.000022930489999134406
animal,1,1,0,0.000013719816233067706
animal,1,0,1,0.000011446635962425896
animal,1,0,0,0.000008270958180387399
animal,0,1,1,0.00001650508518918913
animal,0,1,0,0.000012190152728077569
animal,0,0,1,0.000010371281031147953
animal,0,0,0,0.000007340631269789928
person,1,1,1,0.14803101551483147
person,1,1,0,0.12418519995389864
person,1,0,1,0.11163708825169534
person,1,0,0,0.09666752970271335
person,0,1,1,0.14586857501369813
person,0,1,0,0.11913285080815236
person,0,0,1,0.1356047755710643
person,0,0,0,0.11877019013335317
